     Pressure (Pa)     3mC6-400 (mol/kg)     33mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.7339002052E-02    0.2583144404E-03    0.3402681735E-02
    0.3000000000E+01    0.2133123261E-01    0.7553534719E-03    0.9891617015E-02
    0.5000000000E+01    0.3447830419E-01    0.1228398411E-02    0.1599053213E-01
    0.7000000000E+01    0.4685471748E-01    0.1679727079E-02    0.2173375359E-01
    0.9000000000E+01    0.5852646152E-01    0.2111346261E-02    0.2715168922E-01
    0.1100000000E+02    0.6955219574E-01    0.2525030197E-02    0.3227137207E-01
    0.1300000000E+02    0.7998424022E-01    0.2922352758E-02    0.3711691613E-01
    0.1500000000E+02    0.8986940967E-01    0.3304714454E-02    0.4170990018E-01
    0.1700000000E+02    0.9924971918E-01    0.3673365241E-02    0.4606969261E-01
    0.1900000000E+02    0.1081629840E+00    0.4029423842E-02    0.5021372749E-01
    0.2100000000E+02    0.1166433317E+00    0.4373894200E-02    0.5415774033E-01
    0.2300000000E+02    0.1247216410E+00    0.4707679536E-02    0.5791597010E-01
    0.2500000000E+02    0.1324259196E+00    0.5031594416E-02    0.6150133317E-01
    0.2700000000E+02    0.1397816303E+00    0.5346375141E-02    0.6492557343E-01
    0.2900000000E+02    0.1468119738E+00    0.5652688718E-02    0.6819939250E-01
    0.3100000000E+02    0.1535381343E+00    0.5951140651E-02    0.7133256295E-01
    0.3300000000E+02    0.1599794944E+00    0.6242281703E-02    0.7433402698E-01
    0.3500000000E+02    0.1661538222E+00    0.6526613803E-02    0.7721198290E-01
    0.3700000000E+02    0.1720774364E+00    0.6804595214E-02    0.7997396098E-01
    0.3900000000E+02    0.1777653512E+00    0.7076645062E-02    0.8262689012E-01
    0.4100000000E+02    0.1832314037E+00    0.7343147323E-02    0.8517715685E-01
    0.4300000000E+02    0.1884883679E+00    0.7604454340E-02    0.8763065734E-01
    0.4500000000E+02    0.1935480539E+00    0.7860889925E-02    0.8999284368E-01
    0.4700000000E+02    0.1984213982E+00    0.8112752119E-02    0.9226876493E-01
    0.4900000000E+02    0.2031185423E+00    0.8360315630E-02    0.9446310370E-01
    0.1000000000E+02    0.6411667174E-01    0.2320327411E-02    0.2974724152E-01
    0.3000000000E+02    0.1502118256E+00    0.5802861758E-02    0.6978298153E-01
    0.5000000000E+02    0.2054040088E+00    0.8482565387E-02    0.9553105090E-01
    0.7000000000E+02    0.2438263057E+00    0.1075405902E-01    0.1135137890E+00
    0.9000000000E+02    0.2721286332E+00    0.1279172524E-01    0.1268032742E+00
    0.1100000000E+03    0.2938526874E+00    0.1468268797E-01    0.1370373469E+00
    0.1300000000E+03    0.3110585736E+00    0.1647446357E-01    0.1451696615E+00
    0.1500000000E+03    0.3250265380E+00    0.1819474469E-01    0.1517934629E+00
    0.1700000000E+03    0.3365942849E+00    0.1986054122E-01    0.1572973208E+00
    0.1900000000E+03    0.3463331026E+00    0.2148276284E-01    0.1619464943E+00
    0.2100000000E+03    0.3546460476E+00    0.2306866924E-01    0.1659283175E+00
    0.2300000000E+03    0.3618256712E+00    0.2462325053E-01    0.1693788999E+00
    0.2500000000E+03    0.3680894928E+00    0.2615003922E-01    0.1723995438E+00
    0.2700000000E+03    0.3736026260E+00    0.2765160557E-01    0.1750672222E+00
    0.2900000000E+03    0.3784926787E+00    0.2912986930E-01    0.1774414834E+00
    0.3100000000E+03    0.3828598404E+00    0.3058630099E-01    0.1795691276E+00
    0.3300000000E+03    0.3867838779E+00    0.3202205531E-01    0.1814874524E+00
    0.3500000000E+03    0.3903290923E+00    0.3343806099E-01    0.1832265541E+00
    0.3700000000E+03    0.3935478971E+00    0.3483508259E-01    0.1848109896E+00
    0.3900000000E+03    0.3964834476E+00    0.3621376370E-01    0.1862609982E+00
    0.4100000000E+03    0.3991716003E+00    0.3757465752E-01    0.1875934132E+00
    0.4300000000E+03    0.4016423951E+00    0.3891824877E-01    0.1888223512E+00
    0.4500000000E+03    0.4039211901E+00    0.4024496971E-01    0.1899597408E+00
    0.4700000000E+03    0.4060295404E+00    0.4155521174E-01    0.1910157317E+00
    0.4900000000E+03    0.4079858861E+00    0.4284933413E-01    0.1919990156E+00
    0.1000000000E+03    0.2836602393E+00    0.1375195367E-01    0.1322315693E+00
    0.3000000000E+03    0.3807362229E+00    0.2986073580E-01    0.1785336095E+00
    0.5000000000E+03    0.4089121042E+00    0.4349045557E-01    0.1924657734E+00
    0.7000000000E+03    0.4223494597E+00    0.5553878432E-01    0.1993515051E+00
    0.9000000000E+03    0.4302116314E+00    0.6627465238E-01    0.2035265647E+00
    0.1100000000E+04    0.4353670718E+00    0.7589476574E-01    0.2063632356E+00
    0.1300000000E+04    0.4390040471E+00    0.8455934758E-01    0.2084361962E+00
    0.1500000000E+04    0.4417040636E+00    0.9240077347E-01    0.2100297593E+00
    0.1700000000E+04    0.4437854054E+00    0.9952896388E-01    0.2113012632E+00
    0.1900000000E+04    0.4454369549E+00    0.1060356476E+00    0.2123451226E+00
    0.2100000000E+04    0.4467778914E+00    0.1119977972E+00    0.2132215839E+00
    0.2300000000E+04    0.4478871261E+00    0.1174803797E+00    0.2139709923E+00
    0.2500000000E+04    0.4488189811E+00    0.1225385499E+00    0.2146214402E+00
    0.2700000000E+04    0.4496120707E+00    0.1272194006E+00    0.2151931279E+00
    0.2900000000E+04    0.4502945938E+00    0.1315633617E+00    0.2157009779E+00
    0.3100000000E+04    0.4508876206E+00    0.1356053248E+00    0.2161562699E+00
    0.3300000000E+04    0.4514072096E+00    0.1393755509E+00    0.2165677010E+00
    0.3500000000E+04    0.4518658122E+00    0.1429004087E+00    0.2169420927E+00
    0.3700000000E+04    0.4522732306E+00    0.1462029762E+00    0.2172848780E+00
    0.3900000000E+04    0.4526372854E+00    0.1493035362E+00    0.2176004415E+00
    0.4100000000E+04    0.4529642916E+00    0.1522199848E+00    0.2178923647E+00
    0.4300000000E+04    0.4532594033E+00    0.1549681715E+00    0.2181636045E+00
