     Pressure (Pa)     3mC6-400 (mol/kg)     33mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.1042024888E-02    0.6424796297E-03    0.1352799118E-01
    0.3000000000E+01    0.2993857339E-02    0.1860872880E-02    0.3887569282E-01
    0.5000000000E+01    0.4787338537E-02    0.3000135816E-02    0.6217710482E-01
    0.7000000000E+01    0.6441045645E-02    0.4070173019E-02    0.8367191295E-01
    0.9000000000E+01    0.7970756846E-02    0.5079335136E-02    0.1035637184E+00
    0.1100000000E+02    0.9389959438E-02    0.6034707522E-02    0.1220265849E+00
    0.1300000000E+02    0.1071025113E-01    0.6942337342E-02    0.1392102105E+00
    0.1500000000E+02    0.1194165983E-01    0.7807413866E-02    0.1552440491E+00
    0.1700000000E+02    0.1309290064E-01    0.8634412778E-02    0.1702406223E+00
    0.1900000000E+02    0.1417158395E-01    0.9427212564E-02    0.1842982024E+00
    0.2100000000E+02    0.1518438513E-01    0.1018918906E-01    0.1975030001E+00
    0.2300000000E+02    0.1613718396E-01    0.1092329278E-01    0.2099309612E+00
    0.2500000000E+02    0.1703517973E-01    0.1163211252E-01    0.2216492518E+00
    0.2700000000E+02    0.1788298699E-01    0.1231792803E-01    0.2327174921E+00
    0.2900000000E+02    0.1868471554E-01    0.1298275382E-01    0.2431887883E+00
    0.3100000000E+02    0.1944403765E-01    0.1362837583E-01    0.2531105993E+00
    0.3300000000E+02    0.2016424479E-01    0.1425638226E-01    0.2625254689E+00
    0.3500000000E+02    0.2084829581E-01    0.1486818956E-01    0.2714716466E+00
    0.3700000000E+02    0.2149885792E-01    0.1546506454E-01    0.2799836168E+00
    0.3900000000E+02    0.2211834179E-01    0.1604814314E-01    0.2880925511E+00
    0.4100000000E+02    0.2270893169E-01    0.1661844652E-01    0.2958266978E+00
    0.4300000000E+02    0.2327261149E-01    0.1717689487E-01    0.3032117169E+00
    0.4500000000E+02    0.2381118714E-01    0.1772431926E-01    0.3102709703E+00
    0.4700000000E+02    0.2432630618E-01    0.1826147195E-01    0.3170257738E+00
    0.4900000000E+02    0.2481947479E-01    0.1878903523E-01    0.3234956167E+00
    0.1000000000E+02    0.8693406669E-02    0.5563345077E-02    0.1129638946E+00
    0.3000000000E+02    0.1906946336E-01    0.1330786173E-01    0.2482156130E+00
    0.5000000000E+02    0.2505826340E-01    0.1904941687E-01    0.3266293166E+00
    0.7000000000E+02    0.2896184070E-01    0.2387755172E-01    0.3779701559E+00
    0.9000000000E+02    0.3171009098E-01    0.2819785796E-01    0.4142790328E+00
    0.1100000000E+03    0.3375090841E-01    0.3219146969E-01    0.4413638288E+00
    0.1300000000E+03    0.3532683660E-01    0.3595025893E-01    0.4623740635E+00
    0.1500000000E+03    0.3658073991E-01    0.3952564992E-01    0.4791674881E+00
    0.1700000000E+03    0.3760228466E-01    0.4294889069E-01    0.4929117213E+00
    0.1900000000E+03    0.3845061669E-01    0.4624038131E-01    0.5043780269E+00
    0.2100000000E+03    0.3916634279E-01    0.4941431966E-01    0.5140966599E+00
    0.2300000000E+03    0.3977827502E-01    0.5248116595E-01    0.5224443829E+00
    0.2500000000E+03    0.4030742837E-01    0.5544901995E-01    0.5296963852E+00
    0.2700000000E+03    0.4076949440E-01    0.5832442527E-01    0.5360584345E+00
    0.2900000000E+03    0.4117642861E-01    0.6111285737E-01    0.5416875269E+00
    0.3100000000E+03    0.4153750125E-01    0.6381902980E-01    0.5467055681E+00
    0.3300000000E+03    0.4186001207E-01    0.6644709261E-01    0.5512086873E+00
    0.3500000000E+03    0.4214978810E-01    0.6900076442E-01    0.5552737278E+00
    0.3700000000E+03    0.4241153767E-01    0.7148342306E-01    0.5589628685E+00
    0.3900000000E+03    0.4264910687E-01    0.7389816920E-01    0.5623269736E+00
    0.4100000000E+03    0.4286566849E-01    0.7624787240E-01    0.5654080630E+00
    0.4300000000E+03    0.4306386337E-01    0.7853520511E-01    0.5682411613E+00
    0.4500000000E+03    0.4324590747E-01    0.8076266860E-01    0.5708557005E+00
    0.4700000000E+03    0.4341367412E-01    0.8293261300E-01    0.5732765974E+00
    0.4900000000E+03    0.4356875782E-01    0.8504725338E-01    0.5755250906E+00
    0.1000000000E+03    0.3280062461E-01    0.3022844876E-01    0.4287368529E+00
    0.3000000000E+03    0.4136220189E-01    0.6247595526E-01    0.5442664037E+00
    0.5000000000E+03    0.4364197814E-01    0.8608449307E-01    0.5765904819E+00
    0.7000000000E+03    0.4468767232E-01    0.1043799302E+00    0.5921528094E+00
    0.9000000000E+03    0.4528144194E-01    0.1189695674E+00    0.6014284276E+00
    0.1100000000E+04    0.4566030039E-01    0.1308674514E+00    0.6076427942E+00
    0.1300000000E+04    0.4592054308E-01    0.1407502226E+00    0.6121272179E+00
    0.1500000000E+04    0.4610863111E-01    0.1490863686E+00    0.6155342203E+00
    0.1700000000E+04    0.4624970196E-01    0.1562102063E+00    0.6182224352E+00
    0.1900000000E+04    0.4635852273E-01    0.1623665181E+00    0.6204058771E+00
    0.2100000000E+04    0.4644432496E-01    0.1677385469E+00    0.6222204498E+00
    0.2300000000E+04    0.4651316775E-01    0.1724661397E+00    0.6237567617E+00
    0.2500000000E+04    0.4656918719E-01    0.1766578466E+00    0.6250776390E+00
    0.2700000000E+04    0.4661529929E-01    0.1803991942E+00    0.6262280736E+00
    0.2900000000E+04    0.4665361637E-01    0.1837584717E+00    0.6272411689E+00
    0.3100000000E+04    0.4668570411E-01    0.1867908580E+00    0.6281418484E+00
    0.3300000000E+04    0.4671274626E-01    0.1895414194E+00    0.6289492521E+00
    0.3500000000E+04    0.4673565336E-01    0.1920473211E+00    0.6296783340E+00
    0.3700000000E+04    0.4675513644E-01    0.1943394843E+00    0.6303409559E+00
    0.3900000000E+04    0.4677175824E-01    0.1964438421E+00    0.6309466537E+00
    0.4100000000E+04    0.4678596947E-01    0.1983823060E+00    0.6315031855E+00
    0.4300000000E+04    0.4679813495E-01    0.2001735146E+00    0.6320169312E+00
    0.4500000000E+04    0.4680855289E-01    0.2018334224E+00    0.6324931880E+00
    0.4700000000E+04    0.4681746916E-01    0.2033757654E+00    0.6329363933E+00
    0.4900000000E+04    0.4682508807E-01    0.2048124334E+00    0.6333502937E+00
    0.1000000000E+04    0.4548999148E-01    0.1252066574E+00    0.6048116579E+00
    0.3000000000E+04    0.4667035745E-01    0.1853125017E+00    0.6277042506E+00
    0.5000000000E+04    0.4682846559E-01    0.2054944250E+00    0.6335472693E+00
    0.7000000000E+04    0.4685767594E-01    0.2155049066E+00    0.6365195211E+00
    0.9000000000E+04    0.4685161651E-01    0.2214340660E+00    0.6384352649E+00
    0.1100000000E+05    0.4683327535E-01    0.2253250680E+00    0.6398300161E+00
    0.1300000000E+05    0.4681041318E-01    0.2280551291E+00    0.6409230562E+00
    0.1500000000E+05    0.4678612243E-01    0.2300627370E+00    0.6418224676E+00
    0.1700000000E+05    0.4676175154E-01    0.2315911512E+00    0.6425883961E+00
    0.1900000000E+05    0.4673791046E-01    0.2327860162E+00    0.6432573225E+00
    0.2100000000E+05    0.4671486937E-01    0.2337397722E+00    0.6438528487E+00
    0.2300000000E+05    0.4669273357E-01    0.2345138617E+00    0.6443910303E+00
    0.2500000000E+05    0.4667152595E-01    0.2351506833E+00    0.6448832374E+00
    0.2700000000E+05    0.4665122804E-01    0.2356804156E+00    0.6453377910E+00
    0.2900000000E+05    0.4663180127E-01    0.2361251079E+00    0.6457609505E+00
    0.3100000000E+05    0.4661319819E-01    0.2365012335E+00    0.6461575346E+00
    0.3300000000E+05    0.4659536850E-01    0.2368213388E+00    0.6465313277E+00
    0.3500000000E+05    0.4657826232E-01    0.2370951420E+00    0.6468853538E+00
    0.3700000000E+05    0.4656183179E-01    0.2373302821E+00    0.6472220654E+00
    0.3900000000E+05    0.4654603190E-01    0.2375328437E+00    0.6475434785E+00
    0.4100000000E+05    0.4653082076E-01    0.2377077301E+00    0.6478512701E+00
    0.4300000000E+05    0.4651615972E-01    0.2378589344E+00    0.6481468494E+00
    0.4500000000E+05    0.4650201316E-01    0.2379897397E+00    0.6484314124E+00
    0.4700000000E+05    0.4648834841E-01    0.2381028688E+00    0.6487059824E+00
    0.4900000000E+05    0.4647513545E-01    0.2382005972E+00    0.6489714423E+00
    0.1000000000E+05    0.4684332699E-01    0.2235645642E+00    0.6391802138E+00
    0.3000000000E+05    0.4662239989E-01    0.2363208803E+00    0.6459623074E+00
    0.5000000000E+05    0.4646868970E-01    0.2382442971E+00    0.6491009994E+00
    0.7000000000E+05    0.4635790786E-01    0.2386466592E+00    0.6513566573E+00
    0.9000000000E+05    0.4627164312E-01    0.2385900633E+00    0.6531901577E+00
    0.1100000000E+06    0.4620106948E-01    0.2383525386E+00    0.6547682957E+00
    0.1300000000E+06    0.4614137524E-01    0.2380346004E+00    0.6561718878E+00
    0.1500000000E+06    0.4608966210E-01    0.2376796394E+00    0.6574468983E+00
    0.1700000000E+06    0.4604405221E-01    0.2373085611E+00    0.6586222818E+00
    0.1900000000E+06    0.4600326019E-01    0.2369321752E+00    0.6597176183E+00
    0.2100000000E+06    0.4596636784E-01    0.2365563192E+00    0.6607468573E+00
    0.2300000000E+06    0.4593269655E-01    0.2361842120E+00    0.6617203420E+00
    0.2500000000E+06    0.4590173063E-01    0.2358176225E+00    0.6626459874E+00
    0.2700000000E+06    0.4587306906E-01    0.2354574871E+00    0.6635300074E+00
    0.2900000000E+06    0.4584639382E-01    0.2351042515E+00    0.6643773841E+00
    0.3100000000E+06    0.4582144845E-01    0.2347580677E+00    0.6651921841E+00
    0.3300000000E+06    0.4579802317E-01    0.2344189109E+00    0.6659777769E+00
    0.3500000000E+06    0.4577594417E-01    0.2340866506E+00    0.6667369911E+00
    0.3700000000E+06    0.4575506582E-01    0.2337610947E+00    0.6674722283E+00
    0.3900000000E+06    0.4573526492E-01    0.2334420169E+00    0.6681855479E+00
    0.4100000000E+06    0.4571643630E-01    0.2331291746E+00    0.6688787318E+00
    0.4300000000E+06    0.4569848947E-01    0.2328223197E+00    0.6695533336E+00
    0.4500000000E+06    0.4568134600E-01    0.2325212056E+00    0.6702107179E+00
    0.4700000000E+06    0.4566493748E-01    0.2322255914E+00    0.6708520903E+00
    0.4900000000E+06    0.4564920389E-01    0.2319352450E+00    0.6714785227E+00
    0.1000000000E+06    0.4623475622E-01    0.2384855989E+00    0.6540049453E+00
    0.3000000000E+06    0.4583371896E-01    0.2349302765E+00    0.6647886314E+00
    0.5000000000E+06    0.4564157339E-01    0.2317919772E+00    0.6717864398E+00
    0.7000000000E+06    0.4551428493E-01    0.2291549303E+00    0.6773477640E+00
    0.9000000000E+06    0.4541909754E-01    0.2268547625E+00    0.6820891653E+00
    0.1100000000E+07    0.4534312362E-01    0.2247952712E+00    0.6862827328E+00
    0.1300000000E+07    0.4527994991E-01    0.2229176687E+00    0.6900769842E+00
    0.1500000000E+07    0.4522591726E-01    0.2211834324E+00    0.6935634855E+00
    0.1700000000E+07    0.4517873972E-01    0.2195658367E+00    0.6968033934E+00
    0.1900000000E+07    0.4513689333E-01    0.2180454910E+00    0.6998399461E+00
    0.2100000000E+07    0.4509931123E-01    0.2166078190E+00    0.7027050463E+00
    0.2300000000E+07    0.4506521737E-01    0.2152415449E+00    0.7054230279E+00
    0.2500000000E+07    0.4503402966E-01    0.2139377383E+00    0.7080129532E+00
    0.2700000000E+07    0.4500530029E-01    0.2126891858E+00    0.7104900846E+00
    0.2900000000E+07    0.4497867737E-01    0.2114899638E+00    0.7128668670E+00
    0.3100000000E+07    0.4495387939E-01    0.2103351373E+00    0.7151536061E+00
    0.3300000000E+07    0.4493067762E-01    0.2092205439E+00    0.7173589503E+00
    0.3500000000E+07    0.4490888371E-01    0.2081426352E+00    0.7194902416E+00
    0.3700000000E+07    0.4488834068E-01    0.2070983565E+00    0.7215537761E+00
    0.3900000000E+07    0.4486891639E-01    0.2060850564E+00    0.7235550015E+00
    0.4100000000E+07    0.4485049850E-01    0.2051004156E+00    0.7254986692E+00
    0.4300000000E+07    0.4483299074E-01    0.2041423920E+00    0.7273889530E+00
    0.4500000000E+07    0.4481630999E-01    0.2032091757E+00    0.7292295426E+00
    0.4700000000E+07    0.4480038397E-01    0.2022991542E+00    0.7310237191E+00
    0.4900000000E+07    0.4478514946E-01    0.2014108836E+00    0.7327744158E+00
    0.1000000000E+07    0.4537919965E-01    0.2257992233E+00    0.6842433369E+00
    0.3000000000E+07    0.4496606563E-01    0.2109072773E+00    0.7140209172E+00
    0.5000000000E+07    0.4477777386E-01    0.2009744936E+00    0.7336342930E+00
    0.7000000000E+07    0.4465599513E-01    0.1931314331E+00    0.7490691910E+00
    0.9000000000E+07    0.4456654248E-01    0.1865269437E+00    0.7620448014E+00
    0.1100000000E+08    0.4449621568E-01    0.1807685215E+00    0.7733464503E+00
    0.1300000000E+08    0.4443851946E-01    0.1756362042E+00    0.7834120869E+00
    0.1500000000E+08    0.4438977750E-01    0.1709917917E+00    0.7925160204E+00
    0.1700000000E+08    0.4434770753E-01    0.1667415982E+00    0.8008438027E+00
    0.1900000000E+08    0.4431079599E-01    0.1628185633E+00    0.8085280375E+00
    0.2100000000E+08    0.4427798809E-01    0.1591726787E+00    0.8156674846E+00
    0.2300000000E+08    0.4424851967E-01    0.1557654412E+00    0.8223381049E+00
    0.2500000000E+08    0.4422181970E-01    0.1525664367E+00    0.8285998501E+00
    0.2700000000E+08    0.4419745035E-01    0.1495511300E+00    0.8345010489E+00
    0.2900000000E+08    0.4417506874E-01    0.1466993781E+00    0.8400813531E+00
    0.3100000000E+08    0.4415440138E-01    0.1439943971E+00    0.8453737856E+00
    0.3300000000E+08    0.4413522674E-01    0.1414220218E+00    0.8504062027E+00
    0.3500000000E+08    0.4411736291E-01    0.1389701650E+00    0.8552023647E+00
    0.3700000000E+08    0.4410065874E-01    0.1366284123E+00    0.8597827359E+00
    0.3900000000E+08    0.4408498729E-01    0.1343877138E+00    0.8641650932E+00
