     Pressure (Pa)     3mC6-400 (mol/kg)     33mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.1027241641E-02    0.2541103776E-03    0.2333977093E-01
    0.3000000000E+01    0.2874927738E-02    0.7214554312E-03    0.6534327632E-01
    0.5000000000E+01    0.4490174611E-02    0.1143555443E-02    0.1020894410E+00
    0.7000000000E+01    0.5914190069E-02    0.1529126959E-02    0.1345088058E+00
    0.9000000000E+01    0.7178987481E-02    0.1884855569E-02    0.1633244536E+00
    0.1100000000E+02    0.8309814303E-02    0.2215945506E-02    0.1891067780E+00
    0.1300000000E+02    0.9326849548E-02    0.2526501321E-02    0.2123117714E+00
    0.1500000000E+02    0.1024641469E-01    0.2819798347E-02    0.2333083412E+00
    0.1700000000E+02    0.1108185327E-01    0.3098477825E-02    0.2523981555E+00
    0.1900000000E+02    0.1184418035E-01    0.3364689961E-02    0.2698302983E+00
    0.2100000000E+02    0.1254256910E-01    0.3620200351E-02    0.2858122507E+00
    0.2300000000E+02    0.1318472028E-01    0.3866470192E-02    0.3005182309E+00
    0.2500000000E+02    0.1377714624E-01    0.4104717478E-02    0.3140956051E+00
    0.2700000000E+02    0.1432539162E-01    0.4335964195E-02    0.3266698699E+00
    0.2900000000E+02    0.1483420662E-01    0.4561073095E-02    0.3383485660E+00
    0.3100000000E+02    0.1530768432E-01    0.4780776606E-02    0.3492243790E+00
    0.3300000000E+02    0.1574937054E-01    0.4995699765E-02    0.3593776203E+00
    0.3500000000E+02    0.1616235231E-01    0.5206378558E-02    0.3688782259E+00
    0.3700000000E+02    0.1654932971E-01    0.5413274680E-02    0.3777873802E+00
    0.3900000000E+02    0.1691267467E-01    0.5616787517E-02    0.3861588437E+00
    0.4100000000E+02    0.1725447936E-01    0.5817263915E-02    0.3940400470E+00
    0.4300000000E+02    0.1757659621E-01    0.6015006213E-02    0.4014729953E+00
    0.4500000000E+02    0.1788067131E-01    0.6210278868E-02    0.4084950236E+00
    0.4700000000E+02    0.1816817233E-01    0.6403313959E-02    0.4151394282E+00
    0.4900000000E+02    0.1844041209E-01    0.6594315783E-02    0.4214359988E+00
    0.1000000000E+02    0.7759783351E-02    0.2053201672E-02    0.1765639640E+00
    0.3000000000E+02    0.1507512932E-01    0.4671559177E-02    0.3438815489E+00
    0.5000000000E+02    0.1857118186E-01    0.6689111426E-02    0.4244623090E+00
    0.7000000000E+02    0.2061567481E-01    0.8512419699E-02    0.4719570304E+00
    0.9000000000E+02    0.2195484481E-01    0.1024939731E-01    0.5033170572E+00
    0.1100000000E+03    0.2289848552E-01    0.1193750878E-01    0.5255966466E+00
    0.1300000000E+03    0.2359827331E-01    0.1359197048E-01    0.5422578434E+00
    0.1500000000E+03    0.2413720678E-01    0.1521964156E-01    0.5551995984E+00
    0.1700000000E+03    0.2456451179E-01    0.1682386398E-01    0.5655508238E+00
    0.1900000000E+03    0.2491122533E-01    0.1840638059E-01    0.5740249764E+00
    0.2100000000E+03    0.2519788092E-01    0.1996816840E-01    0.5810951776E+00
    0.2300000000E+03    0.2543860184E-01    0.2150982578E-01    0.5870876137E+00
    0.2500000000E+03    0.2564341921E-01    0.2303176146E-01    0.5922345056E+00
    0.2700000000E+03    0.2581965235E-01    0.2453428995E-01    0.5967056960E+00
    0.2900000000E+03    0.2597276602E-01    0.2601768081E-01    0.6006282922E+00
    0.3100000000E+03    0.2610692191E-01    0.2748218413E-01    0.6040993230E+00
    0.3300000000E+03    0.2622534461E-01    0.2892804363E-01    0.6071941469E+00
    0.3500000000E+03    0.2633057078E-01    0.3035550304E-01    0.6099721874E+00
    0.3700000000E+03    0.2642462298E-01    0.3176480897E-01    0.6124809379E+00
    0.3900000000E+03    0.2650913331E-01    0.3315621175E-01    0.6147588155E+00
    0.4100000000E+03    0.2658543311E-01    0.3452996541E-01    0.6168372329E+00
    0.4300000000E+03    0.2665461897E-01    0.3588632705E-01    0.6187421269E+00
    0.4500000000E+03    0.2671760214E-01    0.3722555606E-01    0.6204951035E+00
    0.4700000000E+03    0.2677514601E-01    0.3854791326E-01    0.6221143066E+00
    0.4900000000E+03    0.2682789482E-01    0.3985366008E-01    0.6236150860E+00
    0.1000000000E+03    0.2246438206E-01    0.1109832205E-01    0.5153244784E+00
    0.3000000000E+03    0.2604199355E-01    0.2675227813E-01    0.6024151129E+00
    0.5000000000E+03    0.2685264540E-01    0.4050038627E-01    0.6243252296E+00
    0.7000000000E+03    0.2719366827E-01    0.5262587546E-01    0.6346565323E+00
    0.9000000000E+03    0.2737391168E-01    0.6337427835E-01    0.6408345218E+00
    0.1100000000E+04    0.2748129960E-01    0.7295696963E-01    0.6450341675E+00
    0.1300000000E+04    0.2755006738E-01    0.8154848868E-01    0.6481276628E+00
    0.1500000000E+04    0.2759618423E-01    0.8929188626E-01    0.6505346743E+00
    0.1700000000E+04    0.2762804239E-01    0.9630472059E-01    0.6524831036E+00
    0.1900000000E+04    0.2765044396E-01    0.1026841751E+00    0.6541079449E+00
    0.2100000000E+04    0.2766631815E-01    0.1085111462E+00    0.6554945829E+00
    0.2300000000E+04    0.2767754304E-01    0.1138534476E+00    0.6566998731E+00
    0.2500000000E+04    0.2768537183E-01    0.1187683148E+00    0.6577632742E+00
    0.2700000000E+04    0.2769066853E-01    0.1233043694E+00    0.6587131193E+00
    0.2900000000E+04    0.2769404531E-01    0.1275031683E+00    0.6595703406E+00
    0.3100000000E+04    0.2769594600E-01    0.1314004338E+00    0.6603507808E+00
    0.3300000000E+04    0.2769669874E-01    0.1350270381E+00    0.6610666817E+00
    0.3500000000E+04    0.2769655032E-01    0.1384097957E+00    0.6617276745E+00
    0.3700000000E+04    0.2769568911E-01    0.1415721067E+00    0.6623414566E+00
    0.3900000000E+04    0.2769426074E-01    0.1445344815E+00    0.6629142659E+00
    0.4100000000E+04    0.2769237909E-01    0.1473149726E+00    0.6634512201E+00
    0.4300000000E+04    0.2769013412E-01    0.1499295309E+00    0.6639565645E+00
    0.4500000000E+04    0.2768759751E-01    0.1523923020E+00    0.6644338552E+00
    0.4700000000E+04    0.2768482684E-01    0.1547158744E+00    0.6648860984E+00
    0.4900000000E+04    0.2768186871E-01    0.1569114872E+00    0.6653158553E+00
    0.1000000000E+04    0.2743393318E-01    0.6829961789E-01    0.6431113905E+00
    0.3000000000E+04    0.2769515742E-01    0.1294874596E+00    0.6599693223E+00
    0.5000000000E+04    0.2768033147E-01    0.1579644959E+00    0.6655230008E+00
    0.7000000000E+04    0.2764599667E-01    0.1742685316E+00    0.6688863220E+00
    0.9000000000E+04    0.2761149540E-01    0.1847431127E+00    0.6713417496E+00
    0.1100000000E+05    0.2757975567E-01    0.1919849152E+00    0.6733051649E+00
    0.1300000000E+05    0.2755102107E-01    0.1972521057E+00    0.6749607768E+00
    0.1500000000E+05    0.2752499755E-01    0.2012274583E+00    0.6764055747E+00
    0.1700000000E+05    0.2750131468E-01    0.2043130904E+00    0.6776966727E+00
    0.1900000000E+05    0.2747963409E-01    0.2067609828E+00    0.6788704678E+00
    0.2100000000E+05    0.2745966971E-01    0.2087369181E+00    0.6799515633E+00
    0.2300000000E+05    0.2744118513E-01    0.2103543406E+00    0.6809573684E+00
    0.2500000000E+05    0.2742398567E-01    0.2116934366E+00    0.6819006603E+00
    0.2700000000E+05    0.2740791054E-01    0.2128124468E+00    0.6827911008E+00
    0.2900000000E+05    0.2739282602E-01    0.2137546618E+00    0.6836361797E+00
    0.3100000000E+05    0.2737862015E-01    0.2145529081E+00    0.6844418260E+00
    0.3300000000E+05    0.2736519840E-01    0.2152325124E+00    0.6852128183E+00
    0.3500000000E+05    0.2735248038E-01    0.2158133157E+00    0.6859530681E+00
    0.3700000000E+05    0.2734039723E-01    0.2163110721E+00    0.6866658209E+00
    0.3900000000E+05    0.2732888957E-01    0.2167384419E+00    0.6873538015E+00
    0.4100000000E+05    0.2731790586E-01    0.2171057101E+00    0.6880193223E+00
    0.4300000000E+05    0.2730740109E-01    0.2174213128E+00    0.6886643636E+00
    0.4500000000E+05    0.2729733577E-01    0.2176922317E+00    0.6892906364E+00
    0.4700000000E+05    0.2728767504E-01    0.2179242909E+00    0.6898996296E+00
    0.4900000000E+05    0.2727838800E-01    0.2181223846E+00    0.6904926482E+00
    0.1000000000E+05    0.2759524204E-01    0.1886706087E+00    0.6723704945E+00
    0.3000000000E+05    0.2738561953E-01    0.2141700496E+00    0.6840436101E+00
    0.5000000000E+05    0.2727387589E-01    0.2182100139E+00    0.6907835319E+00
    0.7000000000E+05    0.2719791994E-01    0.2189129365E+00    0.6959826630E+00
    0.9000000000E+05    0.2714041064E-01    0.2185884625E+00    0.7003589362E+00
    0.1100000000E+06    0.2709415859E-01    0.2178600560E+00    0.7042036118E+00
    0.1300000000E+06    0.2705549327E-01    0.2169559419E+00    0.7076685025E+00
    0.1500000000E+06    0.2702228782E-01    0.2159749950E+00    0.7108445264E+00
    0.1700000000E+06    0.2699319963E-01    0.2149647220E+00    0.7137912151E+00
    0.1900000000E+06    0.2696732687E-01    0.2139494688E+00    0.7165500601E+00
    0.2100000000E+06    0.2694403460E-01    0.2129421682E+00    0.7191513477E+00
    0.2300000000E+06    0.2692285889E-01    0.2119497555E+00    0.7216179873E+00
    0.2500000000E+06    0.2690345050E-01    0.2109758635E+00    0.7239678067E+00
    0.2700000000E+06    0.2688553992E-01    0.2100222453E+00    0.7262150031E+00
    0.2900000000E+06    0.2686891488E-01    0.2090895607E+00    0.7283711015E+00
    0.3100000000E+06    0.2685340517E-01    0.2081778274E+00    0.7304456103E+00
    0.3300000000E+06    0.2683887225E-01    0.2072866877E+00    0.7324464840E+00
    0.3500000000E+06    0.2682520182E-01    0.2064155684E+00    0.7343804568E+00
    0.3700000000E+06    0.2681229853E-01    0.2055637802E+00    0.7362532901E+00
    0.3900000000E+06    0.2680008197E-01    0.2047305781E+00    0.7380699589E+00
    0.4100000000E+06    0.2678848373E-01    0.2039151990E+00    0.7398347942E+00
    0.4300000000E+06    0.2677744511E-01    0.2031168854E+00    0.7415515946E+00
    0.4500000000E+06    0.2676691537E-01    0.2023348993E+00    0.7432237131E+00
    0.4700000000E+06    0.2675685037E-01    0.2015685303E+00    0.7448541278E+00
    0.4900000000E+06    0.2674721145E-01    0.2008170999E+00    0.7464454978E+00
    0.1000000000E+06    0.2711615685E-01    0.2182558941E+00    0.7023362703E+00
    0.3000000000E+06    0.2686102992E-01    0.2086310910E+00    0.7294180254E+00
    0.5000000000E+06    0.2674254098E-01    0.2004467841E+00    0.7472272962E+00
    0.7000000000E+06    0.2666502598E-01    0.1936864747E+00    0.7612835383E+00
    0.9000000000E+06    0.2660753523E-01    0.1878798087E+00    0.7731397908E+00
    0.1100000000E+07    0.2656193879E-01    0.1827567551E+00    0.7835011640E+00
    0.1300000000E+07    0.2652422360E-01    0.1781525447E+00    0.7927595911E+00
    0.1500000000E+07    0.2649211280E-01    0.1739589489E+00    0.8011600287E+00
    0.1700000000E+07    0.2646419006E-01    0.1701006054E+00    0.8088679094E+00
    0.1900000000E+07    0.2643951437E-01    0.1665226090E+00    0.8160013122E+00
    0.2100000000E+07    0.2641742886E-01    0.1631835066E+00    0.8226480923E+00
    0.2300000000E+07    0.2639745691E-01    0.1600510918E+00    0.8288757691E+00
    0.2500000000E+07    0.2637924177E-01    0.1570997489E+00    0.8347375985E+00
    0.2700000000E+07    0.2636250954E-01    0.1543087016E+00    0.8402764898E+00
    0.2900000000E+07    0.2634704537E-01    0.1516608192E+00    0.8455276356E+00
    0.3100000000E+07    0.2633267766E-01    0.1491417758E+00    0.8505203374E+00
    0.3300000000E+07    0.2631926719E-01    0.1467394447E+00    0.8552793085E+00
    0.3500000000E+07    0.2630669950E-01    0.1444434508E+00    0.8598256272E+00
    0.3700000000E+07    0.2629487933E-01    0.1422448344E+00    0.8641774483E+00
    0.3900000000E+07    0.2628372655E-01    0.1401357936E+00    0.8683505445E+00
    0.4100000000E+07    0.2627317319E-01    0.1381094848E+00    0.8723587241E+00
    0.4300000000E+07    0.2626316103E-01    0.1361598646E+00    0.8762141594E+00
    0.4500000000E+07    0.2625363986E-01    0.1342815646E+00    0.8799276467E+00
    0.4700000000E+07    0.2624456610E-01    0.1324697901E+00    0.8835088154E+00
    0.4900000000E+07    0.2623590164E-01    0.1307202374E+00    0.8869662980E+00
    0.1000000000E+07    0.2658355787E-01    0.1852448514E+00    0.7784781994E+00
    0.3000000000E+07    0.2633973381E-01    0.1503859962E+00    0.8480546525E+00
    0.5000000000E+07    0.2623171227E-01    0.1298675669E+00    0.8886511166E+00
