     Pressure (Pa)     33mC5-400 (mol/kg)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.3829848693E-03    0.1869742555E-03    0.2013051022E-01
    0.3000000000E+01    0.1096324072E-02    0.5601753927E-03    0.5699943020E-01
    0.5000000000E+01    0.1749504322E-02    0.9323841588E-03    0.8994847841E-01
    0.7000000000E+01    0.2352325542E-02    0.1303605476E-02    0.1195728907E+00
    0.9000000000E+01    0.2912615229E-02    0.1673844234E-02    0.1463531122E+00
    0.1100000000E+02    0.3436693254E-02    0.2043105287E-02    0.1706812016E+00
    0.1300000000E+02    0.3929712171E-02    0.2411393458E-02    0.1928802670E+00
    0.1500000000E+02    0.4395910108E-02    0.2778713535E-02    0.2132189895E+00
    0.1700000000E+02    0.4838801239E-02    0.3145070274E-02    0.2319226232E+00
    0.1900000000E+02    0.5261321015E-02    0.3510468400E-02    0.2491814313E+00
    0.2100000000E+02    0.5665938146E-02    0.3874912606E-02    0.2651572287E+00
    0.2300000000E+02    0.6054741829E-02    0.4238407552E-02    0.2799885096E+00
    0.2500000000E+02    0.6429510353E-02    0.4600957866E-02    0.2937945040E+00
    0.2700000000E+02    0.6791765514E-02    0.4962568148E-02    0.3066784166E+00
    0.2900000000E+02    0.7142816146E-02    0.5323242965E-02    0.3187300324E+00
    0.3100000000E+02    0.7483793186E-02    0.5682986852E-02    0.3300278308E+00
    0.3300000000E+02    0.7815678137E-02    0.6041804317E-02    0.3406407114E+00
    0.3500000000E+02    0.8139326315E-02    0.6399699835E-02    0.3506294133E+00
    0.3700000000E+02    0.8455485949E-02    0.6756677854E-02    0.3600476894E+00
    0.3900000000E+02    0.8764813976E-02    0.7112742789E-02    0.3689432831E+00
    0.4100000000E+02    0.9067889162E-02    0.7467899030E-02    0.3773587462E+00
    0.4300000000E+02    0.9365223064E-02    0.7822150934E-02    0.3853321261E+00
    0.4500000000E+02    0.9657269229E-02    0.8175502831E-02    0.3928975468E+00
    0.4700000000E+02    0.9944430953E-02    0.8527959022E-02    0.4000857025E+00
    0.4900000000E+02    0.1022706785E-01    0.8879523781E-02    0.4069242782E+00
    0.1000000000E+02    0.3178834625E-02    0.1858596672E-02    0.1588020533E+00
    0.3000000000E+02    0.7314499313E-02    0.5503230992E-02    0.3244686460E+00
    0.5000000000E+02    0.1036679132E-01    0.9054973201E-02    0.4102203920E+00
    0.7000000000E+02    0.1298604991E-01    0.1251818491E-01    0.4627555861E+00
    0.9000000000E+02    0.1537246699E-01    0.1589694987E-01    0.4982977346E+00
    0.1100000000E+03    0.1760500863E-01    0.1919509599E-01    0.5239747611E+00
    0.1300000000E+03    0.1972056403E-01    0.2241621523E-01    0.5434123032E+00
    0.1500000000E+03    0.2173884825E-01    0.2556368165E-01    0.5586506402E+00
    0.1700000000E+03    0.2367170637E-01    0.2864066784E-01    0.5709264195E+00
    0.1900000000E+03    0.2552703720E-01    0.3165015989E-01    0.5810331744E+00
    0.2100000000E+03    0.2731060508E-01    0.3459497096E-01    0.5895036563E+00
    0.2300000000E+03    0.2902693821E-01    0.3747775382E-01    0.5967089357E+00
    0.2500000000E+03    0.3067980076E-01    0.4030101214E-01    0.6029154777E+00
    0.2700000000E+03    0.3227245363E-01    0.4306711101E-01    0.6083196196E+00
    0.2900000000E+03    0.3380780497E-01    0.4577828644E-01    0.6130692456E+00
    0.3100000000E+03    0.3528850079E-01    0.4843665416E-01    0.6172778854E+00
    0.3300000000E+03    0.3671698170E-01    0.5104421768E-01    0.6210341566E+00
    0.3500000000E+03    0.3809551999E-01    0.5360287575E-01    0.6244082531E+00
    0.3700000000E+03    0.3942624489E-01    0.5611442913E-01    0.6274565038E+00
    0.3900000000E+03    0.4071116048E-01    0.5858058698E-01    0.6302246408E+00
    0.4100000000E+03    0.4195215910E-01    0.6100297261E-01    0.6327501835E+00
    0.4300000000E+03    0.4315103166E-01    0.6338312895E-01    0.6350642067E+00
    0.4500000000E+03    0.4430947593E-01    0.6572252345E-01    0.6371926695E+00
    0.4700000000E+03    0.4542910355E-01    0.6802255275E-01    0.6391574292E+00
    0.4900000000E+03    0.4651144590E-01    0.7028454692E-01    0.6409770219E+00
    0.1000000000E+03    0.1650509123E-01    0.1755587048E-01    0.5120916346E+00
    0.3000000000E+03    0.3455482797E-01    0.4711394350E-01    0.6152351537E+00
    0.5000000000E+03    0.4703909301E-01    0.7140167927E-01    0.6418374177E+00
    0.7000000000E+03    0.5595313349E-01    0.9202598952E-01    0.6542734552E+00
    0.9000000000E+03    0.6242467116E-01    0.1099787351E+00    0.6615652149E+00
    0.1100000000E+04    0.6717021222E-01    0.1259077755E+00    0.6663978939E+00
    0.1300000000E+04    0.7066264693E-01    0.1402558163E+00    0.6698577340E+00
    0.1500000000E+04    0.7322443498E-01    0.1533367418E+00    0.6724698987E+00
    0.1700000000E+04    0.7508180818E-01    0.1653800452E+00    0.6745201415E+00
    0.1900000000E+04    0.7639745026E-01    0.1765579413E+00    0.6761776759E+00
    0.2100000000E+04    0.7729087644E-01    0.1870025793E+00    0.6775492999E+00
    0.2300000000E+04    0.7785153850E-01    0.1968173490E+00    0.6787058630E+00
    0.2500000000E+04    0.7814748697E-01    0.2060845254E+00    0.6796962879E+00
    0.2700000000E+04    0.7823123866E-01    0.2148705724E+00    0.6805554882E+00
    0.2900000000E+04    0.7814383909E-01    0.2232299058E+00    0.6813090764E+00
    0.3100000000E+04    0.7791773078E-01    0.2312076160E+00    0.6819762873E+00
    0.3300000000E+04    0.7757881422E-01    0.2388414741E+00    0.6825718606E+00
    0.3500000000E+04    0.7714795260E-01    0.2461634335E+00    0.6831072907E+00
    0.3700000000E+04    0.7664208629E-01    0.2532007701E+00    0.6835916810E+00
    0.3900000000E+04    0.7607506908E-01    0.2599769600E+00    0.6840323401E+00
    0.4100000000E+04    0.7545830334E-01    0.2665123621E+00    0.6844352073E+00
    0.4300000000E+04    0.7480122764E-01    0.2728247565E+00    0.6848051625E+00
    0.4500000000E+04    0.7411169497E-01    0.2789297717E+00    0.6851462545E+00
    0.4700000000E+04    0.7339626882E-01    0.2848412279E+00    0.6854618730E+00
