     Pressure (Pa)     33mC5-400 (mol/kg)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.2602504599E-03    0.1306844392E-02    0.3439617455E-02
    0.3000000000E+01    0.7718761434E-03    0.3903554361E-02    0.1021027551E-01
    0.5000000000E+01    0.1271964438E-02    0.6477885605E-02    0.1683997141E-01
    0.7000000000E+01    0.1760858362E-02    0.9030144714E-02    0.2333310671E-01
    0.9000000000E+01    0.2238887311E-02    0.1156063262E-01    0.2969390110E-01
    0.1100000000E+02    0.2706367740E-02    0.1406964475E-01    0.3592640177E-01
    0.1300000000E+02    0.3163603805E-02    0.1655747113E-01    0.4203449212E-01
    0.1500000000E+02    0.3610887971E-02    0.1902439649E-01    0.4802189993E-01
    0.1700000000E+02    0.4048501575E-02    0.2147070045E-01    0.5389220516E-01
    0.1900000000E+02    0.4476715368E-02    0.2389665755E-01    0.5964884712E-01
    0.2100000000E+02    0.4895790012E-02    0.2630253744E-01    0.6529513140E-01
    0.2300000000E+02    0.5305976562E-02    0.2868860492E-01    0.7083423625E-01
    0.2500000000E+02    0.5707516909E-02    0.3105512012E-01    0.7626921871E-01
    0.2700000000E+02    0.6100644205E-02    0.3340233852E-01    0.8160302026E-01
    0.2900000000E+02    0.6485583265E-02    0.3573051114E-01    0.8683847234E-01
    0.3100000000E+02    0.6862550938E-02    0.3803988456E-01    0.9197830136E-01
    0.3300000000E+02    0.7231756473E-02    0.4033070107E-01    0.9702513356E-01
    0.3500000000E+02    0.7593401846E-02    0.4260319875E-01    0.1019814996E+00
    0.3700000000E+02    0.7947682091E-02    0.4485761152E-01    0.1068498389E+00
    0.3900000000E+02    0.8294785590E-02    0.4709416931E-01    0.1116325035E+00
    0.4100000000E+02    0.8634894371E-02    0.4931309807E-01    0.1163317623E+00
    0.4300000000E+02    0.8968184372E-02    0.5151461989E-01    0.1209498045E+00
    0.4500000000E+02    0.9294825702E-02    0.5369895308E-01    0.1254887429E+00
    0.4700000000E+02    0.9614982885E-02    0.5586631226E-01    0.1299506175E+00
    0.4900000000E+02    0.9928815091E-02    0.5801690840E-01    0.1343373987E+00
    0.1000000000E+02    0.2473926800E-02    0.1281780491E-01    0.3282594170E-01
    0.3000000000E+02    0.6675050273E-02    0.3688753251E-01    0.8942017330E-01
    0.5000000000E+02    0.1008340766E-01    0.5908598529E-01    0.1365032266E+00
    0.7000000000E+02    0.1287818161E-01    0.7963627744E-01    0.1763079612E+00
    0.9000000000E+02    0.1518862109E-01    0.9872683945E-01    0.2104173263E+00
    0.1100000000E+03    0.1711052132E-01    0.1165179030E+00    0.2399849663E+00
    0.1300000000E+03    0.1871651025E-01    0.1331465894E+00    0.2658716576E+00
    0.1500000000E+03    0.2006271549E-01    0.1487309390E+00    0.2887328040E+00
    0.1700000000E+03    0.2119322721E-01    0.1633731286E+00    0.3090763199E+00
    0.1900000000E+03    0.2214316995E-01    0.1771620614E+00    0.3273019713E+00
    0.2100000000E+03    0.2294086924E-01    0.1901754667E+00    0.3437287533E+00
    0.2300000000E+03    0.2360941262E-01    0.2024816144E+00    0.3586143469E+00
    0.2500000000E+03    0.2416779571E-01    0.2141407228E+00    0.3721692045E+00
    0.2700000000E+03    0.2463177803E-01    0.2252061239E+00    0.3845669200E+00
    0.2900000000E+03    0.2501453141E-01    0.2357252303E+00    0.3959519786E+00
    0.3100000000E+03    0.2532713819E-01    0.2457403452E+00    0.4064456276E+00
    0.3300000000E+03    0.2557897837E-01    0.2552893416E+00    0.4161503803E+00
    0.3500000000E+03    0.2577803400E-01    0.2644062365E+00    0.4251535097E+00
    0.3700000000E+03    0.2593113072E-01    0.2731216770E+00    0.4335297875E+00
    0.3900000000E+03    0.2604413123E-01    0.2814633554E+00    0.4413436521E+00
    0.4100000000E+03    0.2612209154E-01    0.2894563632E+00    0.4486509398E+00
    0.4300000000E+03    0.2616938812E-01    0.2971234958E+00    0.4555002786E+00
    0.4500000000E+03    0.2618982202E-01    0.3044855148E+00    0.4619342190E+00
    0.4700000000E+03    0.2618670483E-01    0.3115613749E+00    0.4679901583E+00
    0.4900000000E+03    0.2616292991E-01    0.3183684207E+00    0.4737011005E+00
    0.1000000000E+03    0.1619314788E-01    0.1077757485E+00    0.2257094048E+00
    0.3000000000E+03    0.2517898089E-01    0.2407933230E+00    0.4013034283E+00
    0.5000000000E+03    0.2614410044E-01    0.3216761609E+00    0.4764364673E+00
    0.7000000000E+03    0.2515469972E-01    0.3769598479E+00    0.5186266693E+00
    0.9000000000E+03    0.2367872520E-01    0.4174582965E+00    0.5458330628E+00
    0.1100000000E+04    0.2216099791E-01    0.4485181298E+00    0.5649228732E+00
    0.1300000000E+04    0.2074273671E-01    0.4731341871E+00    0.5791039889E+00
    0.1500000000E+04    0.1946202475E-01    0.4931346668E+00    0.5900814884E+00
    0.1700000000E+04    0.1832008821E-01    0.5097073912E+00    0.5988478770E+00
    0.1900000000E+04    0.1730547793E-01    0.5236613570E+00    0.6060213126E+00
    0.2100000000E+04    0.1640333810E-01    0.5355682604E+00    0.6120075184E+00
    0.2300000000E+04    0.1559896045E-01    0.5458442996E+00    0.6170841704E+00
    0.2500000000E+04    0.1487904451E-01    0.5548000039E+00    0.6214479255E+00
