     Pressure (Pa)     33mC5-400 (mol/kg)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.3903743225E-03    0.1120315685E-02    0.3439086871E-02
    0.3000000000E+01    0.1157808876E-02    0.3347363737E-02    0.1020561110E-01
    0.5000000000E+01    0.1907950274E-02    0.5556501083E-02    0.1682731246E-01
    0.7000000000E+01    0.2641329103E-02    0.7747964407E-02    0.2330885954E-01
    0.9000000000E+01    0.3358453999E-02    0.9921986169E-02    0.2965472169E-01
    0.1100000000E+02    0.4059812785E-02    0.1207879469E-01    0.3586917953E-01
    0.1300000000E+02    0.4745873553E-02    0.1421861425E-01    0.4195633480E-01
    0.1500000000E+02    0.5417085672E-02    0.1634166517E-01    0.4792011964E-01
    0.1700000000E+02    0.6073880731E-02    0.1844816392E-01    0.5376430527E-01
    0.1900000000E+02    0.6716673433E-02    0.2053832315E-01    0.5949251013E-01
    0.2100000000E+02    0.7345862426E-02    0.2261235185E-01    0.6510820758E-01
    0.2300000000E+02    0.7961831093E-02    0.2467045537E-01    0.7061473307E-01
    0.2500000000E+02    0.8564948291E-02    0.2671283550E-01    0.7601529095E-01
    0.2700000000E+02    0.9155569045E-02    0.2873969058E-01    0.8131296086E-01
    0.2900000000E+02    0.9734035209E-02    0.3075121556E-01    0.8651070371E-01
    0.3100000000E+02    0.1030067608E-01    0.3274760205E-01    0.9161136740E-01
    0.3300000000E+02    0.1085580899E-01    0.3472903844E-01    0.9661769214E-01
    0.3500000000E+02    0.1139973984E-01    0.3669570989E-01    0.1015323155E+00
    0.3700000000E+02    0.1193276365E-01    0.3864779849E-01    0.1063577772E+00
    0.3900000000E+02    0.1245516502E-01    0.4058548324E-01    0.1110965236E+00
    0.4100000000E+02    0.1296721861E-01    0.4250894019E-01    0.1157509119E+00
    0.4300000000E+02    0.1346918958E-01    0.4441834243E-01    0.1203232142E+00
    0.4500000000E+02    0.1396133401E-01    0.4631386021E-01    0.1248156215E+00
    0.4700000000E+02    0.1444389930E-01    0.4819566096E-01    0.1292302470E+00
    0.4900000000E+02    0.1491712450E-01    0.5006390936E-01    0.1335691297E+00
