     Pressure (Pa)     33mC5-400 (mol/kg)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.6481019020E-03    0.5604740965E-03    0.6841804973E-02
    0.3000000000E+01    0.1907836277E-02    0.1676508580E-02    0.2009436838E-01
    0.5000000000E+01    0.3121481577E-02    0.2786048766E-02    0.3280212303E-01
    0.7000000000E+01    0.4291858643E-02    0.3889162570E-02    0.4499840170E-01
    0.9000000000E+01    0.5421556550E-02    0.4985916937E-02    0.5671386397E-01
    0.1100000000E+02    0.6512955853E-02    0.6076377860E-02    0.6797675917E-01
    0.1300000000E+02    0.7568249103E-02    0.7160610394E-02    0.7881315885E-01
    0.1500000000E+02    0.8589459003E-02    0.8238678675E-02    0.8924716287E-01
    0.1700000000E+02    0.9578454515E-02    0.9310645937E-02    0.9930108248E-01
    0.1900000000E+02    0.1053696517E-01    0.1037657452E-01    0.1089956035E+00
    0.2100000000E+02    0.1146659382E-01    0.1143652591E-01    0.1183499315E+00
    0.2300000000E+02    0.1236882805E-01    0.1249056071E-01    0.1273819227E+00
    0.2500000000E+02    0.1324505031E-01    0.1353873870E-01    0.1361081999E+00
    0.2700000000E+02    0.1409654710E-01    0.1458111884E-01    0.1445442575E+00
    0.2900000000E+02    0.1492451717E-01    0.1561775924E-01    0.1527045560E+00
    0.3100000000E+02    0.1573007883E-01    0.1664871726E-01    0.1606026066E+00
    0.3300000000E+02    0.1651427671E-01    0.1767404943E-01    0.1682510483E+00
    0.3500000000E+02    0.1727808765E-01    0.1869381155E-01    0.1756617169E+00
    0.3700000000E+02    0.1802242621E-01    0.1970805863E-01    0.1828457082E+00
    0.3900000000E+02    0.1874814956E-01    0.2071684494E-01    0.1898134348E+00
    0.4100000000E+02    0.1945606194E-01    0.2172022403E-01    0.1965746782E+00
    0.4300000000E+02    0.2014691872E-01    0.2271824873E-01    0.2031386357E+00
    0.4500000000E+02    0.2082143007E-01    0.2371097113E-01    0.2095139637E+00
    0.4700000000E+02    0.2148026435E-01    0.2469844267E-01    0.2157088169E+00
    0.4900000000E+02    0.2212405116E-01    0.2568071407E-01    0.2217308840E+00
    0.1000000000E+02    0.5971902310E-02    0.5531929991E-02    0.6240020447E-01
    0.3000000000E+02    0.1533003211E-01    0.1613394500E-01    0.1566855527E+00
    0.5000000000E+02    0.2244048861E-01    0.2616991539E-01    0.2246794063E+00
