pressure,muc,muc_err,molkg,molkg_err,_
0.01,1.7839437500,0.0224025956,0.3092778771,0.0038838821,
0.05,3.4012398214,0.0239307761,0.5896644619,0.0041488189,
0.1,3.6953876786,0.0031336410,0.6406601420,0.0005432715,
0.5,3.9359435714,0.0087809428,0.6823647169,0.0015223301,
1,3.9666316071,0.0034308080,0.6876850251,0.0005947906,
5,3.9933326786,0.0023911121,0.6923141232,0.0004145411,
10,3.9972608929,0.0011095633,0.6929951480,0.0001923622,
50,3.9994339286,0.0003060961,0.6933718817,0.0000530671,
1e2,3.9997416071,0.0001205936,0.6934252232,0.0000209070,
5e2,4.0005142857,0.0013990558,0.6935591806,0.0002425508,
1e3,4.0073569643,0.0140659179,0.6947454787,0.0024385731,
5e3,4.0444808929,0.0364997656,0.7011815615,0.0063278733,
1e4,4.0728155357,0.0672853662,0.7060938679,0.0116650961,
5e4,4.0871939286,0.0900368956,0.7085866140,0.0156094720,
1e5,4.0200467857,0.0218785853,0.6969454813,0.0037930358,
5e4,4.0871939286,0.0900368956,0.7085866140,0.0156094720,
1e6,4.0257910714,0.0318073208,0.6979413538,0.0055143559,
