# pressure,temperature,molkg
1.000000000000000021e-02,3.000000000000000000e+02,8.159225850000000058e-02
5.000000000000000278e-02,3.000000000000000000e+02,3.255823169000000017e-01
1.000000000000000056e-01,3.000000000000000000e+02,4.648064849999999915e-01
5.000000000000000000e-01,3.000000000000000000e+02,6.426075852999999505e-01
1.000000000000000000e+00,3.000000000000000000e+02,6.661452890000000293e-01
5.000000000000000000e+00,3.000000000000000000e+02,6.882617815999999555e-01
1.000000000000000000e+01,3.000000000000000000e+02,6.909186696000000349e-01
5.000000000000000000e+01,3.000000000000000000e+02,6.929002601999999511e-01
1.000000000000000000e+02,3.000000000000000000e+02,6.932291631000000454e-01
5.000000000000000000e+02,3.000000000000000000e+02,6.934223441000000321e-01
1.000000000000000000e+03,3.000000000000000000e+02,6.934317245000000129e-01
5.000000000000000000e+03,3.000000000000000000e+02,6.934637974999999788e-01
1.000000000000000000e+04,3.000000000000000000e+02,6.934607634999999659e-01
5.000000000000000000e+04,3.000000000000000000e+02,6.934700201000000286e-01
1.000000000000000000e+05,3.000000000000000000e+02,6.934700201000000286e-01
5.000000000000000000e+05,3.000000000000000000e+02,6.934602063000000483e-01
1.000000000000000000e+06,3.000000000000000000e+02,6.934700201000000286e-01
5.000000000000000000e+06,3.000000000000000000e+02,6.934700201000000286e-01
1.000000000000000000e+07,3.000000000000000000e+02,6.934676672999999791e-01
5.000000000000000000e+07,3.000000000000000000e+02,6.934700201000000286e-01
1.000000000000000000e+08,3.000000000000000000e+02,6.934700201000000286e-01
