# pressure,temperature,molkg
1.000000000000000056e-01,4.000000000000000000e+02,4.000000000000000000e+02,4.944997999999999711e-04
5.000000000000000000e-01,4.000000000000000000e+02,4.000000000000000000e+02,2.550731300000000194e-03
1.000000000000000000e+00,4.000000000000000000e+02,4.000000000000000000e+02,5.091401199999999808e-03
5.000000000000000000e+00,4.000000000000000000e+02,4.000000000000000000e+02,2.553690969999999894e-02
1.000000000000000000e+01,4.000000000000000000e+02,4.000000000000000000e+02,4.962118539999999661e-02
5.000000000000000000e+01,4.000000000000000000e+02,4.000000000000000000e+02,2.157699771000000100e-01
1.000000000000000000e+02,4.000000000000000000e+02,4.000000000000000000e+02,3.478635395999999935e-01
5.000000000000000000e+02,4.000000000000000000e+02,4.000000000000000000e+02,5.928716988000000132e-01
1.000000000000000000e+03,4.000000000000000000e+02,4.000000000000000000e+02,6.407721496999999600e-01
5.000000000000000000e+03,4.000000000000000000e+02,4.000000000000000000e+02,6.822180665999999505e-01
1.000000000000000000e+04,4.000000000000000000e+02,4.000000000000000000e+02,6.879769326000000351e-01
5.000000000000000000e+04,4.000000000000000000e+02,4.000000000000000000e+02,6.923670002999999795e-01
1.000000000000000000e+05,4.000000000000000000e+02,4.000000000000000000e+02,6.929041609999999629e-01
5.000000000000000000e+05,4.000000000000000000e+02,4.000000000000000000e+02,6.932572424999999816e-01
1.000000000000000000e+06,4.000000000000000000e+02,4.000000000000000000e+02,6.933431212999999760e-01
5.000000000000000000e+06,4.000000000000000000e+02,4.000000000000000000e+02,6.933592507000000404e-01
1.000000000000000000e+07,4.000000000000000000e+02,4.000000000000000000e+02,6.933785378000000277e-01
5.000000000000000000e+07,4.000000000000000000e+02,4.000000000000000000e+02,6.934547575999999713e-01
1.000000000000000000e+08,4.000000000000000000e+02,4.000000000000000000e+02,6.934676053999999645e-01
