# pressure,temperature,molkg
1.000000000000000000e+01,6.000000000000000000e+02,3.866710000000000118e-05
5.000000000000000000e+01,6.000000000000000000e+02,1.920354999999999946e-04
1.000000000000000000e+02,6.000000000000000000e+02,3.799844000000000138e-04
5.000000000000000000e+02,6.000000000000000000e+02,1.939022699999999903e-03
1.000000000000000000e+03,6.000000000000000000e+02,3.908105999999999733e-03
5.000000000000000000e+03,6.000000000000000000e+02,1.905203620000000056e-02
1.000000000000000000e+04,6.000000000000000000e+02,3.809902619999999684e-02
5.000000000000000000e+04,6.000000000000000000e+02,1.608452939999999998e-01
1.000000000000000000e+05,6.000000000000000000e+02,2.661025264999999917e-01
5.000000000000000000e+05,6.000000000000000000e+02,5.295812596000000205e-01
1.000000000000000000e+06,6.000000000000000000e+02,5.993515259999999678e-01
5.000000000000000000e+06,6.000000000000000000e+02,6.632214770000000037e-01
1.000000000000000000e+07,6.000000000000000000e+02,6.721959078000000476e-01
5.000000000000000000e+07,6.000000000000000000e+02,6.893374960999999468e-01
1.000000000000000000e+08,6.000000000000000000e+02,6.931141523999999610e-01
