# pressure,temperature,molkg
1.000000000000000000e+00,5.000000000000000000e+02,5.000000000000000000e+02,2.018493000000000056e-04
5.000000000000000000e+00,5.000000000000000000e+02,5.000000000000000000e+02,1.053455299999999902e-03
1.000000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e+02,2.170096800000000103e-03
5.000000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e+02,1.096255359999999922e-02
1.000000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e+02,2.199491870000000113e-02
5.000000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e+02,9.972358940000000671e-02
1.000000000000000000e+03,5.000000000000000000e+02,5.000000000000000000e+02,1.753312325999999977e-01
5.000000000000000000e+03,5.000000000000000000e+02,5.000000000000000000e+02,4.355873114000000101e-01
1.000000000000000000e+04,5.000000000000000000e+02,5.000000000000000000e+02,5.346708032000000443e-01
5.000000000000000000e+04,5.000000000000000000e+02,5.000000000000000000e+02,6.546953869999999620e-01
1.000000000000000000e+05,5.000000000000000000e+02,5.000000000000000000e+02,6.747595489000000057e-01
5.000000000000000000e+05,5.000000000000000000e+02,5.000000000000000000e+02,6.987534257999999943e-01
1.000000000000000000e+06,5.000000000000000000e+02,5.000000000000000000e+02,7.071931417000000275e-01
5.000000000000000000e+06,5.000000000000000000e+02,5.000000000000000000e+02,7.213323762000000139e-01
1.000000000000000000e+07,5.000000000000000000e+02,5.000000000000000000e+02,7.308461348000000468e-01
5.000000000000000000e+07,5.000000000000000000e+02,5.000000000000000000e+02,9.057251567999999864e-01
1.000000000000000000e+08,5.000000000000000000e+02,5.000000000000000000e+02,1.171116443100000071e+00
