# pressure,temperature,molkg
1.000000000000000000e+00,6.000000000000000000e+02,1.021600000000000095e-06
5.000000000000000000e+00,6.000000000000000000e+02,6.594200000000000324e-06
1.000000000000000000e+01,6.000000000000000000e+02,1.071159999999999922e-05
5.000000000000000000e+01,6.000000000000000000e+02,5.327949999999999700e-05
1.000000000000000000e+02,6.000000000000000000e+02,1.059398999999999985e-04
5.000000000000000000e+02,6.000000000000000000e+02,5.459838000000000495e-04
1.000000000000000000e+03,6.000000000000000000e+02,1.072309000000000023e-03
5.000000000000000000e+03,6.000000000000000000e+02,5.493366099999999995e-03
1.000000000000000000e+04,6.000000000000000000e+02,1.067058419999999952e-02
5.000000000000000000e+04,6.000000000000000000e+02,5.089611759999999874e-02
1.000000000000000000e+05,6.000000000000000000e+02,9.883025139999999931e-02
5.000000000000000000e+05,6.000000000000000000e+02,3.270361582999999905e-01
1.000000000000000000e+06,6.000000000000000000e+02,4.465313828999999957e-01
5.000000000000000000e+06,6.000000000000000000e+02,6.011123206999999802e-01
1.000000000000000000e+07,6.000000000000000000e+02,6.260028790999999648e-01
5.000000000000000000e+07,6.000000000000000000e+02,6.784043220000000041e-01
1.000000000000000000e+08,6.000000000000000000e+02,6.901175259999999811e-01
