# pressure,temperature,molkg
1.000000000000000000e+00,4.000000000000000000e+02,1.409880299999999960e-03
5.000000000000000000e+00,4.000000000000000000e+02,6.945690499999999760e-03
1.000000000000000000e+01,4.000000000000000000e+02,1.360708920000000023e-02
5.000000000000000000e+01,4.000000000000000000e+02,6.714557520000000168e-02
1.000000000000000000e+02,4.000000000000000000e+02,1.263916600999999973e-01
5.000000000000000000e+02,4.000000000000000000e+02,3.957794078999999909e-01
1.000000000000000000e+03,4.000000000000000000e+02,5.152303619000000445e-01
5.000000000000000000e+03,4.000000000000000000e+02,6.522424843999999888e-01
1.000000000000000000e+04,4.000000000000000000e+02,6.720918873000000238e-01
5.000000000000000000e+04,4.000000000000000000e+02,6.888942944000000512e-01
1.000000000000000000e+05,4.000000000000000000e+02,6.915138465000000290e-01
5.000000000000000000e+05,4.000000000000000000e+02,6.925443923999999862e-01
1.000000000000000000e+06,4.000000000000000000e+02,6.925746389000000391e-01
5.000000000000000000e+06,4.000000000000000000e+02,6.928361142000000195e-01
1.000000000000000000e+07,4.000000000000000000e+02,6.927878808999999860e-01
5.000000000000000000e+07,4.000000000000000000e+02,6.934081341000000176e-01
1.000000000000000000e+08,4.000000000000000000e+02,6.934646332999999663e-01
