# pressure,temperature,molkg
1.000000000000000000e+01,6.000000000000000000e+02,4.399200000000000164e-05
5.000000000000000000e+01,6.000000000000000000e+02,2.262755999999999990e-04
1.000000000000000000e+02,6.000000000000000000e+02,4.613433000000000117e-04
5.000000000000000000e+02,6.000000000000000000e+02,2.343526199999999924e-03
1.000000000000000000e+03,6.000000000000000000e+02,4.750826900000000401e-03
5.000000000000000000e+03,6.000000000000000000e+02,2.342547920000000172e-02
1.000000000000000000e+04,6.000000000000000000e+02,4.515598140000000316e-02
5.000000000000000000e+04,6.000000000000000000e+02,1.831199225000000042e-01
1.000000000000000000e+05,6.000000000000000000e+02,2.963050653000000034e-01
5.000000000000000000e+05,6.000000000000000000e+02,5.500972295999999595e-01
1.000000000000000000e+06,6.000000000000000000e+02,6.093044924999999612e-01
5.000000000000000000e+06,6.000000000000000000e+02,6.661972993000000454e-01
1.000000000000000000e+07,6.000000000000000000e+02,6.752777628999999671e-01
5.000000000000000000e+07,6.000000000000000000e+02,6.897937002999999789e-01
1.000000000000000000e+08,6.000000000000000000e+02,6.929350574999999512e-01
