# pressure,temperature,molkg
1.000000000000000021e-02,6.000000000000000000e+02,6.000000000000000000e+02,0.000000000000000000e+00
5.000000000000000278e-02,6.000000000000000000e+02,6.000000000000000000e+02,0.000000000000000000e+00
1.000000000000000056e-01,6.000000000000000000e+02,6.000000000000000000e+02,6.190000000000000503e-08
5.000000000000000000e-01,6.000000000000000000e+02,6.000000000000000000e+02,1.238000000000000101e-07
1.000000000000000000e+00,6.000000000000000000e+02,6.000000000000000000e+02,3.096000000000000194e-07
5.000000000000000000e+00,6.000000000000000000e+02,6.000000000000000000e+02,2.136100000000000182e-06
1.000000000000000000e+01,6.000000000000000000e+02,6.000000000000000000e+02,4.922399999999999661e-06
5.000000000000000000e+01,6.000000000000000000e+02,6.000000000000000000e+02,1.882279999999999874e-05
1.000000000000000000e+02,6.000000000000000000e+02,6.000000000000000000e+02,4.504459999999999899e-05
5.000000000000000000e+02,6.000000000000000000e+02,6.000000000000000000e+02,2.154400999999999907e-04
1.000000000000000000e+03,6.000000000000000000e+02,6.000000000000000000e+02,4.232953000000000128e-04
5.000000000000000000e+03,6.000000000000000000e+02,6.000000000000000000e+02,2.104495799999999903e-03
1.000000000000000000e+04,6.000000000000000000e+02,6.000000000000000000e+02,4.236854200000000036e-03
5.000000000000000000e+04,6.000000000000000000e+02,6.000000000000000000e+02,2.060033190000000111e-02
1.000000000000000000e+05,6.000000000000000000e+02,6.000000000000000000e+02,4.032364089999999901e-02
5.000000000000000000e+05,6.000000000000000000e+02,6.000000000000000000e+02,1.700646373999999961e-01
1.000000000000000000e+06,6.000000000000000000e+02,6.000000000000000000e+02,2.744608525000000188e-01
5.000000000000000000e+06,6.000000000000000000e+02,6.000000000000000000e+02,4.982007815000000228e-01
1.000000000000000000e+07,6.000000000000000000e+02,6.000000000000000000e+02,5.493619037000000427e-01
5.000000000000000000e+07,6.000000000000000000e+02,6.000000000000000000e+02,6.621178381000000224e-01
1.000000000000000000e+08,6.000000000000000000e+02,6.000000000000000000e+02,6.867189656000000086e-01
