# pressure,temperature,molkg
1.000000000000000021e-02,3.500000000000000000e+02,2.255077800000000136e-03
5.000000000000000278e-02,3.500000000000000000e+02,1.082967980000000031e-02
1.000000000000000056e-01,3.500000000000000000e+02,2.181152059999999851e-02
5.000000000000000000e-01,3.500000000000000000e+02,1.013687541999999941e-01
1.000000000000000000e+00,3.500000000000000000e+02,1.888842062999999960e-01
5.000000000000000000e+00,3.500000000000000000e+02,4.887956252999999807e-01
1.000000000000000000e+01,3.500000000000000000e+02,5.795829246999999462e-01
5.000000000000000000e+01,3.500000000000000000e+02,6.704773714999999745e-01
1.000000000000000000e+02,3.500000000000000000e+02,6.809243115999999985e-01
5.000000000000000000e+02,3.500000000000000000e+02,6.912552193000000011e-01
1.000000000000000000e+03,3.500000000000000000e+02,6.923402831999999618e-01
5.000000000000000000e+03,3.500000000000000000e+02,6.933367747999999997e-01
1.000000000000000000e+04,3.500000000000000000e+02,6.952353967000000079e-01
5.000000000000000000e+04,3.500000000000000000e+02,6.988958657999999602e-01
1.000000000000000000e+05,3.500000000000000000e+02,7.051745866999999945e-01
5.000000000000000000e+05,3.500000000000000000e+02,6.975991078000000067e-01
1.000000000000000000e+06,3.500000000000000000e+02,6.974768218000000353e-01
5.000000000000000000e+06,3.500000000000000000e+02,7.023282017999999960e-01
1.000000000000000000e+07,3.500000000000000000e+02,7.100046982000000062e-01
5.000000000000000000e+07,3.500000000000000000e+02,7.766146607999999674e-01
1.000000000000000000e+08,3.500000000000000000e+02,9.356919466999999990e-01
