# pressure,temperature,molkg
1.000000000000000000e+00,5.000000000000000000e+02,5.000000000000000000e+02,5.714939999999999869e-05
5.000000000000000000e+00,5.000000000000000000e+02,5.000000000000000000e+02,2.971394999999999831e-04
1.000000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e+02,6.219869000000000266e-04
5.000000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e+02,3.134205900000000024e-03
1.000000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e+02,6.215225100000000037e-03
5.000000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e+02,3.080139969999999908e-02
1.000000000000000000e+03,5.000000000000000000e+02,5.000000000000000000e+02,6.082564859999999712e-02
5.000000000000000000e+03,5.000000000000000000e+02,5.000000000000000000e+02,2.416702464999999911e-01
1.000000000000000000e+04,5.000000000000000000e+02,5.000000000000000000e+02,3.717902676000000017e-01
5.000000000000000000e+04,5.000000000000000000e+02,5.000000000000000000e+02,6.003100624999999635e-01
1.000000000000000000e+05,5.000000000000000000e+02,5.000000000000000000e+02,6.440664109999999498e-01
5.000000000000000000e+05,5.000000000000000000e+02,5.000000000000000000e+02,6.829161804000000169e-01
1.000000000000000000e+06,5.000000000000000000e+02,5.000000000000000000e+02,6.870988571999999683e-01
5.000000000000000000e+06,5.000000000000000000e+02,5.000000000000000000e+02,6.906958614000000551e-01
1.000000000000000000e+07,5.000000000000000000e+02,5.000000000000000000e+02,6.908723866999999519e-01
5.000000000000000000e+07,5.000000000000000000e+02,5.000000000000000000e+02,6.930276234000000146e-01
1.000000000000000000e+08,5.000000000000000000e+02,5.000000000000000000e+02,6.934185671000000495e-01
