     Pressure (Pa)     3mC6-400 (mol/kg)     33mC5-400 (mol/kg)
    0.1000000000E+01    0.8416359497E-02    0.2590334811E-03
    0.3000000000E+01    0.2462456924E-01    0.7614380536E-03
    0.5000000000E+01    0.4005054990E-01    0.1244315984E-02
    0.7000000000E+01    0.5474982265E-01    0.1709154812E-02
    0.9000000000E+01    0.6877277023E-01    0.2157298787E-02
    0.1100000000E+02    0.8216521815E-01    0.2589965436E-02
    0.1300000000E+02    0.9496893874E-01    0.3008259910E-02
    0.1500000000E+02    0.1072220896E+00    0.3413187434E-02
    0.1700000000E+02    0.1189595967E+00    0.3805664157E-02
    0.1900000000E+02    0.1302134891E+00    0.4186526626E-02
    0.2100000000E+02    0.1410131938E+00    0.4556540092E-02
    0.2300000000E+02    0.1513857945E+00    0.4916405804E-02
    0.2500000000E+02    0.1613562604E+00    0.5266767433E-02
    0.2700000000E+02    0.1709476489E+00    0.5608216749E-02
    0.2900000000E+02    0.1801812851E+00    0.5941298641E-02
    0.3100000000E+02    0.1890769215E+00    0.6266515578E-02
    0.3300000000E+02    0.1976528806E+00    0.6584331566E-02
    0.3500000000E+02    0.2059261817E+00    0.6895175687E-02
    0.3700000000E+02    0.2139126554E+00    0.7199445249E-02
    0.3900000000E+02    0.2216270451E+00    0.7497508609E-02
    0.4100000000E+02    0.2290830991E+00    0.7789707702E-02
    0.4300000000E+02    0.2362936530E+00    0.8076360318E-02
    0.4500000000E+02    0.2432707047E+00    0.8357762140E-02
    0.4700000000E+02    0.2500254811E+00    0.8634188594E-02
    0.4900000000E+02    0.2565684995E+00    0.8905896507E-02
    0.1000000000E+02    0.7554510631E-01    0.2375495226E-02
    0.3000000000E+02    0.1846701762E+00    0.6104860370E-02
    0.5000000000E+02    0.2597637057E+00    0.9040056559E-02
    0.7000000000E+02    0.3146469724E+00    0.1152598448E-01
    0.9000000000E+02    0.3565420093E+00    0.1373455469E-01
    0.1100000000E+03    0.3895917369E+00    0.1575976802E-01
    0.1300000000E+03    0.4163437208E+00    0.1765670912E-01
    0.1500000000E+03    0.4384511614E+00    0.1945945144E-01
    0.1700000000E+03    0.4570340144E+00    0.2119001397E-01
    0.1900000000E+03    0.4728781433E+00    0.2286315370E-01
    0.2100000000E+03    0.4865513816E+00    0.2448907356E-01
    0.2300000000E+03    0.4984743278E+00    0.2607502270E-01
    0.2500000000E+03    0.5089652217E+00    0.2762627885E-01
    0.2700000000E+03    0.5182693383E+00    0.2914677093E-01
    0.2900000000E+03    0.5265787960E+00    0.3063948489E-01
    0.3100000000E+03    0.5340462386E+00    0.3210673470E-01
    0.3300000000E+03    0.5407944946E+00    0.3355034723E-01
    0.3500000000E+03    0.5469235304E+00    0.3497179073E-01
    0.3700000000E+03    0.5525155418E+00    0.3637226572E-01
    0.3900000000E+03    0.5576387422E+00    0.3775277017E-01
    0.4100000000E+03    0.5623502197E+00    0.3911414702E-01
    0.4300000000E+03    0.5666981210E+00    0.4045711908E-01
    0.4500000000E+03    0.5707233391E+00    0.4178231515E-01
    0.4700000000E+03    0.5744608328E+00    0.4309028961E-01
    0.4900000000E+03    0.5779406674E+00    0.4438153737E-01
    0.1000000000E+03    0.3739864517E+00    0.1476599733E-01
    0.3000000000E+03    0.5304094859E+00    0.3137616894E-01
    0.5000000000E+03    0.5795922275E+00    0.4502103000E-01
    0.7000000000E+03    0.6038752217E+00    0.5702426644E-01
    0.9000000000E+03    0.6184149368E+00    0.6771341790E-01
    0.1100000000E+04    0.6281240640E+00    0.7729544234E-01
    0.1300000000E+04    0.6350813264E+00    0.8593136242E-01
    0.1500000000E+04    0.6403195151E+00    0.9375233417E-01
    0.1700000000E+04    0.6444106429E+00    0.1008667901E+00
    0.1900000000E+04    0.6476974971E+00    0.1073651301E+00
    0.2100000000E+04    0.6503981918E+00    0.1133232335E+00
    0.2300000000E+04    0.6526582235E+00    0.1188051931E+00
    0.2500000000E+04    0.6545784277E+00    0.1238654709E+00
    0.2700000000E+04    0.6562309283E+00    0.1285506103E+00
    0.2900000000E+04    0.6576686996E+00    0.1329006053E+00
    0.3100000000E+04    0.6589315404E+00    0.1369499994E+00
    0.3300000000E+04    0.6600499401E+00    0.1407287752E+00
    0.3500000000E+04    0.6610476572E+00    0.1442630765E+00
    0.3700000000E+04    0.6619434837E+00    0.1475757997E+00
    0.3900000000E+04    0.6627524825E+00    0.1506870801E+00
    0.4100000000E+04    0.6634868707E+00    0.1536146933E+00
    0.4300000000E+04    0.6641566634E+00    0.1563743900E+00
    0.4500000000E+04    0.6647701500E+00    0.1589801750E+00
    0.4700000000E+04    0.6653342512E+00    0.1614445418E+00
    0.4900000000E+04    0.6658547917E+00    0.1637786705E+00
    0.1000000000E+04    0.6237076081E+00    0.7263194418E-01
    0.3000000000E+04    0.6583198976E+00    0.1349609058E+00
    0.5000000000E+04    0.6661002997E+00    0.1649000721E+00
    0.7000000000E+04    0.6696031539E+00    0.1824537663E+00
    0.9000000000E+04    0.6716153491E+00    0.1939829164E+00
    0.1100000000E+05    0.6729297199E+00    0.2021317984E+00
    0.1300000000E+05    0.6738597394E+00    0.2081954196E+00
    0.1500000000E+05    0.6745548002E+00    0.2128824870E+00
    0.1700000000E+05    0.6750953648E+00    0.2166133821E+00
    0.1900000000E+05    0.6755287075E+00    0.2196532121E+00
    0.2100000000E+05    0.6758844746E+00    0.2221774212E+00
    0.2300000000E+05    0.6761822272E+00    0.2243067324E+00
    0.2500000000E+05    0.6764354084E+00    0.2261269322E+00
    0.2700000000E+05    0.6766535711E+00    0.2277006524E+00
    0.2900000000E+05    0.6768436960E+00    0.2290746860E+00
    0.3100000000E+05    0.6770110067E+00    0.2302846944E+00
    0.3300000000E+05    0.6771594922E+00    0.2313583311E+00
    0.3500000000E+05    0.6772922534E+00    0.2323173686E+00
    0.3700000000E+05    0.6774117381E+00    0.2331791825E+00
    0.3900000000E+05    0.6775199055E+00    0.2339578078E+00
    0.4100000000E+05    0.6776183431E+00    0.2346647043E+00
    0.4300000000E+05    0.6777083511E+00    0.2353093212E+00
    0.4500000000E+05    0.6777910051E+00    0.2358995194E+00
    0.4700000000E+05    0.6778672029E+00    0.2364418916E+00
    0.4900000000E+05    0.6779377001E+00    0.2369420079E+00
    0.1000000000E+05    0.6723344450E+00    0.1983797926E+00
    0.3000000000E+05    0.6769299296E+00    0.2296983061E+00
    0.5000000000E+05    0.6779710149E+00    0.2371777289E+00
    0.7000000000E+05    0.6784521970E+00    0.2405218876E+00
    0.9000000000E+05    0.6787356583E+00    0.2424137373E+00
    0.1100000000E+06    0.6789251671E+00    0.2436288591E+00
    0.1300000000E+06    0.6790621761E+00    0.2444743638E+00
    0.1500000000E+06    0.6791666530E+00    0.2450960988E+00
    0.1700000000E+06    0.6792494655E+00    0.2455721744E+00
    0.1900000000E+06    0.6793170626E+00    0.2459481793E+00
    0.2100000000E+06    0.6793735273E+00    0.2462525010E+00
    0.2300000000E+06    0.6794215780E+00    0.2465037342E+00
    0.2500000000E+06    0.6794630992E+00    0.2467145653E+00
    0.2700000000E+06    0.6794994410E+00    0.2468939444E+00
    0.2900000000E+06    0.6795315978E+00    0.2470483652E+00
    0.3100000000E+06    0.6795603193E+00    0.2471826529E+00
    0.3300000000E+06    0.6795861822E+00    0.2473004670E+00
    0.3500000000E+06    0.6796096379E+00    0.2474046333E+00
    0.3700000000E+06    0.6796310450E+00    0.2474973677E+00
    0.3900000000E+06    0.6796506926E+00    0.2475804325E+00
    0.4100000000E+06    0.6796688164E+00    0.2476552466E+00
    0.4300000000E+06    0.6796856104E+00    0.2477229651E+00
    0.4500000000E+06    0.6797012362E+00    0.2477845376E+00
    0.4700000000E+06    0.6797158295E+00    0.2478407523E+00
    0.4900000000E+06    0.6797295050E+00    0.2478922686E+00
    0.1000000000E+06    0.6788388183E+00    0.2430810705E+00
    0.3000000000E+06    0.6795463485E+00    0.2471177742E+00
    0.5000000000E+06    0.6797360297E+00    0.2479164420E+00
    0.7000000000E+06    0.6798359455E+00    0.2482513392E+00
    0.9000000000E+06    0.6799020753E+00    0.2484329754E+00
    0.1100000000E+07    0.6799512828E+00    0.2485456284E+00
    0.1300000000E+07    0.6799905821E+00    0.2486215076E+00
    0.1500000000E+07    0.6800234725E+00    0.2486755440E+00
    0.1700000000E+07    0.6800519197E+00    0.2487155888E+00
    0.1900000000E+07    0.6800771250E+00    0.2487461567E+00
    0.2100000000E+07    0.6800998699E+00    0.2487700237E+00
    0.2300000000E+07    0.6801206885E+00    0.2487889884E+00
    0.2500000000E+07    0.6801399606E+00    0.2488042655E+00
    0.2700000000E+07    0.6801579647E+00    0.2488167041E+00
    0.2900000000E+07    0.6801749108E+00    0.2488269153E+00
    0.3100000000E+07    0.6801909608E+00    0.2488353492E+00
    0.3300000000E+07    0.6802062421E+00    0.2488423446E+00
    0.3500000000E+07    0.6802208565E+00    0.2488481613E+00
    0.3700000000E+07    0.6802348866E+00    0.2488530015E+00
    0.3900000000E+07    0.6802484004E+00    0.2488570246E+00
    0.4100000000E+07    0.6802614544E+00    0.2488603584E+00
    0.4300000000E+07    0.6802740960E+00    0.2488631061E+00
    0.4500000000E+07    0.6802863657E+00    0.2488653519E+00
    0.4700000000E+07    0.6802982978E+00    0.2488671653E+00
    0.4900000000E+07    0.6803099221E+00    0.2488686039E+00
    0.1000000000E+07    0.6799282350E+00    0.2484953033E+00
    0.3000000000E+07    0.6801830391E+00    0.2488313311E+00
    0.5000000000E+07    0.6803156270E+00    0.2488691981E+00
    0.7000000000E+07    0.6804183689E+00    0.2488698324E+00
    0.9000000000E+07    0.6805067576E+00    0.2488598036E+00
    0.1100000000E+08    0.6805863773E+00    0.2488457760E+00
    0.1300000000E+08    0.6806599292E+00    0.2488300877E+00
    0.1500000000E+08    0.6807289517E+00    0.2488137212E+00
    0.1700000000E+08    0.6807944167E+00    0.2487971365E+00
    0.1900000000E+08    0.6808569848E+00    0.2487805633E+00
    0.2100000000E+08    0.6809171294E+00    0.2487641204E+00
    0.2300000000E+08    0.6809752035E+00    0.2487478689E+00
    0.2500000000E+08    0.6810314795E+00    0.2487318392E+00
    0.2700000000E+08    0.6810861724E+00    0.2487160441E+00
    0.2900000000E+08    0.6811394560E+00    0.2487004866E+00
    0.3100000000E+08    0.6811914734E+00    0.2486851641E+00
    0.3300000000E+08    0.6812423436E+00    0.2486700707E+00
    0.3500000000E+08    0.6812921677E+00    0.2486551990E+00
    0.3700000000E+08    0.6813410317E+00    0.2486405405E+00
    0.3900000000E+08    0.6813890103E+00    0.2486260867E+00
    0.4100000000E+08    0.6814361682E+00    0.2486118288E+00
    0.4300000000E+08    0.6814825624E+00    0.2485977584E+00
    0.4500000000E+08    0.6815282433E+00    0.2485838673E+00
    0.4700000000E+08    0.6815732557E+00    0.2485701478E+00
    0.4900000000E+08    0.6816176396E+00    0.2485565925E+00
    0.1000000000E+08    0.6805474563E+00    0.2488530948E+00
    0.3000000000E+08    0.6811656151E+00    0.2486927963E+00
    0.5000000000E+08    0.6816396073E+00    0.2485498742E+00
    0.7000000000E+08    0.6820530956E+00    0.2484226436E+00
    0.9000000000E+08    0.6824297426E+00    0.2483060477E+00
    0.1100000000E+09    0.6827805666E+00    0.2481972013E+00
    0.1300000000E+09    0.6831118405E+00    0.2480943314E+00
    0.1500000000E+09    0.6834275677E+00    0.2479962622E+00
    0.1700000000E+09    0.6837305021E+00    0.2479021671E+00
    0.1900000000E+09    0.6840226409E+00    0.2478114380E+00
    0.2100000000E+09    0.6843054911E+00    0.2477236121E+00
    0.2300000000E+09    0.6845802258E+00    0.2476383268E+00
    0.2500000000E+09    0.6848477805E+00    0.2475552915E+00
    0.2700000000E+09    0.6851089170E+00    0.2474742689E+00
    0.2900000000E+09    0.6853642657E+00    0.2473950623E+00
    0.3100000000E+09    0.6856143562E+00    0.2473175058E+00
    0.3300000000E+09    0.6858596386E+00    0.2472414584E+00
    0.3500000000E+09    0.6861004996E+00    0.2471667989E+00
    0.3700000000E+09    0.6863372748E+00    0.2470934220E+00
    0.3900000000E+09    0.6865702576E+00    0.2470212355E+00
    0.4100000000E+09    0.6867997063E+00    0.2469501581E+00
    0.4300000000E+09    0.6870258502E+00    0.2468801179E+00
    0.4500000000E+09    0.6872488936E+00    0.2468110506E+00
    0.4700000000E+09    0.6874690200E+00    0.2467428985E+00
    0.4900000000E+09    0.6876863945E+00    0.2466756097E+00
    0.1000000000E+09    0.6826079193E+00    0.2482507848E+00
