     Pressure (Pa)     3mC6-400 (mol/kg)     33mC5-400 (mol/kg)
    0.1000000000E+01    0.6329907214E-02    0.5191697105E-03
    0.3000000000E+01    0.1862026803E-01    0.1532304572E-02
    0.5000000000E+01    0.3044177127E-01    0.2513536270E-02
    0.7000000000E+01    0.4182102193E-01    0.3464767606E-02
    0.9000000000E+01    0.5278264421E-01    0.4387754352E-02
    0.1100000000E+02    0.6334946265E-01    0.5284118990E-02
    0.1300000000E+02    0.7354266369E-01    0.6155362950E-02
    0.1500000000E+02    0.8338194016E-01    0.7002877537E-02
    0.1700000000E+02    0.9288562070E-01    0.7827953701E-02
    0.1900000000E+02    0.1020707860E+00    0.8631790798E-02
    0.2100000000E+02    0.1109533734E+00    0.9415504450E-02
    0.2300000000E+02    0.1195482708E+00    0.1018013362E-01
    0.2500000000E+02    0.1278694022E+00    0.1092664701E-01
    0.2700000000E+02    0.1359298040E+00    0.1165594876E-01
    0.2900000000E+02    0.1437416950E+00    0.1236888372E-01
    0.3100000000E+02    0.1513165397E+00    0.1306624212E-01
    0.3300000000E+02    0.1586651054E+00    0.1374876386E-01
    0.3500000000E+02    0.1657975145E+00    0.1441714237E-01
    0.3700000000E+02    0.1727232923E+00    0.1507202819E-01
    0.3900000000E+02    0.1794514104E+00    0.1571403214E-01
    0.4100000000E+02    0.1859903262E+00    0.1634372829E-01
    0.4300000000E+02    0.1923480197E+00    0.1696165661E-01
    0.4500000000E+02    0.1985320262E+00    0.1756832545E-01
    0.4700000000E+02    0.2045494675E+00    0.1816421379E-01
    0.4900000000E+02    0.2104070792E+00    0.1874977326E-01
    0.1000000000E+02    0.5811404314E-01    0.4839167892E-02
    0.3000000000E+02    0.1475580595E+00    0.1271946262E-01
    0.5000000000E+02    0.2132779549E+00    0.1903881381E-01
    0.7000000000E+02    0.2636856407E+00    0.2436907880E-01
    0.9000000000E+02    0.3036267461E+00    0.2902965643E-01
    0.1100000000E+03    0.3360911131E+00    0.3321187331E-01
    0.1300000000E+03    0.3630246318E+00    0.3703684548E-01
    0.1500000000E+03    0.3857489727E+00    0.4058478193E-01
    0.1700000000E+03    0.4051937492E+00    0.4391085393E-01
    0.1900000000E+03    0.4220321524E+00    0.4705426908E-01
    0.2100000000E+03    0.4367638670E+00    0.5004369906E-01
    0.2300000000E+03    0.4497677305E+00    0.5290065204E-01
    0.2500000000E+03    0.4613362868E+00    0.5564163746E-01
    0.2700000000E+03    0.4716991086E+00    0.5827959543E-01
    0.2900000000E+03    0.4810389311E+00    0.6082486433E-01
    0.3100000000E+03    0.4895030589E+00    0.6328585029E-01
    0.3300000000E+03    0.4972115880E+00    0.6566949965E-01
    0.3500000000E+03    0.5042634347E+00    0.6798163842E-01
    0.3700000000E+03    0.5107408267E+00    0.7022722000E-01
    0.3900000000E+03    0.5167126945E+00    0.7241050878E-01
    0.4100000000E+03    0.5222372673E+00    0.7453521808E-01
    0.4300000000E+03    0.5273640808E+00    0.7660461499E-01
    0.4500000000E+03    0.5321355493E+00    0.7862160120E-01
    0.4700000000E+03    0.5365882067E+00    0.8058877577E-01
