     Pressure (Pa)     3mC6-400 (mol/kg)     33mC5-400 (mol/kg)
    0.1000000000E+01    0.9455230355E-02    0.1293795578E-03
    0.3000000000E+01    0.2759011917E-01    0.3795570344E-03
    0.5000000000E+01    0.4475984199E-01    0.6191162925E-03
    0.7000000000E+01    0.6103959260E-01    0.8489525539E-03
    0.9000000000E+01    0.7649694793E-01    0.1069866590E-02
    0.1100000000E+02    0.9119280877E-01    0.1282576654E-02
    0.1300000000E+02    0.1051822045E+00    0.1487728657E-02
    0.1500000000E+02    0.1185149841E+00    0.1685904894E-02
    0.1700000000E+02    0.1312364117E+00    0.1877631548E-02
    0.1900000000E+02    0.1433876822E+00    0.2063385154E-02
    0.2100000000E+02    0.1550063684E+00    0.2243598216E-02
    0.2300000000E+02    0.1661268105E+00    0.2418664072E-02
    0.2500000000E+02    0.1767804568E+00    0.2588941137E-02
    0.2700000000E+02    0.1869961617E+00    0.2754756616E-02
    0.2900000000E+02    0.1968004477E+00    0.2916409755E-02
    0.3100000000E+02    0.2062177365E+00    0.3074174700E-02
    0.3300000000E+02    0.2152705533E+00    0.3228303009E-02
    0.3500000000E+02    0.2239797067E+00    0.3379025886E-02
    0.3700000000E+02    0.2323644499E+00    0.3526556144E-02
    0.3900000000E+02    0.2404426232E+00    0.3671089955E-02
    0.4100000000E+02    0.2482307810E+00    0.3812808404E-02
    0.4300000000E+02    0.2557443062E+00    0.3951878879E-02
    0.4500000000E+02    0.2629975115E+00    0.4088456302E-02
    0.4700000000E+02    0.2700037313E+00    0.4222684243E-02
    0.4900000000E+02    0.2767754038E+00    0.4354695911E-02
    0.1000000000E+02    0.8393649682E-01    0.1177205162E-02
    0.3000000000E+02    0.2015560167E+00    0.2995762028E-02
    0.5000000000E+02    0.2800769450E+00    0.4419909658E-02
    0.7000000000E+02    0.3362428549E+00    0.5633616076E-02
    0.9000000000E+02    0.3784269855E+00    0.6723965552E-02
    0.1100000000E+03    0.4112826153E+00    0.7736687149E-02
    0.1300000000E+03    0.4376028764E+00    0.8697678643E-02
    0.1500000000E+03    0.4591660821E+00    0.9622476427E-02
    0.1700000000E+03    0.4771584097E+00    0.1052083402E-01
    0.1900000000E+03    0.4924015273E+00    0.1139910381E-01
    0.2100000000E+03    0.5054826889E+00    0.1226155083E-01
    0.2300000000E+03    0.5168328095E+00    0.1311111299E-01
    0.2500000000E+03    0.5267752755E+00    0.1394985910E-01
    0.2700000000E+03    0.5355575362E+00    0.1477927418E-01
    0.2900000000E+03    0.5433721727E+00    0.1560044259E-01
    0.3100000000E+03    0.5503713172E+00    0.1641416848E-01
    0.3300000000E+03    0.5566767512E+00    0.1722105674E-01
    0.3500000000E+03    0.5623871206E+00    0.1802156860E-01
    0.3700000000E+03    0.5675831846E+00    0.1881606033E-01
    0.3900000000E+03    0.5723316979E+00    0.1960481072E-01
    0.4100000000E+03    0.5766883224E+00    0.2038804074E-01
    0.4300000000E+03    0.5806998417E+00    0.2116592787E-01
    0.4500000000E+03    0.5844058650E+00    0.2193861661E-01
    0.4700000000E+03    0.5878401527E+00    0.2270622629E-01
    0.4900000000E+03    0.5910316587E+00    0.2346885691E-01
    0.1000000000E+03    0.3958155148E+00    0.7238091436E-02
    0.3000000000E+03    0.5469654547E+00    0.1600819413E-01
    0.5000000000E+03    0.5925443094E+00    0.2384833214E-01
    0.7000000000E+03    0.6146214548E+00    0.3119234222E-01
    0.9000000000E+03    0.6276774568E+00    0.3809711635E-01
    0.1100000000E+04    0.6363159184E+00    0.4459591621E-01
    0.1300000000E+04    0.6424606562E+00    0.5071901592E-01
    0.1500000000E+04    0.6470587847E+00    0.5649502449E-01
    0.1700000000E+04    0.6506310846E+00    0.6195063223E-01
    0.1900000000E+04    0.6534877833E+00    0.6711044106E-01
    0.2100000000E+04    0.6558252747E+00    0.7199696159E-01
    0.2300000000E+04    0.6577739865E+00    0.7663071003E-01
    0.2500000000E+04    0.6594239560E+00    0.8103035184E-01
    0.2700000000E+04    0.6608393560E+00    0.8521286128E-01
    0.2900000000E+04    0.6620671696E+00    0.8919368062E-01
    0.3100000000E+04    0.6631425904E+00    0.9298687092E-01
    0.3300000000E+04    0.6640925067E+00    0.9660525098E-01
    0.3500000000E+04    0.6649378175E+00    0.1000605234E+00
    0.3700000000E+04    0.6656950143E+00    0.1033633879E+00
    0.3900000000E+04    0.6663772861E+00    0.1065236423E+00
    0.4100000000E+04    0.6669953081E+00    0.1095502729E+00
    0.4300000000E+04    0.6675578138E+00    0.1124515348E+00
    0.4500000000E+04    0.6680720182E+00    0.1152350231E+00
    0.4700000000E+04    0.6685439342E+00    0.1179077364E+00
    0.4900000000E+04    0.6689786136E+00    0.1204761337E+00
    0.1000000000E+04    0.6323950948E+00    0.4139533341E-01
    0.3000000000E+04    0.6626220855E+00    0.9111290065E-01
    0.5000000000E+04    0.6691833519E+00    0.1217230971E+00
    0.7000000000E+04    0.6720827580E+00    0.1424184057E+00
    0.9000000000E+04    0.6737258566E+00    0.1573380015E+00
    0.1100000000E+05    0.6747874927E+00    0.1686017586E+00
    0.1300000000E+05    0.6755317953E+00    0.1774059539E+00
    0.1500000000E+05    0.6760836152E+00    0.1844764984E+00
    0.1700000000E+05    0.6765097306E+00    0.1902793258E+00
    0.1900000000E+05    0.6768491375E+00    0.1951271782E+00
    0.2100000000E+05    0.6771261576E+00    0.1992377688E+00
    0.2300000000E+05    0.6773567590E+00    0.2027673206E+00
    0.2500000000E+05    0.6775518657E+00    0.2058308400E+00
    0.2700000000E+05    0.6777192077E+00    0.2085148668E+00
    0.2900000000E+05    0.6778644112E+00    0.2108857673E+00
    0.3100000000E+05    0.6779916707E+00    0.2129952881E+00
    0.3300000000E+05    0.6781041781E+00    0.2148843714E+00
    0.3500000000E+05    0.6782044063E+00    0.2165858346E+00
    0.3700000000E+05    0.6782943014E+00    0.2181262902E+00
    0.3900000000E+05    0.6783754162E+00    0.2195275457E+00
    0.4100000000E+05    0.6784490052E+00    0.2208076416E+00
    0.4300000000E+05    0.6785160932E+00    0.2219816305E+00
    0.4500000000E+05    0.6785775257E+00    0.2230621714E+00
    0.4700000000E+05    0.6786340064E+00    0.2240599869E+00
    0.4900000000E+05    0.6786861263E+00    0.2249842200E+00
    0.1000000000E+05    0.6743079760E+00    0.1633374806E+00
    0.3000000000E+05    0.6779300648E+00    0.2119704239E+00
    0.5000000000E+05    0.6787107101E+00    0.2254212388E+00
    0.7000000000E+05    0.6790621523E+00    0.2317214508E+00
    0.9000000000E+05    0.6792656094E+00    0.2353740291E+00
    0.1100000000E+06    0.6793999716E+00    0.2377573465E+00
    0.1300000000E+06    0.6794962604E+00    0.2394346054E+00
    0.1500000000E+06    0.6795692287E+00    0.2406787950E+00
    0.1700000000E+06    0.6796268191E+00    0.2416382731E+00
    0.1900000000E+06    0.6796737008E+00    0.2424005969E+00
    0.2100000000E+06    0.6797128057E+00    0.2430207718E+00
    0.2300000000E+06    0.6797460711E+00    0.2435350899E+00
    0.2500000000E+06    0.6797748312E+00    0.2439684632E+00
    0.2700000000E+06    0.6798000360E+00    0.2443385589E+00
    0.2900000000E+06    0.6798223813E+00    0.2446582542E+00
    0.3100000000E+06    0.6798423892E+00    0.2449371561E+00
    0.3300000000E+06    0.6798604592E+00    0.2451825774E+00
    0.3500000000E+06    0.6798769028E+00    0.2454001825E+00
    0.3700000000E+06    0.6798919664E+00    0.2455944273E+00
    0.3900000000E+06    0.6799058479E+00    0.2457688649E+00
    0.4100000000E+06    0.6799187081E+00    0.2459263632E+00
    0.4300000000E+06    0.6799306790E+00    0.2460692624E+00
    0.4500000000E+06    0.6799418701E+00    0.2461994909E+00
    0.4700000000E+06    0.6799523732E+00    0.2463186522E+00
    0.4900000000E+06    0.6799622656E+00    0.2464280904E+00
    0.1000000000E+06    0.6793389199E+00    0.2366791129E+00
    0.3000000000E+06    0.6798326501E+00    0.2448023023E+00
    0.5000000000E+06    0.6799670037E+00    0.2464795251E+00
    0.7000000000E+06    0.6800414997E+00    0.2471987067E+00
    0.9000000000E+06    0.6800936388E+00    0.2475959960E+00
    0.1100000000E+07    0.6801345357E+00    0.2478466433E+00
    0.1300000000E+07    0.6801687833E+00    0.2480183285E+00
    0.1500000000E+07    0.6801986706E+00    0.2481426905E+00
    0.1700000000E+07    0.6802254863E+00    0.2482364880E+00
    0.1900000000E+07    0.6802500221E+00    0.2483094218E+00
    0.2100000000E+07    0.6802727964E+00    0.2483674932E+00
    0.2300000000E+07    0.6802941665E+00    0.2484146123E+00
    0.2500000000E+07    0.6803143885E+00    0.2484534345E+00
    0.2700000000E+07    0.6803336522E+00    0.2484858261E+00
    0.2900000000E+07    0.6803521022E+00    0.2485131362E+00
    0.3100000000E+07    0.6803698512E+00    0.2485363639E+00
    0.3300000000E+07    0.6803869887E+00    0.2485562651E+00
    0.3500000000E+07    0.6804035870E+00    0.2485734215E+00
    0.3700000000E+07    0.6804197057E+00    0.2485882882E+00
    0.3900000000E+07    0.6804353939E+00    0.2486012261E+00
    0.4100000000E+07    0.6804506934E+00    0.2486125252E+00
    0.4300000000E+07    0.6804656394E+00    0.2486224210E+00
    0.4500000000E+07    0.6804802622E+00    0.2486311065E+00
    0.4700000000E+07    0.6804945878E+00    0.2486387416E+00
    0.4900000000E+07    0.6805086392E+00    0.2486454598E+00
    0.1000000000E+07    0.6801151259E+00    0.2477341543E+00
    0.3000000000E+07    0.6803610583E+00    0.2485252083E+00
    0.5000000000E+07    0.6805155684E+00    0.2486485109E+00
    0.7000000000E+07    0.6806435480E+00    0.2486811172E+00
    0.9000000000E+07    0.6807573608E+00    0.2486853696E+00
    0.1100000000E+08    0.6808618992E+00    0.2486777192E+00
    0.1300000000E+08    0.6809597018E+00    0.2486642575E+00
    0.1500000000E+08    0.6810522942E+00    0.2486477064E+00
    0.1700000000E+08    0.6811406826E+00    0.2486294375E+00
    0.1900000000E+08    0.6812255748E+00    0.2486102014E+00
    0.2100000000E+08    0.6813074921E+00    0.2485904338E+00
    0.2300000000E+08    0.6813868330E+00    0.2485703991E+00
    0.2500000000E+08    0.6814639106E+00    0.2485502625E+00
    0.2700000000E+08    0.6815389766E+00    0.2485301299E+00
    0.2900000000E+08    0.6816122373E+00    0.2485100695E+00
    0.3100000000E+08    0.6816838643E+00    0.2484901259E+00
    0.3300000000E+08    0.6817540026E+00    0.2484703277E+00
    0.3500000000E+08    0.6818227760E+00    0.2484506932E+00
    0.3700000000E+08    0.6818902911E+00    0.2484312333E+00
    0.3900000000E+08    0.6819566407E+00    0.2484119540E+00
    0.4100000000E+08    0.6820219064E+00    0.2483928581E+00
    0.4300000000E+08    0.6820861600E+00    0.2483739456E+00
    0.4500000000E+08    0.6821494655E+00    0.2483552153E+00
    0.4700000000E+08    0.6822118801E+00    0.2483366648E+00
    0.4900000000E+08    0.6822734551E+00    0.2483182906E+00
    0.1000000000E+08    0.6808105979E+00    0.2486825320E+00
    0.3000000000E+08    0.6816482454E+00    0.2485000810E+00
    0.5000000000E+08    0.6823039425E+00    0.2483091685E+00
    0.7000000000E+08    0.6828788597E+00    0.2481349774E+00
    0.9000000000E+08    0.6834037856E+00    0.2479738172E+00
    0.1100000000E+09    0.6838934075E+00    0.2478226235E+00
    0.1300000000E+09    0.6843561906E+00    0.2476793026E+00
    0.1500000000E+09    0.6847975780E+00    0.2475423950E+00
    0.1700000000E+09    0.6852213318E+00    0.2474108442E+00
    0.1900000000E+09    0.6856301897E+00    0.2472838587E+00
    0.2100000000E+09    0.6860262231E+00    0.2471608278E+00
    0.2300000000E+09    0.6864110466E+00    0.2470412689E+00
    0.2500000000E+09    0.6867859503E+00    0.2469247921E+00
    0.2700000000E+09    0.6871519854E+00    0.2468110777E+00
    0.2900000000E+09    0.6875100229E+00    0.2466998587E+00
    0.3100000000E+09    0.6878607949E+00    0.2465909102E+00
    0.3300000000E+09    0.6882049240E+00    0.2464840398E+00
    0.3500000000E+09    0.6885429454E+00    0.2463790816E+00
    0.3700000000E+09    0.6888753235E+00    0.2462758917E+00
    0.3900000000E+09    0.6892024646E+00    0.2461743434E+00
    0.4100000000E+09    0.6895247266E+00    0.2460743254E+00
    0.4300000000E+09    0.6898424270E+00    0.2459757384E+00
    0.4500000000E+09    0.6901558490E+00    0.2458784941E+00
    0.4700000000E+09    0.6904652467E+00    0.2457825129E+00
    0.4900000000E+09    0.6907708490E+00    0.2456877231E+00
    0.1000000000E+09    0.6836523861E+00    0.2478971238E+00
