     Pressure (Pa)     3mC6-400 (mol/kg)     33mC5-400 (mol/kg)
    0.1000000000E+01    0.1062404451E-02    0.1174404977E-02
    0.3000000000E+01    0.3168465204E-02    0.3502518634E-02
    0.5000000000E+01    0.5249920889E-02    0.5803453665E-02
    0.7000000000E+01    0.7307232011E-02    0.8077698959E-02
    0.9000000000E+01    0.9340847470E-02    0.1032573137E-01
    0.1100000000E+02    0.1135120493E-01    0.1254801611E-01
    0.1300000000E+02    0.1333873116E-01    0.1474500706E-01
    0.1500000000E+02    0.1530384239E-01    0.1691714719E-01
    0.1700000000E+02    0.1724694463E-01    0.1906486883E-01
    0.1900000000E+02    0.1916843397E-01    0.2118859402E-01
    0.2100000000E+02    0.2106869689E-01    0.2328873484E-01
    0.2300000000E+02    0.2294811056E-01    0.2536569365E-01
    0.2500000000E+02    0.2480704313E-01    0.2741986344E-01
    0.2700000000E+02    0.2664585395E-01    0.2945162808E-01
    0.2900000000E+02    0.2846489389E-01    0.3146136258E-01
    0.3100000000E+02    0.3026450557E-01    0.3344943339E-01
    0.3300000000E+02    0.3204502359E-01    0.3541619857E-01
    0.3500000000E+02    0.3380677477E-01    0.3736200813E-01
    0.3700000000E+02    0.3555007839E-01    0.3928720417E-01
    0.3900000000E+02    0.3727524639E-01    0.4119212119E-01
    0.4100000000E+02    0.3898258359E-01    0.4307708622E-01
    0.4300000000E+02    0.4067238790E-01    0.4494241910E-01
    0.4500000000E+02    0.4234495050E-01    0.4678843265E-01
    0.4700000000E+02    0.4400055604E-01    0.4861543285E-01
    0.4900000000E+02    0.4563948282E-01    0.5042371909E-01
    0.1000000000E+02    0.1034890652E-01    0.1144006357E-01
    0.3000000000E+02    0.2936710717E-01    0.3245808337E-01
    0.5000000000E+02    0.4645277696E-01    0.5132093625E-01
    0.7000000000E+02    0.6190626770E-01    0.6835097327E-01
    0.9000000000E+02    0.7596782889E-01    0.8380772136E-01
    0.1100000000E+03    0.8883199985E-01    0.9790271844E-01
    0.1300000000E+03    0.1006580467E+00    0.1108102963E+00
    0.1500000000E+03    0.1115776578E+00    0.1226755530E+00
    0.1700000000E+03    0.1217007040E+00    0.1336203380E+00
    0.1900000000E+03    0.1311196086E+00    0.1437478090E+00
    0.2100000000E+03    0.1399127045E+00    0.1531459456E+00
    0.2300000000E+03    0.1481468422E+00    0.1618902893E+00
    0.2500000000E+03    0.1558794374E+00    0.1700461039E+00
    0.2700000000E+03    0.1631600936E+00    0.1776700955E+00
    0.2900000000E+03    0.1700319000E+00    0.1848117935E+00
    0.3100000000E+03    0.1765324774E+00    0.1915146693E+00
    0.3300000000E+03    0.1826948284E+00    0.1978170501E+00
    0.3500000000E+03    0.1885480327E+00    0.2037528693E+00
    0.3700000000E+03    0.1941178199E+00    0.2093522879E+00
    0.3900000000E+03    0.1994270445E+00    0.2146422124E+00
    0.4100000000E+03    0.2044960813E+00    0.2196467279E+00
    0.4300000000E+03    0.2093431576E+00    0.2243874639E+00
    0.4500000000E+03    0.2139846323E+00    0.2288839031E+00
    0.4700000000E+03    0.2184352332E+00    0.2331536446E+00
