     Pressure (Pa)     2mC6-400 (mol/kg)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.1570207676E-02    0.7464144615E-03    0.1683382671E-01
    0.3000000000E+01    0.4504525132E-02    0.2227469788E-02    0.4797224962E-01
    0.5000000000E+01    0.7197645381E-02    0.3693086305E-02    0.7614475253E-01
    0.7000000000E+01    0.9683202783E-02    0.5143567813E-02    0.1017603014E+00
    0.9000000000E+01    0.1198873683E-01    0.6579209930E-02    0.1251557731E+00
    0.1100000000E+02    0.1413700554E-01    0.8000300368E-02    0.1466111821E+00
    0.1300000000E+02    0.1614697508E-01    0.9407119197E-02    0.1663612026E+00
    0.1500000000E+02    0.1803457472E-01    0.1079993910E-01    0.1846039981E+00
    0.1700000000E+02    0.1981327936E-01    0.1217902561E-01    0.2015080637E+00
    0.1900000000E+02    0.2149456369E-01    0.1354463737E-01    0.2172175848E+00
    0.2100000000E+02    0.2308825966E-01    0.1489702631E-01    0.2318566748E+00
    0.2300000000E+02    0.2460284039E-01    0.1623643792E-01    0.2455327549E+00
    0.2500000000E+02    0.2604564755E-01    0.1756311141E-01    0.2583392735E+00
    0.2700000000E+02    0.2742307469E-01    0.1887727993E-01    0.2703579106E+00
    0.2900000000E+02    0.2874071637E-01    0.2017917078E-01    0.2816603765E+00
    0.3100000000E+02    0.3000349009E-01    0.2146900555E-01    0.2923098911E+00
    0.3300000000E+02    0.3121573663E-01    0.2274700036E-01    0.3023624064E+00
    0.3500000000E+02    0.3238130318E-01    0.2401336596E-01    0.3118676244E+00
    0.3700000000E+02    0.3350361256E-01    0.2526830795E-01    0.3208698475E+00
    0.3900000000E+02    0.3458572112E-01    0.2651202693E-01    0.3294086941E+00
    0.4100000000E+02    0.3563036747E-01    0.2774471861E-01    0.3375197034E+00
    0.4300000000E+02    0.3664001362E-01    0.2896657403E-01    0.3452348482E+00
    0.4500000000E+02    0.3761687995E-01    0.3017777964E-01    0.3525829727E+00
    0.4700000000E+02    0.3856297498E-01    0.3137851746E-01    0.3595901669E+00
    0.4900000000E+02    0.3948012082E-01    0.3256896522E-01    0.3662800885E+00
    0.1000000000E+02    0.1308126491E-01    0.7291556428E-02    0.1361103703E+00
    0.3000000000E+02    0.2937867796E-01    0.2082558154E-01    0.2870630982E+00
    0.5000000000E+02    0.3992836169E-01    0.3316038472E-01    0.3695128693E+00
    0.7000000000E+02    0.4770651770E-01    0.4448876086E-01    0.4218172041E+00
    0.9000000000E+02    0.5381729489E-01    0.5496291200E-01    0.4581296488E+00
    0.1100000000E+03    0.5878827443E-01    0.6470467779E-01    0.4849097366E+00
    0.1300000000E+03    0.6291733722E-01    0.7381281236E-01    0.5055342025E+00
    0.1500000000E+03    0.6639312443E-01    0.8236825760E-01    0.5219440655E+00
    0.1700000000E+03    0.6934507025E-01    0.9043802909E-01    0.5353364377E+00
    0.1900000000E+03    0.7186717447E-01    0.9807812303E-01    0.5464908894E+00
    0.2100000000E+03    0.7403055908E-01    0.1053357210E+00    0.5559375555E+00
    0.2300000000E+03    0.7589069005E-01    0.1122508830E+00    0.5640499128E+00
    0.2500000000E+03    0.7749182763E-01    0.1188578626E+00    0.5710989202E+00
    0.2700000000E+03    0.7886992683E-01    0.1251861394E+00    0.5772861025E+00
    0.2900000000E+03    0.8005461558E-01    0.1312612368E+00    0.5827645633E+00
    0.3100000000E+03    0.8107059496E-01    0.1371053772E+00    0.5876527813E+00
    0.3300000000E+03    0.8193866044E-01    0.1427380088E+00    0.5920439285E+00
    0.3500000000E+03    0.8267646572E-01    0.1481762350E+00    0.5960123234E+00
    0.3700000000E+03    0.8329910570E-01    0.1534351651E+00    0.5996179987E+00
    0.3900000000E+03    0.8381956926E-01    0.1585282037E+00    0.6029099975E+00
    0.4100000000E+03    0.8424909617E-01    0.1634672903E+00    0.6059287942E+00
    0.4300000000E+03    0.8459746180E-01    0.1682630998E+00    0.6087080990E+00
    0.4500000000E+03    0.8487320686E-01    0.1729252100E+00    0.6112762246E+00
    0.4700000000E+03    0.8508382453E-01    0.1774622430E+00    0.6136571314E+00
    0.4900000000E+03    0.8523591410E-01    0.1818819855E+00    0.6158712392E+00
    0.1000000000E+03    0.5642319468E-01    0.5991869967E-01    0.4724542934E+00
    0.3000000000E+03    0.8058231267E-01    0.1342109016E+00    0.5852761230E+00
    0.5000000000E+03    0.8529186046E-01    0.1840501032E+00    0.6169213156E+00
    0.7000000000E+03    0.8444678908E-01    0.2226608766E+00    0.6323449665E+00
    0.9000000000E+03    0.8157396783E-01    0.2546746666E+00    0.6416312383E+00
    0.1100000000E+04    0.7793901757E-01    0.2822204138E+00    0.6479000304E+00
    0.1300000000E+04    0.7407450034E-01    0.3064563267E+00    0.6524483112E+00
    0.1500000000E+04    0.7022444719E-01    0.3280909277E+00    0.6559163842E+00
    0.1700000000E+04    0.6650443557E-01    0.3475970104E+00    0.6586585866E+00
    0.1900000000E+04    0.6296789415E-01    0.3653117499E+00    0.6608877245E+00
    0.2100000000E+04    0.5963646533E-01    0.3814883119E+00    0.6627397431E+00
    0.2300000000E+04    0.5651499101E-01    0.3963245511E+00    0.6643057860E+00
    0.2500000000E+04    0.5359934129E-01    0.4099799880E+00    0.6656493831E+00
    0.2700000000E+04    0.5088068196E-01    0.4225863900E+00    0.6668162555E+00
    0.2900000000E+04    0.4834787241E-01    0.4342546742E+00    0.6678402009E+00
    0.3100000000E+04    0.4598883830E-01    0.4450795961E+00    0.6687467778E+00
    0.3300000000E+04    0.4379136213E-01    0.4551430516E+00    0.6695556957E+00
    0.3500000000E+04    0.4174353415E-01    0.4645164810E+00    0.6702824140E+00
    0.3700000000E+04    0.3983400077E-01    0.4732626691E+00    0.6709392405E+00
    0.3900000000E+04    0.3805209102E-01    0.4814371301E+00    0.6715361040E+00
    0.4100000000E+04    0.3638786878E-01    0.4890891970E+00    0.6720811079E+00
    0.4300000000E+04    0.3483214034E-01    0.4962628956E+00    0.6725809363E+00
    0.4500000000E+04    0.3337643529E-01    0.5029976572E+00    0.6730411545E+00
    0.4700000000E+04    0.3201297228E-01    0.5093289097E+00    0.6734664358E+00
    0.4900000000E+04    0.3073461674E-01    0.5152885715E+00    0.6738607358E+00
