     Pressure (Pa)     2mC6-400 (mol/kg)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.3158121555E-02    0.9313269323E-03    0.1018100859E-01
    0.3000000000E+01    0.9152250067E-02    0.2769395055E-02    0.2944915307E-01
    0.5000000000E+01    0.1475405250E-01    0.4575602417E-02    0.4738866533E-01
    0.7000000000E+01    0.2000271927E-01    0.6351008809E-02    0.6413649183E-01
    0.9000000000E+01    0.2493220659E-01    0.8096625816E-02    0.7981124823E-01
    0.1100000000E+02    0.2957209202E-01    0.9813419561E-02    0.9451619374E-01
    0.1300000000E+02    0.3394826708E-01    0.1150231325E-01    0.1083416442E+00
    0.1500000000E+02    0.3808350209E-01    0.1316418958E-01    0.1213669438E+00
    0.1700000000E+02    0.4199790984E-01    0.1479989292E-01    0.1336620862E+00
    0.1900000000E+02    0.4570932870E-01    0.1641023143E-01    0.1452890567E+00
    0.2100000000E+02    0.4923364092E-01    0.1799597900E-01    0.1563029494E+00
    0.2300000000E+02    0.5258503875E-01    0.1955787705E-01    0.1667529018E+00
    0.2500000000E+02    0.5577624789E-01    0.2109663627E-01    0.1766828818E+00
    0.2700000000E+02    0.5881871620E-01    0.2261293816E-01    0.1861323520E+00
    0.2900000000E+02    0.6172277381E-01    0.2410743660E-01    0.1951368352E+00
    0.3100000000E+02    0.6449776948E-01    0.2558075921E-01    0.2037283955E+00
    0.3300000000E+02    0.6715218737E-01    0.2703350867E-01    0.2119360513E+00
    0.3500000000E+02    0.6969374725E-01    0.2846626400E-01    0.2197861302E+00
    0.3700000000E+02    0.7212949105E-01    0.2987958169E-01    0.2273025750E+00
    0.3900000000E+02    0.7446585771E-01    0.3127399681E-01    0.2345072091E+00
    0.4100000000E+02    0.7670874825E-01    0.3265002406E-01    0.2414199671E+00
    0.4300000000E+02    0.7886358240E-01    0.3400815871E-01    0.2480590960E+00
    0.4500000000E+02    0.8093534825E-01    0.3534887757E-01    0.2544413307E+00
    0.4700000000E+02    0.8292864566E-01    0.3667263981E-01    0.2605820487E+00
    0.4900000000E+02    0.8484772456E-01    0.3797988780E-01    0.2664954053E+00
    0.1000000000E+02    0.2728665210E-01    0.8958566919E-02    0.8727902425E-01
    0.3000000000E+02    0.6312585511E-01    0.2484670664E-01    0.1994823501E+00
    0.5000000000E+02    0.8578067287E-01    0.3862745279E-01    0.2693709423E+00
    0.7000000000E+02    0.1013591577E+00    0.5080771299E-01    0.3176306513E+00
    0.9000000000E+02    0.1126211857E+00    0.6173831103E-01    0.3532642818E+00
    0.1100000000E+03    0.1210274203E+00    0.7167038054E-01    0.3808401833E+00
    0.1300000000E+03    0.1274362200E+00    0.8078884631E-01    0.4029334993E+00
