     Pressure (Pa)     2mC6-400 (mol/kg)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.4764291572E-02    0.1115572606E-02    0.3420989310E-02
    0.3000000000E+01    0.1395648202E-01    0.3305595048E-02    0.1004837203E-01
    0.5000000000E+01    0.2272468781E-01    0.5442940438E-02    0.1640537999E-01
    0.7000000000E+01    0.3109615422E-01    0.7530047557E-02    0.2250946819E-01
    0.9000000000E+01    0.3909584825E-01    0.9569201199E-02    0.2837659649E-01
    0.1100000000E+02    0.4674669282E-01    0.1156254429E-01    0.3402138717E-01
    0.1300000000E+02    0.5406977238E-01    0.1351208886E-01    0.3945726302E-01
    0.1500000000E+02    0.6108451417E-01    0.1541972603E-01    0.4469656859E-01
    0.1700000000E+02    0.6780884832E-01    0.1728723508E-01    0.4975067697E-01
    0.1900000000E+02    0.7425934967E-01    0.1911629169E-01    0.5463008412E-01
    0.2100000000E+02    0.8045136368E-01    0.2090847551E-01    0.5934449237E-01
    0.2300000000E+02    0.8639911857E-01    0.2266527700E-01    0.6390288455E-01
    0.2500000000E+02    0.9211582526E-01    0.2438810376E-01    0.6831358992E-01
    0.2700000000E+02    0.9761376681E-01    0.2607828628E-01    0.7258434297E-01
    0.2900000000E+02    0.1029043786E+00    0.2773708323E-01    0.7672233597E-01
    0.3100000000E+02    0.1079983200E+00    0.2936568630E-01    0.8073426602E-01
    0.3300000000E+02    0.1129055395E+00    0.3096522470E-01    0.8462637723E-01
    0.3500000000E+02    0.1176353328E+00    0.3253676925E-01    0.8840449875E-01
    0.3700000000E+02    0.1221963951E+00    0.3408133615E-01    0.9207407891E-01
    0.3900000000E+02    0.1265968696E+00    0.3559989050E-01    0.9564021607E-01
    0.4100000000E+02    0.1308443897E+00    0.3709334951E-01    0.9910768655E-01
    0.4300000000E+02    0.1349461190E+00    0.3856258549E-01    0.1024809698E+00
    0.4500000000E+02    0.1389087861E+00    0.4000842862E-01    0.1057642715E+00
    0.4700000000E+02    0.1427387178E+00    0.4143166949E-01    0.1089615440E+00
    0.4900000000E+02    0.1464418679E+00    0.4283306148E-01    0.1120765058E+00
    0.1000000000E+02    0.4296351809E-01    0.1057147036E-01    0.3122591849E-01
    0.3000000000E+02    0.1054752953E+00    0.2855508701E-01    0.7874365845E-01
    0.5000000000E+02    0.1482476653E+00    0.4352578996E-01    0.1136042224E+00
    0.7000000000E+02    0.1789103032E+00    0.5639135752E-01    0.1405879098E+00
    0.9000000000E+02    0.2016400540E+00    0.6771559737E-01    0.1623029287E+00
    0.1100000000E+03    0.2189123600E+00    0.7786894449E-01    0.1802994898E+00
    0.1300000000E+03    0.2322848433E+00    0.8710591012E-01    0.1955604025E+00
    0.1500000000E+03    0.2427846982E+00    0.9560783993E-01    0.2087410279E+00
    0.1700000000E+03    0.2511154463E+00    0.1035079101E+00    0.2202964983E+00
    0.1900000000E+03    0.2577741947E+00    0.1109064457E+00    0.2305536318E+00
    0.2100000000E+03    0.2631215150E+00    0.1178806881E+00    0.2397537638E+00
    0.2300000000E+03    0.2674248387E+00    0.1244912357E+00    0.2480793904E+00
    0.2500000000E+03    0.2708863639E+00    0.1307864178E+00    0.2556713619E+00
    0.2700000000E+03    0.2736615461E+00    0.1368053397E+00    0.2626403338E+00
    0.2900000000E+03    0.2758716737E+00    0.1425800523E+00    0.2690746040E+00
    0.3100000000E+03    0.2776126166E+00    0.1481371267E+00    0.2750456062E+00
    0.3300000000E+03    0.2789610372E+00    0.1534988193E+00    0.2806118434E+00
    0.3500000000E+03    0.2799788797E+00    0.1586839464E+00    0.2858217569E+00
