     Pressure (Pa)     2mC6-400 (mol/kg)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.9468827528E-02    0.5556808768E-03    0.3401552571E-02
    0.3000000000E+01    0.2740637525E-01    0.1634643199E-02    0.9883490366E-02
    0.5000000000E+01    0.4412159104E-01    0.2673105082E-02    0.1597290281E-01
    0.7000000000E+01    0.5973276845E-01    0.3674016066E-02    0.2170769554E-01
    0.9000000000E+01    0.7434340305E-01    0.4640032987E-02    0.2712095130E-01
    0.1100000000E+02    0.8804444407E-01    0.5573556042E-02    0.3224167869E-01
    0.1300000000E+02    0.1009161455E+00    0.6476759599E-02    0.3709542516E-01
    0.1500000000E+02    0.1130295979E+00    0.7351618639E-02    0.4170478222E-01
    0.1700000000E+02    0.1244480030E+00    0.8199931528E-02    0.4608980435E-01
    0.1900000000E+02    0.1352277409E+00    0.9023339710E-02    0.5026835832E-01
    0.2100000000E+02    0.1454192684E+00    0.9823344799E-02    0.5425641620E-01
    0.2300000000E+02    0.1550678777E+00    0.1060132346E-01    0.5806830223E-01
    0.2500000000E+02    0.1642143423E+00    0.1135854041E-01    0.6171690198E-01
    0.2700000000E+02    0.1728954669E+00    0.1209615981E-01    0.6521384028E-01
    0.2900000000E+02    0.1811445598E+00    0.1281525528E-01    0.6856963321E-01
    0.3100000000E+02    0.1889918382E+00    0.1351681876E-01    0.7179381862E-01
    0.3300000000E+02    0.1964647792E+00    0.1420176824E-01    0.7489506845E-01
    0.3500000000E+02    0.2035884238E+00    0.1487095475E-01    0.7788128592E-01
    0.3700000000E+02    0.2103856402E+00    0.1552516849E-01    0.8075968977E-01
    0.3900000000E+02    0.2168773554E+00    0.1616514424E-01    0.8353688770E-01
    0.4100000000E+02    0.2230827562E+00    0.1679156635E-01    0.8621894041E-01
    0.4300000000E+02    0.2290194665E+00    0.1740507303E-01    0.8881141777E-01
    0.4500000000E+02    0.2347037030E+00    0.1800626028E-01    0.9131944812E-01
    0.4700000000E+02    0.2401504131E+00    0.1859568544E-01    0.9374776175E-01
    0.4900000000E+02    0.2453733960E+00    0.1917387036E-01    0.9610072929E-01
    0.1000000000E+02    0.8130237555E-01    0.5110715386E-02    0.2971620960E-01
    0.3000000000E+02    0.1851166480E+00    0.1316816950E-01    0.7019761577E-01
    0.5000000000E+02    0.2479050151E+00    0.1945890180E-01    0.9725023420E-01
    0.7000000000E+02    0.2894295614E+00    0.2467340540E-01    0.1171229055E+00
    0.9000000000E+02    0.3185605817E+00    0.2917054264E-01    0.1326439414E+00
    0.1100000000E+03    0.3398655403E+00    0.3315796289E-01    0.1452939922E+00
    0.1300000000E+03    0.3559314912E+00    0.3676553147E-01    0.1559301489E+00
    0.1500000000E+03    0.3683306549E+00    0.4007940179E-01    0.1650865902E+00
    0.1700000000E+03    0.3780718204E+00    0.4315943801E-01    0.1731156630E+00
    0.1900000000E+03    0.3858308428E+00    0.4604881951E-01    0.1802604567E+00
    0.2100000000E+03    0.3920767649E+00    0.4877966297E-01    0.1866949145E+00
    0.2300000000E+03    0.3971447822E+00    0.5137647909E-01    0.1925473207E+00
    0.2500000000E+03    0.4012804437E+00    0.5385838674E-01    0.1979147226E+00
    0.2700000000E+03    0.4046674808E+00    0.5624058137E-01    0.2028721473E+00
    0.2900000000E+03    0.4074459169E+00    0.5853533830E-01    0.2074786936E+00
    0.3100000000E+03    0.4097241904E+00    0.6075271616E-01    0.2117816795E+00
    0.3300000000E+03    0.4115874760E+00    0.6290106145E-01    0.2158195367E+00
    0.3500000000E+03    0.4131035204E+00    0.6498737775E-01    0.2196238785E+00
    0.3700000000E+03    0.4143268164E+00    0.6701760069E-01    0.2232210048E+00
    0.3900000000E+03    0.4153016405E+00    0.6899680613E-01    0.2266330180E+00
    0.4100000000E+03    0.4160642970E+00    0.7092937001E-01    0.2298786633E+00
    0.4300000000E+03    0.4166448007E+00    0.7281909266E-01    0.2329739708E+00
    0.4500000000E+03    0.4170681543E+00    0.7466929669E-01    0.2359327517E+00
    0.4700000000E+03    0.4173553290E+00    0.7648290485E-01    0.2387669882E+00
    0.4900000000E+03    0.4175240265E+00    0.7826250267E-01    0.2414871406E+00
    0.1000000000E+03    0.3299981684E+00    0.3121854114E-01    0.1392643111E+00
    0.3000000000E+03    0.4086417834E+00    0.5965314269E-01    0.2096655488E+00
    0.5000000000E+03    0.4175687336E+00    0.7914027614E-01    0.2428073497E+00
    0.7000000000E+03    0.4149135220E+00    0.9535545016E-01    0.2649615700E+00
    0.9000000000E+03    0.4090338521E+00    0.1097533287E+00    0.2817488852E+00
    0.1100000000E+04    0.4021546696E+00    0.1229469328E+00    0.2953186423E+00
    0.1300000000E+04    0.3950413268E+00    0.1352592068E+00    0.3067291992E+00
    0.1500000000E+04    0.3879921803E+00    0.1468838301E+00    0.3165833902E+00
    0.1700000000E+04    0.3811285405E+00    0.1579472862E+00    0.3252589143E+00
    0.1900000000E+04    0.3744971889E+00    0.1685373209E+00    0.3330089010E+00
    0.2100000000E+04    0.3681115217E+00    0.1787176260E+00    0.3400117220E+00
    0.2300000000E+04    0.3619695795E+00    0.1885360961E+00    0.3463980465E+00
    0.2500000000E+04    0.3560624460E+00    0.1980297898E+00    0.3522666080E+00
    0.2700000000E+04    0.3503783195E+00    0.2072280697E+00    0.3576939178E+00
    0.2900000000E+04    0.3449045261E+00    0.2161546743E+00    0.3627405259E+00
    0.3100000000E+04    0.3396285136E+00    0.2248291352E+00    0.3674552084E+00
    0.3300000000E+04    0.3345383234E+00    0.2332677739E+00    0.3718778592E+00
    0.3500000000E+04    0.3296227921E+00    0.2414844206E+00    0.3760415395E+00
    0.3700000000E+04    0.3248716123E+00    0.2494909437E+00    0.3799739653E+00
    0.3900000000E+04    0.3202753205E+00    0.2572976477E+00    0.3836986088E+00
    0.4100000000E+04    0.3158252509E+00    0.2649135755E+00    0.3872355282E+00
    0.4300000000E+04    0.3115134727E+00    0.2723467425E+00    0.3906020036E+00
    0.4500000000E+04    0.3073327237E+00    0.2796043197E+00    0.3938130299E+00
    0.4700000000E+04    0.3032763452E+00    0.2866927784E+00    0.3968817054E+00
    0.4900000000E+04    0.2993382199E+00    0.2936180058E+00    0.3998195397E+00
    0.1000000000E+04    0.4056545826E+00    0.1164763286E+00    0.2888548708E+00
    0.3000000000E+04    0.3422425618E+00    0.2205223369E+00    0.3651366836E+00
    0.5000000000E+04    0.2974117249E+00    0.2970211109E+00    0.4012426159E+00
    0.7000000000E+04    0.2639303588E+00    0.3576372469E+00    0.4247815295E+00
    0.9000000000E+04    0.2378631674E+00    0.4063649081E+00    0.4420685009E+00
    0.1100000000E+05    0.2170689974E+00    0.4457636726E+00    0.4556158404E+00
    0.1300000000E+05    0.2001866657E+00    0.4777866743E+00    0.4666817057E+00
    0.1500000000E+05    0.1862768086E+00    0.5039751104E+00    0.4759859745E+00
    0.1700000000E+05    0.1746636103E+00    0.5255432413E+00    0.4839785458E+00
    0.1900000000E+05    0.1648493583E+00    0.5434415975E+00    0.4909589426E+00
    0.2100000000E+05    0.1564616950E+00    0.5584112124E+00    0.4971363187E+00
    0.2300000000E+05    0.1492185069E+00    0.5710293508E+00    0.5026622868E+00
    0.2500000000E+05    0.1429036160E+00    0.5817466117E+00    0.5076501109E+00
    0.2700000000E+05    0.1373495812E+00    0.5909161449E+00    0.5121865341E+00
    0.2900000000E+05    0.1324253612E+00    0.5988162185E+00    0.5163393881E+00
    0.3100000000E+05    0.1280273711E+00    0.6056674631E+00    0.5201626663E+00
    0.3300000000E+05    0.1240729362E+00    0.6116459805E+00    0.5237000107E+00
    0.3500000000E+05    0.1204954588E+00    0.6168933008E+00    0.5269871704E+00
    0.3700000000E+05    0.1172408160E+00    0.6215239572E+00    0.5300537750E+00
    0.3900000000E+05    0.1142646521E+00    0.6256312688E+00    0.5329246394E+00
    0.4100000000E+05    0.1115303253E+00    0.6292917773E+00    0.5356207404E+00
    0.4300000000E+05    0.1090073364E+00    0.6325686683E+00    0.5381599593E+00
    0.4500000000E+05    0.1066701179E+00    0.6355144253E+00    0.5405576538E+00
    0.4700000000E+05    0.1044970909E+00    0.6381729020E+00    0.5428271057E+00
    0.4900000000E+05    0.1024699272E+00    0.6405809495E+00    0.5449798729E+00
    0.1000000000E+05    0.2269046024E+00    0.4270973661E+00    0.4492134621E+00
    0.3000000000E+05    0.1301661810E+00    0.6023610244E+00    0.5182892867E+00
    0.5000000000E+05    0.1015060591E+00    0.6417009856E+00    0.5460157108E+00
    0.7000000000E+05    0.8706531529E-01    0.6564364427E+00    0.5625095725E+00
    0.9000000000E+05    0.7793023092E-01    0.6636802783E+00    0.5738889115E+00
    0.1100000000E+06    0.7143275486E-01    0.6678549657E+00    0.5823988954E+00
    0.1300000000E+06    0.6647715121E-01    0.6705219475E+00    0.5890973984E+00
    0.1500000000E+06    0.6251980796E-01    0.6723525306E+00    0.5945608779E+00
    0.1700000000E+06    0.5925541502E-01    0.6736770110E+00    0.5991353146E+00
    0.1900000000E+06    0.5649689349E-01    0.6746746557E+00    0.6030432615E+00
    0.2100000000E+06    0.5412199590E-01    0.6754502950E+00    0.6064355685E+00
    0.2300000000E+06    0.5204679892E-01    0.6760689297E+00    0.6094187630E+00
    0.2500000000E+06    0.5021139696E-01    0.6765728140E+00    0.6120706001E+00
    0.2700000000E+06    0.4857165561E-01    0.6769905046E+00    0.6144493991E+00
    0.2900000000E+06    0.4709419920E-01    0.6773419400E+00    0.6165999117E+00
    0.3100000000E+06    0.4575322806E-01    0.6776414318E+00    0.6185571516E+00
