     Pressure (Pa)     2mC6-400 (mol/kg)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.1102392634E-01    0.3699891341E-03    0.3395129046E-02
    0.3000000000E+01    0.3178196436E-01    0.1085805050E-02    0.9829881719E-02
    0.5000000000E+01    0.5097928386E-01    0.1771653894E-02    0.1583442116E-01
    0.7000000000E+01    0.6878285338E-01    0.2429966096E-02    0.2145461480E-01
    0.9000000000E+01    0.8533661123E-01    0.3062903791E-02    0.2672990421E-01
    0.1100000000E+02    0.1007653174E+00    0.3672397518E-02    0.3169440037E-01
    0.1300000000E+02    0.1151776547E+00    0.4260176999E-02    0.3637776169E-01
    0.1500000000E+02    0.1286687450E+00    0.4827797097E-02    0.4080590327E-01
    0.1700000000E+02    0.1413222056E+00    0.5376659802E-02    0.4500157437E-01
    0.1900000000E+02    0.1532118415E+00    0.5908032952E-02    0.4898483167E-01
    0.2100000000E+02    0.1644030467E+00    0.6423066238E-02    0.5277342985E-01
    0.2300000000E+02    0.1749539712E+00    0.6922804950E-02    0.5638314571E-01
    0.2500000000E+02    0.1849164986E+00    0.7408201824E-02    0.5982804883E-01
    0.2700000000E+02    0.1943370688E+00    0.7880127293E-02    0.6312072879E-01
    0.2900000000E+02    0.2032573753E+00    0.8339378395E-02    0.6627248682E-01
    0.3100000000E+02    0.2117149560E+00    0.8786686529E-02    0.6929349826E-01
    0.3300000000E+02    0.2197436994E+00    0.9222724236E-02    0.7219295100E-01
    0.3500000000E+02    0.2273742773E+00    0.9648111156E-02    0.7497916378E-01
    0.3700000000E+02    0.2346345180E+00    0.1006341925E-01    0.7765968784E-01
    0.3900000000E+02    0.2415497281E+00    0.1046917743E-01    0.8024139450E-01
    0.4100000000E+02    0.2481429721E+00    0.1086587562E-01    0.8273055105E-01
    0.4300000000E+02    0.2544353148E+00    0.1125396841E-01    0.8513288648E-01
    0.4500000000E+02    0.2604460336E+00    0.1163387824E-01    0.8745364890E-01
    0.4700000000E+02    0.2661928038E+00    0.1200599829E-01    0.8969765562E-01
    0.4900000000E+02    0.2716918620E+00    0.1237069504E-01    0.9186933713E-01
    0.1000000000E+02    0.9318445830E-01    0.3370468662E-02    0.2924905247E-01
    0.3000000000E+02    0.2075418082E+00    0.8564481993E-02    0.6779873995E-01
    0.5000000000E+02    0.2743532150E+00    0.1255036746E-01    0.9292934428E-01
    0.7000000000E+02    0.3176357943E+00    0.1582619626E-01    0.1111713262E+00
    0.9000000000E+02    0.3476073072E+00    0.1863900149E-01    0.1253372172E+00
    0.1100000000E+03    0.3693459682E+00    0.2112741125E-01    0.1368543230E+00
    0.1300000000E+03    0.3856564089E+00    0.2337630886E-01    0.1465317384E+00
    0.1500000000E+03    0.3982111476E+00    0.2544116108E-01    0.1548663476E+00
    0.1700000000E+03    0.4080677013E+00    0.2736008549E-01    0.1621824110E+00
    0.1900000000E+03    0.4159263463E+00    0.2916035138E-01    0.1687018778E+00
    0.2100000000E+03    0.4222684854E+00    0.3086211761E-01    0.1745826261E+00
    0.2300000000E+03    0.4274354650E+00    0.3248069846E-01    0.1799405735E+00
    0.2500000000E+03    0.4316757089E+00    0.3402799850E-01    0.1848631171E+00
    0.2700000000E+03    0.4351740759E+00    0.3551345538E-01    0.1894176530E+00
    0.2900000000E+03    0.4380707873E+00    0.3694467914E-01    0.1936571696E+00
    0.3100000000E+03    0.4404739985E+00    0.3832789760E-01    0.1976240344E+00
    0.3300000000E+03    0.4424683669E+00    0.3966827411E-01    0.2013526261E+00
    0.3500000000E+03    0.4441210264E+00    0.4097013912E-01    0.2048712054E+00
    0.3700000000E+03    0.4454858362E+00    0.4223716196E-01    0.2082032748E+00
    0.3900000000E+03    0.4466064594E+00    0.4347248052E-01    0.2113685825E+00
    0.4100000000E+03    0.4475186270E+00    0.4467880056E-01    0.2143838772E+00
    0.4300000000E+03    0.4482518296E+00    0.4585847276E-01    0.2172634838E+00
    0.4500000000E+03    0.4488305970E+00    0.4701355328E-01    0.2200197478E+00
    0.4700000000E+03    0.4492754778E+00    0.4814585194E-01    0.2226633832E+00
    0.4900000000E+03    0.4496037977E+00    0.4925697077E-01    0.2252037475E+00
    0.1000000000E+03    0.3592950204E+00    0.1991756119E-01    0.1313665894E+00
