     Pressure (Pa)     2mC6-400 (mol/kg)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.3182891427E-02    0.1303149834E-02    0.3427524226E-02
    0.3000000000E+01    0.9362044274E-02    0.3870924927E-02    0.1010472861E-01
    0.5000000000E+01    0.1530347577E-01    0.6388925287E-02    0.1655551920E-01
    0.7000000000E+01    0.2101971241E-01    0.8858975985E-02    0.2279194043E-01
    0.9000000000E+01    0.2652242067E-01    0.1128281092E-01    0.2882518553E-01
    0.1100000000E+02    0.3182247982E-01    0.1366207850E-01    0.3466567074E-01
    0.1300000000E+02    0.3693004754E-01    0.1599834687E-01    0.4032310188E-01
    0.1500000000E+02    0.4185461892E-01    0.1829310881E-01    0.4580653420E-01
    0.1700000000E+02    0.4660507982E-01    0.2054778621E-01    0.5112442628E-01
    0.1900000000E+02    0.5118975510E-01    0.2276373431E-01    0.5628468859E-01
    0.2100000000E+02    0.5561645230E-01    0.2494224558E-01    0.6129472744E-01
    0.2300000000E+02    0.5989250129E-01    0.2708455332E-01    0.6616148472E-01
    0.2500000000E+02    0.6402479034E-01    0.2919183510E-01    0.7089147396E-01
    0.2700000000E+02    0.6801979890E-01    0.3126521585E-01    0.7549081302E-01
    0.2900000000E+02    0.7188362756E-01    0.3330577082E-01    0.7996525389E-01
    0.3100000000E+02    0.7562202530E-01    0.3531452834E-01    0.8432020979E-01
    0.3300000000E+02    0.7924041453E-01    0.3729247233E-01    0.8856077989E-01
    0.3500000000E+02    0.8274391394E-01    0.3924054475E-01    0.9269177191E-01
    0.3700000000E+02    0.8613735944E-01    0.4115964783E-01    0.9671772281E-01
    0.3900000000E+02    0.8942532347E-01    0.4305064612E-01    0.1006429176E+00
    0.4100000000E+02    0.9261213262E-01    0.4491436852E-01    0.1044714070E+00
    0.4300000000E+02    0.9570188395E-01    0.4675161009E-01    0.1082070228E+00
    0.4500000000E+02    0.9869846000E-01    0.4856313378E-01    0.1118533932E+00
    0.4700000000E+02    0.1016055426E+00    0.5034967207E-01    0.1154139558E+00
    0.4900000000E+02    0.1044266256E+00    0.5211192847E-01    0.1188919702E+00
    0.1000000000E+02    0.2919713034E-01    0.1247791580E-01    0.3176890059E-01
    0.3000000000E+02    0.7376815901E-01    0.3431406175E-01    0.8215734168E-01
    0.5000000000E+02    0.1058059607E+00    0.5298416325E-01    0.1206009947E+00
    0.7000000000E+02    0.1296011306E+00    0.6930522567E-01    0.1511212645E+00
    0.9000000000E+02    0.1477078407E+00    0.8382586990E-01    0.1760942611E+00
    0.1100000000E+03    0.1617397604E+00    0.9692911869E-01    0.1970178020E+00
    0.1300000000E+03    0.1727648246E+00    0.1088911420E+00    0.2148851180E+00
    0.1500000000E+03    0.1815166865E+00    0.1199165443E+00    0.2303822464E+00
    0.1700000000E+03    0.1885150791E+00    0.1301604630E+00    0.2439992059E+00
    0.1900000000E+03    0.1941377948E+00    0.1397429061E+00    0.2560959752E+00
    0.2100000000E+03    0.1986655324E+00    0.1487583428E+00    0.2669433911E+00
    0.2300000000E+03    0.2023108237E+00    0.1572822909E+00    0.2767494517E+00
    0.2500000000E+03    0.2052372531E+00    0.1653759481E+00    0.2856767736E+00
    0.2700000000E+03    0.2075725607E+00    0.1730895165E+00    0.2938545017E+00
    0.2900000000E+03    0.2094177780E+00    0.1804646324E+00    0.3013866299E+00
    0.3100000000E+03    0.2108537276E+00    0.1875361726E+00    0.3083579393E+00
    0.3300000000E+03    0.2119457276E+00    0.1943336162E+00    0.3148383169E+00
    0.3500000000E+03    0.2127470534E+00    0.2008820868E+00    0.3208859492E+00
    0.3700000000E+03    0.2133015210E+00    0.2072031586E+00    0.3265497208E+00
    0.3900000000E+03    0.2136454393E+00    0.2133154872E+00    0.3318710403E+00
    0.4100000000E+03    0.2138091045E+00    0.2192353092E+00    0.3368852479E+00
    0.4300000000E+03    0.2138179555E+00    0.2249768407E+00    0.3416227132E+00
    0.4500000000E+03    0.2136934761E+00    0.2305525980E+00    0.3461097002E+00
    0.4700000000E+03    0.2134539066E+00    0.2359736586E+00    0.3503690555E+00
    0.4900000000E+03    0.2131148091E+00    0.2412498746E+00    0.3544207610E+00
    0.1000000000E+03    0.1551566848E+00    0.9053539970E-01    0.1869911889E+00
    0.3000000000E+03    0.2101825111E+00    0.1840363941E+00    0.3049377119E+00
    0.5000000000E+03    0.2129121817E+00    0.2438364534E+00    0.3563743179E+00
    0.7000000000E+03    0.2060340078E+00    0.2896818468E+00    0.3878682279E+00
    0.9000000000E+03    0.1970087344E+00    0.3272087113E+00    0.4101028245E+00
    0.1100000000E+04    0.1878513505E+00    0.3588982531E+00    0.4270757312E+00
    0.1300000000E+04    0.1791923626E+00    0.3861349074E+00    0.4406854376E+00
    0.1500000000E+04    0.1712164714E+00    0.4098135692E+00    0.4519733559E+00
    0.1700000000E+04    0.1639466084E+00    0.4305696008E+00    0.4615690072E+00
    0.1900000000E+04    0.1573450514E+00    0.4488820665E+00    0.4698805026E+00
    0.2100000000E+04    0.1513532182E+00    0.4651265220E+00    0.4771867612E+00
    0.2300000000E+04    0.1459081786E+00    0.4796050566E+00    0.4836864377E+00
    0.2500000000E+04    0.1409495333E+00    0.4925649794E+00    0.4895257862E+00
    0.2700000000E+04    0.1364220751E+00    0.5042113125E+00    0.4948154489E+00
    0.2900000000E+04    0.1322765509E+00    0.5147156283E+00    0.4996410492E+00
    0.3100000000E+04    0.1284695728E+00    0.5242225758E+00    0.5040701364E+00
    0.3300000000E+04    0.1249631683E+00    0.5328548542E+00    0.5081568888E+00
    0.3500000000E+04    0.1217242048E+00    0.5407170936E+00    0.5119453874E+00
    0.3700000000E+04    0.1187237989E+00    0.5478989343E+00    0.5154719512E+00
    0.3900000000E+04    0.1159367606E+00    0.5544775027E+00    0.5187668377E+00
    0.4100000000E+04    0.1133410932E+00    0.5605194217E+00    0.5218555049E+00
    0.4300000000E+04    0.1109175531E+00    0.5660824553E+00    0.5247595624E+00
    0.4500000000E+04    0.1086492688E+00    0.5712168643E+00    0.5274975001E+00
    0.4700000000E+04    0.1065214123E+00    0.5759665279E+00    0.5300852532E+00
    0.4900000000E+04    0.1045209187E+00    0.5803698783E+00    0.5325366453E+00
    0.1000000000E+04    0.1923910238E+00    0.3436809437E+00    0.4190999469E+00
    0.3000000000E+04    0.1303332373E+00    0.5195856399E+00    0.5019015013E+00
    0.5000000000E+04    0.1035647724E+00    0.5824524014E+00    0.5337150367E+00
    0.7000000000E+04    0.8894017128E-01    0.6122616050E+00    0.5523830312E+00
    0.9000000000E+04    0.7952167018E-01    0.6290207653E+00    0.5651610622E+00
    0.1100000000E+05    0.7281095510E-01    0.6395567444E+00    0.5746640875E+00
    0.1300000000E+05    0.6770509072E-01    0.6467143643E+00    0.5821121463E+00
    0.1500000000E+05    0.6364065236E-01    0.6518591711E+00    0.5881656889E+00
    0.1700000000E+05    0.6029774294E-01    0.6557184397E+00    0.5932191555E+00
    0.1900000000E+05    0.5747983314E-01    0.6587113949E+00    0.5975252717E+00
    0.2100000000E+05    0.5505864559E-01    0.6610951518E+00    0.6012547756E+00
    0.2300000000E+05    0.5294635917E-01    0.6630354570E+00    0.6045278986E+00
    0.2500000000E+05    0.5108049458E-01    0.6646436119E+00    0.6074321802E+00
    0.2700000000E+05    0.4941517824E-01    0.6659969467E+00    0.6100331327E+00
    0.2900000000E+05    0.4791583226E-01    0.6671507600E+00    0.6123809263E+00
    0.3100000000E+05    0.4655580782E-01    0.6681455841E+00    0.6145147423E+00
    0.3300000000E+05    0.4531417315E-01    0.6690117693E+00    0.6164657008E+00
    0.3500000000E+05    0.4417421481E-01    0.6697724706E+00    0.6182588849E+00
    0.3700000000E+05    0.4312239493E-01    0.6704456464E+00    0.6199147751E+00
    0.3900000000E+05    0.4214760868E-01    0.6710454297E+00    0.6214502858E+00
    0.4100000000E+05    0.4124064458E-01    0.6715830888E+00    0.6228795297E+00
    0.4300000000E+05    0.4039378504E-01    0.6720677144E+00    0.6242143902E+00
    0.4500000000E+05    0.3960050590E-01    0.6725067178E+00    0.6254649568E+00
    0.4700000000E+05    0.3885524706E-01    0.6729062001E+00    0.6266398603E+00
    0.4900000000E+05    0.3815323512E-01    0.6732712277E+00    0.6277465343E+00
    0.1000000000E+05    0.7591504705E-01    0.6348379845E+00    0.5702270805E+00
    0.3000000000E+05    0.4721982679E-01    0.6676659511E+00    0.6134724748E+00
    0.5000000000E+05    0.3781713539E-01    0.6734421738E+00    0.6282763326E+00
    0.7000000000E+05    0.3260544328E-01    0.6757925196E+00    0.6364821178E+00
    0.9000000000E+05    0.2915319525E-01    0.6770620558E+00    0.6418996069E+00
    0.1100000000E+06    0.2664209322E-01    0.6778557965E+00    0.6458267096E+00
    0.1300000000E+06    0.2470590907E-01    0.6783987085E+00    0.6488454693E+00
    0.1500000000E+06    0.2315210749E-01    0.6787933787E+00    0.6512616331E+00
    0.1700000000E+06    0.2186822610E-01    0.6790932073E+00    0.6532534859E+00
    0.1900000000E+06    0.2078346962E-01    0.6793287123E+00    0.6549330357E+00
