     Pressure (Pa)     2mC6-400 (mol/kg)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.6241913534E-02    0.1858949967E-03    0.1673990091E-01
    0.3000000000E+01    0.1770178734E-01    0.5506414855E-03    0.4722496256E-01
    0.5000000000E+01    0.2799140480E-01    0.9063821122E-03    0.7429743803E-01
    0.7000000000E+01    0.3729908270E-01    0.1253552015E-02    0.9851882059E-01
    0.9000000000E+01    0.4577341523E-01    0.1592557372E-02    0.1203328446E+00
    0.1100000000E+02    0.5353330863E-01    0.1923777822E-02    0.1400948969E+00
    0.1300000000E+02    0.6067511812E-01    0.2247568634E-02    0.1580930242E+00
    0.1500000000E+02    0.6727781742E-01    0.2564262672E-02    0.1745632126E+00
    0.1700000000E+02    0.7340680545E-01    0.2874172170E-02    0.1897006818E+00
    0.1900000000E+02    0.7911675124E-01    0.3177590338E-02    0.2036683579E+00
    0.2100000000E+02    0.8445374924E-01    0.3474792818E-02    0.2166033135E+00
    0.2300000000E+02    0.8945697243E-01    0.3766039009E-02    0.2286217232E+00
    0.2500000000E+02    0.9415995467E-01    0.4051573271E-02    0.2398227197E+00
    0.2700000000E+02    0.9859159605E-01    0.4331626021E-02    0.2502914244E+00
    0.2900000000E+02    0.1027769586E+00    0.4606414740E-02    0.2601013518E+00
    0.3100000000E+02    0.1067379020E+00    0.4876144883E-02    0.2693163343E+00
    0.3300000000E+02    0.1104935952E+00    0.5141010720E-02    0.2779920754E+00
    0.3500000000E+02    0.1140609322E+00    0.5401196105E-02    0.2861774121E+00
    0.3700000000E+02    0.1174548715E+00    0.5656875179E-02    0.2939153487E+00
    0.3900000000E+02    0.1206887161E+00    0.5908213019E-02    0.3012439083E+00
    0.4100000000E+02    0.1237743450E+00    0.6155366236E-02    0.3081968395E+00
    0.4300000000E+02    0.1267224066E+00    0.6398483520E-02    0.3148042050E+00
    0.4500000000E+02    0.1295424804E+00    0.6637706149E-02    0.3210928759E+00
