     Pressure (Pa)     2mC6-400 (mol/kg)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.1582369873E-02    0.1119012142E-02    0.1020027940E-01
    0.3000000000E+01    0.4604018547E-02    0.3335792729E-02    0.2960994414E-01
    0.5000000000E+01    0.7449782748E-02    0.5524797395E-02    0.4780380014E-01
    0.7000000000E+01    0.1013558548E-01    0.7686666679E-02    0.6489456496E-01
    0.9000000000E+01    0.1267541634E-01    0.9822020986E-02    0.8098138125E-01
    0.1100000000E+02    0.1508161815E-01    0.1193146137E-01    0.9615180314E-01
    0.1300000000E+02    0.1736512413E-01    0.1401557030E-01    0.1104834436E+00
    0.1500000000E+02    0.1953565527E-01    0.1607491235E-01    0.1240453484E+00
    0.1700000000E+02    0.2160188548E-01    0.1811003490E-01    0.1368991483E+00
    0.1900000000E+02    0.2357158041E-01    0.2012146880E-01    0.1491000302E+00
    0.2100000000E+02    0.2545171480E-01    0.2210972896E-01    0.1606975589E+00
    0.2300000000E+02    0.2724857204E-01    0.2407531497E-01    0.1717363771E+00
    0.2500000000E+02    0.2896782909E-01    0.2601871167E-01    0.1822568025E+00
    0.2700000000E+02    0.3061462911E-01    0.2794038967E-01    0.1922953401E+00
    0.2900000000E+02    0.3219364389E-01    0.2984080589E-01    0.2018851240E+00
    0.3100000000E+02    0.3370912770E-01    0.3172040407E-01    0.2110562978E+00
    0.3300000000E+02    0.3516496390E-01    0.3357961520E-01    0.2198363461E+00
    0.3500000000E+02    0.3656470539E-01    0.3541885802E-01    0.2282503815E+00
    0.3700000000E+02    0.3791160989E-01    0.3723853943E-01    0.2363213963E+00
    0.3900000000E+02    0.3920867073E-01    0.3903905492E-01    0.2440704817E+00
    0.4100000000E+02    0.4045864388E-01    0.4082078897E-01    0.2515170211E+00
    0.4300000000E+02    0.4166407166E-01    0.4258411542E-01    0.2586788601E+00
    0.4500000000E+02    0.4282730370E-01    0.4432939785E-01    0.2655724565E+00
    0.4700000000E+02    0.4395051541E-01    0.4605698992E-01    0.2722130127E+00
    0.4900000000E+02    0.4503572436E-01    0.4776723572E-01    0.2786145941E+00
    0.1000000000E+02    0.1389450700E-01    0.1087994359E-01    0.8867607499E-01
    0.3000000000E+02    0.3295907626E-01    0.3078318000E-01    0.2065212606E+00
    0.5000000000E+02    0.4556466875E-01    0.4861595876E-01    0.2817298797E+00
    0.7000000000E+02    0.5453997291E-01    0.6475671606E-01    0.3341952248E+00
    0.9000000000E+02    0.6121743268E-01    0.7949394853E-01    0.3730521458E+00
    0.1100000000E+03    0.6632321852E-01    0.9305157367E-01    0.4030947762E+00
    0.1300000000E+03    0.7029519054E-01    0.1056061602E+00    0.4270867251E+00
    0.1500000000E+03    0.7341737214E-01    0.1172989136E+00    0.4467362565E+00
    0.1700000000E+03    0.7588429719E-01    0.1282441899E+00    0.4631579259E+00
    0.1900000000E+03    0.7783485893E-01    0.1385356566E+00    0.4771109643E+00
    0.2100000000E+03    0.7937149741E-01    0.1482508268E+00    0.4891310974E+00
    0.2300000000E+03    0.8057175043E-01    0.1574544471E+00    0.4996075899E+00
    0.2500000000E+03    0.8149555723E-01    0.1662010632E+00    0.5088303863E+00
    0.2700000000E+03    0.8219006813E-01    0.1745369887E+00    0.5170200882E+00
    0.2900000000E+03    0.8269292090E-01    0.1825018320E+00    0.5243476548E+00
    0.3100000000E+03    0.8303453739E-01    0.1901296940E+00    0.5309477236E+00
    0.3300000000E+03    0.8323977305E-01    0.1974501160E+00    0.5369278426E+00
    0.3500000000E+03    0.8332912670E-01    0.2044888374E+00    0.5423750112E+00
    0.3700000000E+03    0.8331964406E-01    0.2112684056E+00    0.5473604047E+00
    0.3900000000E+03    0.8322560322E-01    0.2178086719E+00    0.5519428463E+00
    0.4100000000E+03    0.8305904210E-01    0.2241271963E+00    0.5561713990E+00
    0.4300000000E+03    0.8283016924E-01    0.2302395811E+00    0.5600873277E+00
    0.4500000000E+03    0.8254768742E-01    0.2361597475E+00    0.5637256039E+00
    0.4700000000E+03    0.8221905108E-01    0.2419001657E+00    0.5671160728E+00
    0.4900000000E+03    0.8185067290E-01    0.2474720480E+00    0.5702843686E+00
    0.1000000000E+03    0.6393473208E-01    0.8640822760E-01    0.3889699804E+00
    0.3000000000E+03    0.8288221569E-01    0.1863559422E+00    0.5277313570E+00
    0.5000000000E+03    0.8165334154E-01    0.2501979886E+00    0.5717922425E+00
    0.7000000000E+03    0.7662828666E-01    0.2978748024E+00    0.5943542681E+00
    0.9000000000E+03    0.7093685960E-01    0.3359971107E+00    0.6083500030E+00
    0.1100000000E+04    0.6544558385E-01    0.3675994657E+00    0.6179979105E+00
    0.1300000000E+04    0.6040810591E-01    0.3943751003E+00    0.6251102624E+00
    0.1500000000E+04    0.5587655208E-01    0.4173972428E+00    0.6306031634E+00
    0.1700000000E+04    0.5183163006E-01    0.4374068671E+00    0.6349929223E+00
    0.1900000000E+04    0.4822982440E-01    0.4549461761E+00    0.6385942223E+00
    0.2100000000E+04    0.4502183765E-01    0.4704281858E+00    0.6416105566E+00
    0.2300000000E+04    0.4215992286E-01    0.4841765736E+00    0.6441797671E+00
    0.2500000000E+04    0.3960061666E-01    0.4964503122E+00    0.6463987824E+00
    0.2700000000E+04    0.3730549917E-01    0.5074598690E+00    0.6483378923E+00
    0.2900000000E+04    0.3524110992E-01    0.5173783963E+00    0.6500494015E+00
    0.3100000000E+04    0.3337852546E-01    0.5263497653E+00    0.6515730945E+00
    0.3300000000E+04    0.3169282932E-01    0.5344945137E+00    0.6529398097E+00
    0.3500000000E+04    0.3016257844E-01    0.5419143522E+00    0.6541738474E+00
    0.3700000000E+04    0.2876931016E-01    0.5486956464E+00    0.6552946341E+00
    0.3900000000E+04    0.2749710571E-01    0.5549121459E+00    0.6563179000E+00
    0.4100000000E+04    0.2633221229E-01    0.5606271511E+00    0.6572565281E+00
    0.4300000000E+04    0.2526272023E-01    0.5658952509E+00    0.6581211781E+00
    0.4500000000E+04    0.2427828916E-01    0.5707637291E+00    0.6589207518E+00
    0.4700000000E+04    0.2336991670E-01    0.5752737103E+00    0.6596627454E+00
    0.4900000000E+04    0.2252974331E-01    0.5794611006E+00    0.6603535199E+00
    0.1000000000E+04    0.6814305697E-01    0.3524877559E+00    0.6135736229E+00
    0.3000000000E+04    0.3428623690E-01    0.5219744537E+00    0.6508326206E+00
    0.5000000000E+04    0.2213304666E-01    0.5814438122E+00    0.6606814299E+00
    0.7000000000E+04    0.1649674757E-01    0.6100520077E+00    0.6655321457E+00
    0.9000000000E+04    0.1334889555E-01    0.6264177504E+00    0.6685030871E+00
    0.1100000000E+05    0.1136201949E-01    0.6368705523E+00    0.6705438300E+00
    0.1300000000E+05    0.9997476080E-02    0.6440698957E+00    0.6720490345E+00
    0.1500000000E+05    0.9001482024E-02    0.6493063464E+00    0.6732144869E+00
    0.1700000000E+05    0.8240587976E-02    0.6532748566E+00    0.6741492688E+00
    0.1900000000E+05    0.7638508570E-02    0.6563802049E+00    0.6749193825E+00
    0.2100000000E+05    0.7148686996E-02    0.6588730381E+00    0.6755673128E+00
    0.2300000000E+05    0.6741177169E-02    0.6609163571E+00    0.6761217572E+00
    0.2500000000E+05    0.6395870289E-02    0.6626205013E+00    0.6766028633E+00
    0.2700000000E+05    0.6098770478E-02    0.6640626976E+00    0.6770252315E+00
    0.2900000000E+05    0.5839836993E-02    0.6652985436E+00    0.6773997263E+00
    0.3100000000E+05    0.5611677580E-02    0.6663690442E+00    0.6777346152E+00
    0.3300000000E+05    0.5408726757E-02    0.6673050801E+00    0.6780363122E+00
    0.3500000000E+05    0.5226711862E-02    0.6681303357E+00    0.6783098773E+00
    0.3700000000E+05    0.5062296040E-02    0.6688632706E+00    0.6785593612E+00
    0.3900000000E+05    0.4912833454E-02    0.6695184792E+00    0.6787880490E+00
    0.4100000000E+05    0.4776197647E-02    0.6701076474E+00    0.6789986357E+00
    0.4300000000E+05    0.4650658785E-02    0.6706402405E+00    0.6791933552E+00
    0.4500000000E+05    0.4534794258E-02    0.6711240046E+00    0.6793740768E+00
    0.4700000000E+05    0.4427422535E-02    0.6715653388E+00    0.6795423774E+00
    0.4900000000E+05    0.4327553474E-02    0.6719695746E+00    0.6796995980E+00
    0.1000000000E+05    0.1225387762E-01    0.6321701005E+00    0.6696082225E+00
    0.3000000000E+05    0.5722293857E-02    0.6658523349E+00    0.6775716839E+00
    0.5000000000E+05    0.4280165864E-02    0.6721592083E+00    0.6797744186E+00
    0.7000000000E+05    0.3577743778E-02    0.6747896735E+00    0.6808972737E+00
    0.9000000000E+05    0.3141820881E-02    0.6762312955E+00    0.6816027202E+00
    0.1100000000E+06    0.2837072142E-02    0.6771417049E+00    0.6820969745E+00
    0.1300000000E+06    0.2608330438E-02    0.6777691486E+00    0.6824674000E+00
    0.1500000000E+06    0.2428318049E-02    0.6782280420E+00    0.6827580534E+00
    0.1700000000E+06    0.2281781925E-02    0.6785784266E+00    0.6829938310E+00
    0.1900000000E+06    0.2159429677E-02    0.6788548383E+00    0.6831899850E+00
    0.2100000000E+06    0.2055230216E-02    0.6790785519E+00    0.6833564413E+00
    0.2300000000E+06    0.1965073536E-02    0.6792633895E+00    0.6834999705E+00
    0.2500000000E+06    0.1886048116E-02    0.6794187222E+00    0.6836253684E+00
    0.2700000000E+06    0.1816025305E-02    0.6795511293E+00    0.6837361382E+00
    0.2900000000E+06    0.1753407483E-02    0.6796653660E+00    0.6838349060E+00
    0.3100000000E+06    0.1696968760E-02    0.6797649552E+00    0.6839236835E+00
    0.3300000000E+06    0.1645750499E-02    0.6798525628E+00    0.6840040415E+00
    0.3500000000E+06    0.1598990668E-02    0.6799302432E+00    0.6840772259E+00
    0.3700000000E+06    0.1556074782E-02    0.6799996057E+00    0.6841442398E+00
    0.3900000000E+06    0.1516501031E-02    0.6800619286E+00    0.6842059008E+00
    0.4100000000E+06    0.1479854996E-02    0.6801182404E+00    0.6842628826E+00
    0.4300000000E+06    0.1445790979E-02    0.6801693781E+00    0.6843157463E+00
    0.4500000000E+06    0.1414017988E-02    0.6802160297E+00    0.6843649634E+00
    0.4700000000E+06    0.1384289075E-02    0.6802587660E+00    0.6844109331E+00
    0.4900000000E+06    0.1356393100E-02    0.6802980648E+00    0.6844539962E+00
    0.1000000000E+06    0.2977463110E-02    0.6767326569E+00    0.6818693037E+00
    0.3000000000E+06    0.1724480956E-02    0.6797168082E+00    0.6838804366E+00
    0.5000000000E+06    0.1343074667E-02    0.6803165535E+00    0.6844745309E+00
    0.7000000000E+06    0.1139687339E-02    0.6805769957E+00    0.6847860393E+00
    0.9000000000E+06    0.1008253954E-02    0.6807235860E+00    0.6849851627E+00
    0.1100000000E+07    0.9143142544E-03    0.6808180248E+00    0.6851263744E+00
    0.1300000000E+07    0.8428370769E-03    0.6808841641E+00    0.6852331784E+00
    0.1500000000E+07    0.7860748924E-03    0.6809331955E+00    0.6853175890E+00
    0.1700000000E+07    0.7395732521E-03    0.6809710768E+00    0.6853864679E+00
    0.1900000000E+07    0.7005643263E-03    0.6810012758E+00    0.6854440552E+00
    0.2100000000E+07    0.6672252395E-03    0.6810259506E+00    0.6854931304E+00
    0.2300000000E+07    0.6382997856E-03    0.6810465160E+00    0.6855356013E+00
    0.2500000000E+07    0.6128902236E-03    0.6810639387E+00    0.6855728265E+00
    0.2700000000E+07    0.5903355675E-03    0.6810789024E+00    0.6856058031E+00
    0.2900000000E+07    0.5701368692E-03    0.6810919046E+00    0.6856352819E+00
    0.3100000000E+07    0.5519094482E-03    0.6811033159E+00    0.6856618400E+00
    0.3300000000E+07    0.5353512858E-03    0.6811134185E+00    0.6856859297E+00
    0.3500000000E+07    0.5202214898E-03    0.6811224308E+00    0.6857079108E+00
    0.3700000000E+07    0.5063252459E-03    0.6811305251E+00    0.6857280740E+00
    0.3900000000E+07    0.4935030638E-03    0.6811378386E+00    0.6857466566E+00
    0.4100000000E+07    0.4816229417E-03    0.6811444822E+00    0.6857638548E+00
    0.4300000000E+07    0.4705745560E-03    0.6811505468E+00    0.6857798323E+00
    0.4500000000E+07    0.4602648858E-03    0.6811561070E+00    0.6857947270E+00
    0.4700000000E+07    0.4506148707E-03    0.6811612253E+00    0.6858086559E+00
    0.4900000000E+07    0.4415568258E-03    0.6811659541E+00    0.6858217189E+00
    0.1000000000E+07    0.9577840861E-03    0.6807753891E+00    0.6850611473E+00
    0.3000000000E+07    0.5607972717E-03    0.6810977897E+00    0.6856488953E+00
    0.5000000000E+07    0.4372312442E-03    0.6811681865E+00    0.6858279531E+00
    0.7000000000E+07    0.3711079177E-03    0.6812002580E+00    0.6859229318E+00
    0.9000000000E+07    0.3283266810E-03    0.6812189833E+00    0.6859840492E+00
    0.1100000000E+08    0.2977337425E-03    0.6812314196E+00    0.6860275848E+00
    0.1300000000E+08    0.2744502697E-03    0.6812403615E+00    0.6860606193E+00
    0.1500000000E+08    0.2559578604E-03    0.6812471471E+00    0.6860867924E+00
    0.1700000000E+08    0.2408073047E-03    0.6812525011E+00    0.6861081917E+00
    0.1900000000E+08    0.2280976256E-03    0.6812568523E+00    0.6861261117E+00
    0.2100000000E+08    0.2172352312E-03    0.6812604712E+00    0.6861414035E+00
    0.2300000000E+08    0.2078109558E-03    0.6812635374E+00    0.6861546524E+00
    0.2500000000E+08    0.1995323413E-03    0.6812661755E+00    0.6861662762E+00
    0.2700000000E+08    0.1921840313E-03    0.6812684743E+00    0.6861765821E+00
    0.2900000000E+08    0.1856034491E-03    0.6812704992E+00    0.6861858016E+00
    0.3100000000E+08    0.1796652435E-03    0.6812722995E+00    0.6861941131E+00
    0.3300000000E+08    0.1742709947E-03    0.6812739131E+00    0.6862016564E+00
    0.3500000000E+08    0.1693422003E-03    0.6812753695E+00    0.6862085431E+00
    0.3700000000E+08    0.1648153729E-03    0.6812766924E+00    0.6862148631E+00
    0.3900000000E+08    0.1606385358E-03    0.6812779005E+00    0.6862206901E+00
    0.4100000000E+08    0.1567686707E-03    0.6812790093E+00    0.6862260850E+00
    0.4300000000E+08    0.1531698237E-03    0.6812800315E+00    0.6862310988E+00
    0.4500000000E+08    0.1498116802E-03    0.6812809777E+00    0.6862357741E+00
    0.4700000000E+08    0.1466684752E-03    0.6812818568E+00    0.6862401476E+00
    0.4900000000E+08    0.1437181510E-03    0.6812826762E+00    0.6862442502E+00
    0.1000000000E+08    0.3118916611E-03    0.6812257621E+00    0.6860074553E+00
    0.3000000000E+08    0.1825607370E-03    0.6812714249E+00    0.6861900613E+00
    0.5000000000E+08    0.1423092747E-03    0.6812830655E+00    0.6862462085E+00
    0.7000000000E+08    0.1207743296E-03    0.6812888698E+00    0.6862760690E+00
    0.9000000000E+08    0.1068435347E-03    0.6812924911E+00    0.6862953041E+00
    0.1100000000E+09    0.9688272611E-04    0.6812950272E+00    0.6863090113E+00
    0.1300000000E+09    0.8930248338E-04    0.6812969334E+00    0.6863194128E+00
    0.1500000000E+09    0.8328245788E-04    0.6812984364E+00    0.6863276527E+00
    0.1700000000E+09    0.7835062645E-04    0.6812996629E+00    0.6863343877E+00
    0.1900000000E+09    0.7421355493E-04    0.6813006901E+00    0.6863400256E+00
    0.2100000000E+09    0.7067793299E-04    0.6813015681E+00    0.6863448345E+00
    0.2300000000E+09    0.6761051905E-04    0.6813023308E+00    0.6863489990E+00
    0.2500000000E+09    0.6491608135E-04    0.6813030022E+00    0.6863526508E+00
    0.2700000000E+09    0.6252449776E-04    0.6813035999E+00    0.6863558868E+00
    0.2900000000E+09    0.6038283395E-04    0.6813041370E+00    0.6863587801E+00
    0.3100000000E+09    0.5845027754E-04    0.6813046235E+00    0.6863613869E+00
    0.3300000000E+09    0.5669478579E-04    0.6813050672E+00    0.6863637514E+00
    0.3500000000E+09    0.5509080130E-04    0.6813054745E+00    0.6863659088E+00
    0.3700000000E+09    0.5361765548E-04    0.6813058503E+00    0.6863678875E+00
    0.3900000000E+09    0.5225842767E-04    0.6813061987E+00    0.6863697107E+00
    0.4100000000E+09    0.5099911382E-04    0.6813065231E+00    0.6863713977E+00
    0.4300000000E+09    0.4982800995E-04    0.6813068262E+00    0.6863729645E+00
    0.4500000000E+09    0.4873524795E-04    0.6813071106E+00    0.6863744247E+00
    0.4700000000E+09    0.4771244093E-04    0.6813073781E+00    0.6863757897E+00
    0.4900000000E+09    0.4675240890E-04    0.6813076305E+00    0.6863770694E+00
    0.1000000000E+09    0.1014923068E-03    0.6812938585E+00    0.6863026732E+00
