pressure,muc,muc_err,molkg,molkg_err,_
0.01,0.0000037500,0.0000026464,0.0000006501,0.0000004588,
0.05,0.0000157143,0.0000062997,0.0000027243,0.0000010922,
0.1,0.0000307143,0.0000081680,0.0000053249,0.0000014161,
0.5,0.0001812500,0.0000203937,0.0000314229,0.0000035356,
1,0.0003571429,0.0000238124,0.0000619170,0.0000041283,
10,0.0037333929,0.0000898071,0.0006472490,0.0000155696,
1e2,0.0389246429,0.0002444739,0.0067482682,0.0000423838,
1e3,0.3675860714,0.0071205385,0.0637274801,0.0012344700,
1e4,2.1026901786,0.0107716936,0.3645381501,0.0018674616,
1e5,3.9749460714,0.0098916612,0.6891264830,0.0017148926,
1e6,6.1177185714,0.0498556704,1.0606136052,0.0086433532,
5,0.0018148214,0.0000457066,0.0003146311,0.0000079240,
50,0.0195062500,0.0001617864,0.0033817499,0.0000280485,
5e2,0.1925317857,0.0033020924,0.0333787553,0.0005724755,
5e3,1.3914342857,0.0163890423,0.2412294905,0.0028413274,
