pressure,muc,muc_err,molkg,molkg_err,_
0.01,0.0000207143,0.0000051037,0.0000035912,0.0000008848,
0.05,0.0001021429,0.0000087490,0.0000177083,0.0000015168,
0.1,0.0002098214,0.0000380362,0.0000363762,0.0000065942,
0.5,0.0011530357,0.0000532668,0.0001998989,0.0000092347,
1,0.0023237500,0.0000540738,0.0004028627,0.0000093746,
10,0.0247530357,0.0003753457,0.0042913720,0.0000650728,
1e2,0.2422091071,0.0026394029,0.0419911886,0.0004575867,
1e3,1.6551171429,0.0097920701,0.2869435296,0.0016976268,
1e4,3.8038998214,0.0161822696,0.6594726214,0.0028054797,
1e5,6.1695128571,0.0308305570,1.0695930513,0.0053450167,
1e6,7.4481137500,0.0519748097,1.2912608980,0.0090107431,
1e7,7.6571762500,0.0324570328,1.3275055420,0.0056269948,
1e8,7.9793737500,0.0064246094,1.3833641187,0.0011138185,
5,0.0121169643,0.0000383178,0.0021006879,0.0000066431,
50,0.1238280357,0.0018872030,0.0214677576,0.0003271797,
5e2,1.0132985714,0.0083793994,0.1756730452,0.0014527156,
5e3,3.2667805357,0.0123326030,0.5663535910,0.0021380726,
5e4,5.3254926786,0.0516447023,0.9232673787,0.0089535132,
5e5,7.2577637500,0.0165953896,1.2582603934,0.0028771013,
5e6,7.5987012500,0.0207038152,1.3173678772,0.0035893688,
5e7,7.9216050000,0.0315781881,1.3733488947,0.0054746317,
