pressure,muc,muc_err,molkg,molkg_err,_
C6-650-0.01,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
C6-650-0.05,0.0000001786,0.0000004957,0.0000000310,0.0000000859,
C6-650-0.1,0.0000001786,0.0000004957,0.0000000310,0.0000000859,
C6-650-0.5,0.0000039286,0.0000009914,0.0000006811,0.0000001719,
C6-650-1,0.0000085714,0.0000014871,0.0000014860,0.0000002578,
C6-650-10,0.0000862500,0.0000072939,0.0000149529,0.0000012645,
C6-650-1e2,0.0008350000,0.0000408506,0.0001447619,0.0000070822,
C6-650-1e3,0.0086857143,0.0000831708,0.0015058206,0.0000144191,
C6-650-1e4,0.0876467857,0.0006964528,0.0151951046,0.0001207423,
C6-650-1e5,0.7361683929,0.0040649059,0.1276276776,0.0007047226,
C6-650-1e6,2.7361046429,0.0114055290,0.4743516354,0.0019773481,
C6-650-1e7,3.9770326786,0.0091594658,0.6894882329,0.0015879537,
C6-650-1e8,6.5718023214,0.0724898928,1.1393369720,0.0125673919,
C6-650-5,0.0000391071,0.0000070715,0.0000067799,0.0000012260,
C6-650-50,0.0004457143,0.0000331647,0.0000772724,0.0000057497,
C6-650-5e2,0.0043423214,0.0000341701,0.0007528174,0.0000059240,
C6-650-5e3,0.0440539286,0.0003006249,0.0076375197,0.0000521186,
C6-650-5e4,0.4066492857,0.0042604934,0.0704997721,0.0007386311,
C6-650-5e5,2.1082916071,0.0115403667,0.3655092558,0.0020007246,
C6-650-5e6,3.7165217857,0.0071244582,0.6443241094,0.0012351495,
C6-650-5e7,5.1188316071,0.0262761987,0.8874390644,0.0045554390,
