pressure,muc,muc_err,molkg,molkg_err,_
0.01,0.0000069643,0.0000030758,0.0000012074,0.0000005332,
0.05,0.0000317857,0.0000106780,0.0000055106,0.0000018512,
0.1,0.0000669643,0.0000074357,0.0000116094,0.0000012891,
0.5,0.0003255357,0.0000190157,0.0000564373,0.0000032967,
1,0.0006937500,0.0000416518,0.0001202737,0.0000072211,
10,0.0075130357,0.0001633595,0.0013025163,0.0000283212,
1e2,0.0777462500,0.0007727927,0.0134786734,0.0001339771,
1e3,0.6863980357,0.0055803044,0.1189991149,0.0009674434,
1e4,2.8035132143,0.0213814928,0.4860380913,0.0037068561,
1e5,4.5385621429,0.0326045737,0.7868391951,0.0056525736,
1e6,6.8565951786,0.0433834836,1.1887107991,0.0075212863,
1e7,7.3347176786,0.0692240788,1.2716017040,0.0120012058,
1e8,7.9425405357,0.0203390575,1.3769784363,0.0035261317,
5,0.0036755357,0.0000656171,0.0006372185,0.0000113759,
50,0.0391175000,0.0005125975,0.0067817034,0.0000888677,
5e2,0.3693733929,0.0018849081,0.0640373435,0.0003267818,
5e3,2.1198921429,0.0139622129,0.3675204117,0.0024205940,
5e4,4.0203832143,0.0128132324,0.6970038071,0.0022213981,
5e5,6.3096976786,0.0485745318,1.0938965440,0.0084212454,
5e6,7.2106380357,0.0654424443,1.2500903259,0.0113455933,
5e7,7.7854176786,0.0548680746,1.3497384386,0.0095123412,
