pressure,muc,muc_err,molkg,molkg_err,_
0.01,0.0048880357,0.0001291371,0.0008474266,0.0000223882,
0.05,0.0256346429,0.0003844155,0.0044442141,0.0000666452,
0.1,0.0524714286,0.0002723126,0.0090968407,0.0000472101,
0.5,0.2611751786,0.0014353710,0.0452792891,0.0002488467,
1,0.5055383929,0.0077411441,0.0876439299,0.0013420628,
10,2.7022078571,0.0101509691,0.4684750343,0.0017598482,
1e2,5.5429569643,0.0926757187,0.9609686194,0.0160669581,
1e3,7.2426119643,0.0503348180,1.2556335662,0.0087264218,
1e4,7.8403414286,0.0167992817,1.3592604321,0.0029124496,
1e5,7.9845180357,0.0115088924,1.3842559707,0.0019952680,
1e6,7.9852307143,0.0108299641,1.3843795260,0.0018775639,
1e7,7.9951755357,0.0056326599,1.3861036349,0.0009765202,
1e8,7.9991557143,0.0020835377,1.3867936685,0.0003612177,
5,1.8814028571,0.0363423312,0.3261741193,0.0063005793,
50,4.5032941071,0.0752663948,0.7807248638,0.0130487471,
5e2,6.9492982143,0.0638778396,1.2047824931,0.0110743417,
5e3,7.7507000000,0.0583237395,1.3437195212,0.0101114412,
5e4,7.9712126786,0.0189890871,1.3819492542,0.0032920907,
5e5,7.9865753571,0.0084636063,1.3846126434,0.0014673143,
5e6,7.9808678571,0.0132762068,1.3836231484,0.0023016628,
5e7,7.9985025000,0.0030546111,1.3866804224,0.0005295703,
