     Pressure (Pa)     22mC5-400 (mol/kg)     2mC6-400 (mol/kg)     3mC6-400 (mol/kg)
    0.1000000000E+01    0.1057349331E-02    0.6324106753E-02    0.5246106792E-02
    0.3000000000E+01    0.3124267415E-02    0.1836795764E-01    0.1527154658E-01
    0.5000000000E+01    0.5130553668E-02    0.2966643042E-01    0.2472247229E-01
    0.7000000000E+01    0.7079644223E-02    0.4028459562E-01    0.3365022055E-01
    0.9000000000E+01    0.8974709908E-02    0.5028010811E-01    0.4210009829E-01
    0.1100000000E+02    0.1081868174E-01    0.5970424458E-01    0.5011224719E-01
    0.1300000000E+02    0.1261427348E-01    0.6860277010E-01    0.5772236324E-01
    0.1500000000E+02    0.1436400175E-01    0.7701666603E-01    0.6496229897E-01
    0.1700000000E+02    0.1607020382E-01    0.8498274462E-01    0.7186057021E-01
    0.1900000000E+02    0.1773505362E-01    0.9253417048E-01    0.7844278443E-01
    0.2100000000E+02    0.1936057594E-01    0.9970090506E-01    0.8473200468E-01
    0.2300000000E+02    0.2094865926E-01    0.1065100872E+00    0.9074906000E-01
    0.2500000000E+02    0.2250106717E-01    0.1129863604E+00    0.9651281134E-01
    0.2700000000E+02    0.2401944876E-01    0.1191521549E+00    0.1020403803E+00
    0.2900000000E+02    0.2550534788E-01    0.1250279325E+00    0.1073473466E+00
    0.3100000000E+02    0.2696021156E-01    0.1306323992E+00    0.1124479191E+00
    0.3300000000E+02    0.2838539765E-01    0.1359826904E+00    0.1173550845E+00
    0.3500000000E+02    0.2978218168E-01    0.1410945336E+00    0.1220807372E+00
    0.3700000000E+02    0.3115176313E-01    0.1459823904E+00    0.1266357923E+00
    0.3900000000E+02    0.3249527113E-01    0.1506595821E+00    0.1310302857E+00
    0.4100000000E+02    0.3381376965E-01    0.1551384005E+00    0.1352734616E+00
    0.4300000000E+02    0.3510826221E-01    0.1594302055E+00    0.1393738495E+00
    0.4500000000E+02    0.3637969619E-01    0.1635455126E+00    0.1433393326E+00
    0.4700000000E+02    0.3762896682E-01    0.1674940695E+00    0.1471772089E+00
    0.4900000000E+02    0.3885692076E-01    0.1712849257E+00    0.1508942445E+00
    0.1000000000E+02    0.9902908098E-02    0.5506061799E-01    0.4615856122E-01
    0.3000000000E+02    0.2623657228E-01    0.1278629739E+00    0.1099225934E+00
    0.5000000000E+02    0.3946315611E-01    0.1731238682E+00    0.1527094281E+00
    0.7000000000E+02    0.5064242780E-01    0.2033809957E+00    0.1839790140E+00
    0.9000000000E+02    0.6038459745E-01    0.2245973563E+00    0.2081725333E+00
    0.1100000000E+03    0.6906865173E-01    0.2399728018E+00    0.2276667029E+00
    0.1300000000E+03    0.7694399883E-01    0.2513761838E+00    0.2438564571E+00
    0.1500000000E+03    0.8418245491E-01    0.2599700367E+00    0.2576188429E+00
    0.1700000000E+03    0.9090685309E-01    0.2665137972E+00    0.2695355255E+00
    0.1900000000E+03    0.9720774074E-01    0.2715233916E+00    0.2800090739E+00
    0.2100000000E+03    0.1031536069E+00    0.2753607479E+00    0.2893279856E+00
    0.2300000000E+03    0.1087974050E+00    0.2782866584E+00    0.2977050982E+00
    0.2500000000E+03    0.1141808586E+00    0.2804933582E+00    0.3053013315E+00
    0.2700000000E+03    0.1193373886E+00    0.2821253386E+00    0.3122409361E+00
    0.2900000000E+03    0.1242941549E+00    0.2832930586E+00    0.3186216102E+00
    0.3100000000E+03    0.1290735136E+00    0.2840822214E+00    0.3245214052E+00
    0.3300000000E+03    0.1336940773E+00    0.2845601978E+00    0.3300035566E+00
    0.3500000000E+03    0.1381715013E+00    0.2847805667E+00    0.3351199370E+00
    0.3700000000E+03    0.1425190745E+00    0.2847863834E+00    0.3399135733E+00
    0.3900000000E+03    0.1467481720E+00    0.2846125706E+00    0.3444205131E+00
    0.4100000000E+03    0.1508686047E+00    0.2842876942E+00    0.3486712301E+00
