     Pressure (Pa)     22mC5-400 (mol/kg)     2mC6-400 (mol/kg)     3mC6-400 (mol/kg)
    0.1000000000E+01    0.2114665248E-02    0.4749016833E-02    0.5256110457E-02
    0.3000000000E+01    0.6248157834E-02    0.1382543220E-01    0.1535613141E-01
    0.5000000000E+01    0.1025986787E-01    0.2237724800E-01    0.2494362800E-01
    0.7000000000E+01    0.1415651693E-01    0.3044545527E-01    0.3405894600E-01
    0.9000000000E+01    0.1794432442E-01    0.3806691414E-01    0.4273824917E-01
    0.1100000000E+02    0.2162905402E-01    0.4527486296E-01    0.5101404979E-01
    0.1300000000E+02    0.2521605499E-01    0.5209935349E-01    0.5891566023E-01
    0.1500000000E+02    0.2871029909E-01    0.5856762455E-01    0.6646957908E-01
    0.1700000000E+02    0.3211641353E-01    0.6470442407E-01    0.7369982250E-01
    0.1900000000E+02    0.3543871067E-01    0.7053228771E-01    0.8062820978E-01
    0.2100000000E+02    0.3868121452E-01    0.7607178069E-01    0.8727461025E-01
    0.2300000000E+02    0.4184768474E-01    0.8134170856E-01    0.9365715761E-01
    0.2500000000E+02    0.4494163817E-01    0.8635930132E-01    0.9979243641E-01
    0.2700000000E+02    0.4796636837E-01    0.9114037485E-01    0.1056956451E+00
    0.2900000000E+02    0.5092496320E-01    0.9569947284E-01    0.1113807387E+00
    0.3100000000E+02    0.5382032087E-01    0.1000499919E+00    0.1168605542E+00
    0.3300000000E+02    0.5665516440E-01    0.1042042923E+00    0.1221469212E+00
    0.3500000000E+02    0.5943205482E-01    0.1081737958E+00    0.1272507595E+00
    0.3700000000E+02    0.6215340323E-01    0.1119690728E+00    0.1321821652E+00
    0.3900000000E+02    0.6482148169E-01    0.1155999200E+00    0.1369504879E+00
    0.4100000000E+02    0.6743843327E-01    0.1190754296E+00    0.1415643988E+00
    0.4300000000E+02    0.7000628117E-01    0.1224040512E+00    0.1460319516E+00
    0.4500000000E+02    0.7252693714E-01    0.1255936471E+00    0.1503606369E+00
    0.4700000000E+02    0.7500220908E-01    0.1286515425E+00    0.1545574311E+00
    0.4900000000E+02    0.7743380819E-01    0.1315845701E+00    0.1586288398E+00
    0.1000000000E+02    0.1979923036E-01    0.4172062904E-01    0.4692468509E-01
    0.3000000000E+02    0.5238037255E-01    0.9790000915E-01    0.1141455444E+00
    0.5000000000E+02    0.7863374032E-01    0.1330062691E+00    0.1606194389E+00
    0.7000000000E+02    0.1006913219E+00    0.1562293630E+00    0.1951291641E+00
    0.9000000000E+02    0.1197901831E+00    0.1721629746E+00    0.2220553584E+00
    0.1100000000E+03    0.1367014143E+00    0.1833482877E+00    0.2438391381E+00
    0.1300000000E+03    0.1519330935E+00    0.1912984281E+00    0.2619547525E+00
    0.1500000000E+03    0.1658351864E+00    0.1969663511E+00    0.2773487038E+00
    0.1700000000E+03    0.1786576646E+00    0.2009793727E+00    0.2906586492E+00
    0.1900000000E+03    0.1905845711E+00    0.2037655065E+00    0.3023312272E+00
    0.2100000000E+03    0.2017549385E+00    0.2056255531E+00    0.3126894909E+00
    0.2300000000E+03    0.2122761453E+00    0.2067762248E+00    0.3219734890E+00
    0.2500000000E+03    0.2222327360E+00    0.2073769826E+00    0.3303657330E+00
    0.2700000000E+03    0.2316924138E+00    0.2075473073E+00    0.3380077586E+00
    0.2900000000E+03    0.2407102170E+00    0.2073781394E+00    0.3450112290E+00
    0.3100000000E+03    0.2493314951E+00    0.2069396509E+00    0.3514655809E+00
    0.3300000000E+03    0.2575940700E+00    0.2062866410E+00    0.3574434113E+00
    0.3500000000E+03    0.2655298349E+00    0.2054623586E+00    0.3630043543E+00
    0.3700000000E+03    0.2731659551E+00    0.2045012555E+00    0.3681979207E+00
    0.3900000000E+03    0.2805257818E+00    0.2034310028E+00    0.3730656136E+00
    0.4100000000E+03    0.2876295587E+00    0.2022739869E+00    0.3776425274E+00
    0.4300000000E+03    0.2944949729E+00    0.2010484355E+00    0.3819585736E+00
    0.4500000000E+03    0.3011375892E+00    0.1997692732E+00    0.3860394310E+00
    0.4700000000E+03    0.3075711972E+00    0.1984487804E+00    0.3899072913E+00
    0.4900000000E+03    0.3138080899E+00    0.1970971044E+00    0.3935814499E+00
    0.1000000000E+03    0.1284828717E+00    0.1782375917E+00    0.2334819162E+00
    0.3000000000E+03    0.2450679024E+00    0.2071888260E+00    0.3483021642E+00
    0.5000000000E+03    0.3168562567E+00    0.1964122607E+00    0.3953512472E+00
    0.7000000000E+03    0.3696694411E+00    0.1824963198E+00    0.4237453935E+00
    0.9000000000E+03    0.4107821152E+00    0.1697044398E+00    0.4436539659E+00
    0.1100000000E+04    0.4436933584E+00    0.1586202659E+00    0.4587783753E+00
    0.1300000000E+04    0.4705219643E+00    0.1491330587E+00    0.4708577363E+00
    0.1500000000E+04    0.4926988729E+00    0.1410034683E+00    0.4808412413E+00
    0.1700000000E+04    0.5112462972E+00    0.1339966775E+00    0.4893010223E+00
    0.1900000000E+04    0.5269185678E+00    0.1279125371E+00    0.4966072484E+00
    0.2100000000E+04    0.5402844114E+00    0.1225879405E+00    0.5030124929E+00
    0.2300000000E+04    0.5517795510E+00    0.1178919602E+00    0.5086963755E+00
    0.2500000000E+04    0.5617422261E+00    0.1137198240E+00    0.5137909413E+00
    0.2700000000E+04    0.5704380205E+00    0.1099874879E+00    0.5183959374E+00
    0.2900000000E+04    0.5780776274E+00    0.1066271926E+00    0.5225884416E+00
    0.3100000000E+04    0.5848297833E+00    0.1035839586E+00    0.5264291718E+00
    0.3300000000E+04    0.5908308159E+00    0.1008128649E+00    0.5299667548E+00
    0.3500000000E+04    0.5961917777E+00    0.9827694628E-01    0.5332406964E+00
    0.3700000000E+04    0.6010038311E+00    0.9594556781E-01    0.5362834987E+00
    0.3900000000E+04    0.6053423542E+00    0.9379316450E-01    0.5391221998E+00
    0.4100000000E+04    0.6092700999E+00    0.9179825936E-01    0.5417795168E+00
    0.4300000000E+04    0.6128396459E+00    0.8994269379E-01    0.5442747055E+00
    0.4500000000E+04    0.6160953122E+00    0.8821102088E-01    0.5466242194E+00
    0.4700000000E+04    0.6190746710E+00    0.8659002387E-01    0.5488422192E+00
    0.4900000000E+04    0.6218097461E+00    0.8506833165E-01    0.5509409733E+00
    0.1000000000E+04    0.4281094736E+00    0.1639498150E+00    0.4516792488E+00
    0.3000000000E+04    0.5815554502E+00    0.1050689589E+00    0.5245494957E+00
    0.5000000000E+04    0.6230944076E+00    0.8434159871E-01    0.5519490291E+00
    0.7000000000E+04    0.6409103905E+00    0.7321361629E-01    0.5678474061E+00
    0.9000000000E+04    0.6505265965E+00    0.6595865406E-01    0.5786534232E+00
    0.1100000000E+05    0.6564653208E+00    0.6071070150E-01    0.5866511645E+00
    0.1300000000E+05    0.6604690540E+00    0.5666558741E-01    0.5928974894E+00
    0.1500000000E+05    0.6633390472E+00    0.5341202846E-01    0.5979608483E+00
