     Pressure (Pa)     22mC5-400 (mol/kg)     2mC6-400 (mol/kg)     3mC6-400 (mol/kg)
    0.1000000000E+01    0.2108205456E-02    0.7899083093E-02    0.3151378189E-02
    0.3000000000E+01    0.6192751958E-02    0.2290781613E-01    0.9194572414E-02
    0.5000000000E+01    0.1011301505E-01    0.3694432896E-01    0.1491684936E-01
    0.7000000000E+01    0.1388155364E-01    0.5009517606E-01    0.2034536472E-01
    0.9000000000E+01    0.1750963159E-01    0.6243706236E-01    0.2550423737E-01
    0.1100000000E+02    0.2100738234E-01    0.7403819768E-01    0.3041496512E-01
    0.1300000000E+02    0.2438394891E-01    0.8495943434E-01    0.3509677386E-01
    0.1500000000E+02    0.2764760354E-01    0.9525522733E-01    0.3956691212E-01
    0.1700000000E+02    0.3080585025E-01    0.1049744484E+00    0.4384090079E-01
    0.1900000000E+02    0.3386551321E-01    0.1141610794E+00    0.4793274586E-01
    0.2100000000E+02    0.3683281305E-01    0.1228548050E+00    0.5185512031E-01
    0.2300000000E+02    0.3971343313E-01    0.1310915218E+00    0.5561952032E-01
    0.2500000000E+02    0.4251257713E-01    0.1389037767E+00    0.5923639996E-01
    0.2700000000E+02    0.4523501941E-01    0.1463211461E+00    0.6271528769E-01
    0.2900000000E+02    0.4788514908E-01    0.1533705650E+00    0.6606488751E-01
    0.3100000000E+02    0.5046700871E-01    0.1600766136E+00    0.6929316711E-01
    0.3300000000E+02    0.5298432842E-01    0.1664617668E+00    0.7240743485E-01
    0.3500000000E+02    0.5544055605E-01    0.1725466139E+00    0.7541440725E-01
    0.3700000000E+02    0.5783888379E-01    0.1783500503E+00    0.7832026836E-01
    0.3900000000E+02    0.6018227189E-01    0.1838894473E+00    0.8113072200E-01
    0.4100000000E+02    0.6247346974E-01    0.1891808013E+00    0.8385103805E-01
    0.4300000000E+02    0.6471503466E-01    0.1942388664E+00    0.8648609335E-01
    0.4500000000E+02    0.6690934871E-01    0.1990772715E+00    0.8904040813E-01
    0.4700000000E+02    0.6905863377E-01    0.2037086249E+00    0.9151817835E-01
    0.4900000000E+02    0.7116496500E-01    0.2081446073E+00    0.9392330466E-01
    0.1000000000E+02    0.1927420470E-01    0.6832626022E-01    0.2798936818E-01
    0.3000000000E+02    0.4918437256E-01    0.1567650593E+00    0.6769372094E-01
    0.5000000000E+02    0.7220263434E-01    0.2102927516E+00    0.9509977097E-01
    0.7000000000E+02    0.9111143515E-01    0.2452526348E+00    0.1155762934E+00
    0.9000000000E+02    0.1073206115E+00    0.2692581611E+00    0.1317145149E+00
    0.1100000000E+03    0.1216295550E+00    0.2863136453E+00    0.1449290062E+00
    0.1300000000E+03    0.1345298835E+00    0.2987160163E+00    0.1560627637E+00
    0.1500000000E+03    0.1463431264E+00    0.3078716997E+00    0.1656523343E+00
    0.1700000000E+03    0.1572899744E+00    0.3146868902E+00    0.1740571912E+00
    0.1900000000E+03    0.1675279161E+00    0.3197698608E+00    0.1815282842E+00
    0.2100000000E+03    0.1771729993E+00    0.3235428504E+00    0.1882468131E+00
    0.2300000000E+03    0.1863130654E+00    0.3263072954E+00    0.1943473500E+00
    0.2500000000E+03    0.1950161441E+00    0.3282835645E+00    0.1999322525E+00
    0.2700000000E+03    0.2033359712E+00    0.3296360754E+00    0.2050809853E+00
    0.2900000000E+03    0.2113157287E+00    0.3304896830E+00    0.2098563461E+00
    0.3100000000E+03    0.2189906472E+00    0.3309406711E+00    0.2143087385E+00
    0.3300000000E+03    0.2263898597E+00    0.3310643029E+00    0.2184791768E+00
    0.3500000000E+03    0.2335377490E+00    0.3309201201E+00    0.2224014446E+00
    0.3700000000E+03    0.2404549459E+00    0.3305557321E+00    0.2261036739E+00
    0.3900000000E+03    0.2471590790E+00    0.3300095713E+00    0.2296095217E+00
    0.4100000000E+03    0.2536653485E+00    0.3293129289E+00    0.2329390585E+00
    0.4300000000E+03    0.2599869693E+00    0.3284914777E+00    0.2361094496E+00
    0.4500000000E+03    0.2661355179E+00    0.3275664274E+00    0.2391354835E+00
    0.4700000000E+03    0.2721212076E+00    0.3265554101E+00    0.2420299870E+00
    0.4900000000E+03    0.2779531080E+00    0.3254731665E+00    0.2448041539E+00
    0.1000000000E+03    0.1146767582E+00    0.2784836482E+00    0.1386251970E+00
    0.3000000000E+03    0.2151893469E+00    0.3307603788E+00    0.2121201585E+00
    0.5000000000E+03    0.2808139529E+00    0.3249092854E+00    0.2461492288E+00
    0.7000000000E+03    0.3315483330E+00    0.3120444788E+00    0.2685912701E+00
    0.9000000000E+03    0.3727024839E+00    0.2987921297E+00    0.2854419455E+00
    0.1100000000E+04    0.4068105638E+00    0.2865554713E+00    0.2989744341E+00
    0.1300000000E+04    0.4354420103E+00    0.2755970992E+00    0.3102981173E+00
    0.1500000000E+04    0.4597007937E+00    0.2658683707E+00    0.3200399552E+00
    0.1700000000E+04    0.4804141686E+00    0.2572362430E+00    0.3285901453E+00
    0.1900000000E+04    0.4982227199E+00    0.2495549926E+00    0.3362087092E+00
    0.2100000000E+04    0.5136317739E+00    0.2426895735E+00    0.3430779836E+00
    0.2300000000E+04    0.5270447099E+00    0.2365221487E+00    0.3493309798E+00
    0.2500000000E+04    0.5387863302E+00    0.2309525204E+00    0.3550678316E+00
    0.2700000000E+04    0.5491200395E+00    0.2258964438E+00    0.3603658840E+00
    0.2900000000E+04    0.5582608156E+00    0.2212833782E+00    0.3652861706E+00
    0.3100000000E+04    0.5663851618E+00    0.2170542729E+00    0.3698777306E+00
    0.3300000000E+04    0.5736388222E+00    0.2131596004E+00    0.3741805797E+00
    0.3500000000E+04    0.5801428084E+00    0.2095576876E+00    0.3782278106E+00
    0.3700000000E+04    0.5859981358E+00    0.2062133319E+00    0.3820471121E+00
    0.3900000000E+04    0.5912895675E+00    0.2030966663E+00    0.3856618923E+00
    0.4100000000E+04    0.5960885874E+00    0.2001822353E+00    0.3890921222E+00
    0.4300000000E+04    0.6004557747E+00    0.1974482419E+00    0.3923549807E+00
    0.4500000000E+04    0.6044427082E+00    0.1948759350E+00    0.3954653546E+00
    0.4700000000E+04    0.6080935029E+00    0.1924491101E+00    0.3984362303E+00
    0.4900000000E+04    0.6114460537E+00    0.1901537005E+00    0.4012790057E+00
    0.1000000000E+04    0.3905248760E+00    0.2925184215E+00    0.2925377621E+00
    0.3000000000E+04    0.5624402903E+00    0.2191241282E+00    0.3676203569E+00
    0.5000000000E+04    0.6130208824E+00    0.1890513814E+00    0.4026555457E+00
    0.7000000000E+04    0.6348126114E+00    0.1716230421E+00    0.4253827336E+00
    0.9000000000E+04    0.6464562460E+00    0.1595999697E+00    0.4420311747E+00
    0.1100000000E+05    0.6535572397E+00    0.1505000709E+00    0.4550591740E+00
    0.1300000000E+05    0.6582867778E+00    0.1432183790E+00    0.4656915921E+00
    0.1500000000E+05    0.6616398781E+00    0.1371736614E+00    0.4746267258E+00
