     Pressure (Pa)     22mC5-400 (mol/kg)     2mC6-400 (mol/kg)     3mC6-400 (mol/kg)
    0.1000000000E+01    0.1058974184E-02    0.4747886239E-02    0.6297607058E-02
    0.3000000000E+01    0.3138369627E-02    0.1381691531E-01    0.1834473690E-01
    0.5000000000E+01    0.5168356972E-02    0.2235765693E-01    0.2971534204E-01
    0.7000000000E+01    0.7151198060E-02    0.3041410679E-01    0.4046787760E-01
    0.9000000000E+01    0.9089013441E-02    0.3802541752E-01    0.5065417210E-01
    0.1100000000E+02    0.1098379337E-01    0.4522655722E-01    0.6032034422E-01
    0.1300000000E+02    0.1283740780E-01    0.5204886252E-01    0.6950757128E-01
    0.1500000000E+02    0.1465161545E-01    0.5852050513E-01    0.7825273664E-01
    0.1700000000E+02    0.1642807208E-01    0.6466688771E-01    0.8658897768E-01
    0.1900000000E+02    0.1816833801E-01    0.7051098103E-01    0.9454615190E-01
    0.2100000000E+02    0.1987388499E-01    0.7607361262E-01    0.1021512349E+00
    0.2300000000E+02    0.2154610251E-01    0.8137371471E-01    0.1094286618E+00
    0.2500000000E+02    0.2318630353E-01    0.8642853827E-01    0.1164006207E+00
    0.2700000000E+02    0.2479572977E-01    0.9125383827E-01    0.1230873072E+00
    0.2900000000E+02    0.2637555654E-01    0.9586403475E-01    0.1295071440E+00
    0.3100000000E+02    0.2792689721E-01    0.1002723533E+00    0.1356769724E+00
    0.3300000000E+02    0.2945080728E-01    0.1044909479E+00    0.1416122199E+00
    0.3500000000E+02    0.3094828815E-01    0.1085310089E+00    0.1473270460E+00
    0.3700000000E+02    0.3242029064E-01    0.1124028576E+00    0.1528344713E+00
    0.3900000000E+02    0.3386771813E-01    0.1161160305E+00    0.1581464898E+00
    0.4100000000E+02    0.3529142961E-01    0.1196793533E+00    0.1632741694E+00
    0.4300000000E+02    0.3669224233E-01    0.1231010067E+00    0.1682277401E+00
    0.4500000000E+02    0.3807093445E-01    0.1263885849E+00    0.1730166725E+00
    0.4700000000E+02    0.3942824731E-01    0.1295491479E+00    0.1776497472E+00
    0.4900000000E+02    0.4076488764E-01    0.1325892683E+00    0.1821351175E+00
    0.1000000000E+02    0.1004166326E-01    0.4167522094E-01    0.5554959218E-01
    0.3000000000E+02    0.2715472036E-01    0.9809264537E-01    0.1326223137E+00
    0.5000000000E+02    0.4142566752E-01    0.1340660936E+00    0.1843248035E+00
