     Pressure (Pa)     22mC5-400 (mol/kg)     2mC6-400 (mol/kg)     3mC6-400 (mol/kg)
    0.1000000000E+01    0.3152642232E-02    0.9471808051E-02    0.1051699368E-02
    0.3000000000E+01    0.9207286899E-02    0.2743099629E-01    0.3075453557E-02
    0.5000000000E+01    0.1495520657E-01    0.4418449336E-01    0.5000276032E-02
    0.7000000000E+01    0.2042555837E-01    0.5984637721E-01    0.6834049596E-02
    0.9000000000E+01    0.2564378875E-01    0.7451676620E-01    0.8583822200E-02
    0.1100000000E+02    0.3063221137E-01    0.8828390011E-01    0.1025591557E-01
    0.1300000000E+02    0.3541047983E-01    0.1012258578E+00    0.1185601723E-01
    0.1500000000E+02    0.3999597702E-01    0.1134119839E+00    0.1338925880E-01
    0.1700000000E+02    0.4440413761E-01    0.1249040805E+00    0.1486028299E-01
    0.1900000000E+02    0.4864871691E-01    0.1357574084E+00    0.1627330097E-01
    0.2100000000E+02    0.5274201615E-01    0.1460215320E+00    0.1763214193E-01
    0.2300000000E+02    0.5669507224E-01    0.1557410367E+00    0.1894029585E-01
    0.2500000000E+02    0.6051781843E-01    0.1649561394E+00    0.2020095064E-01
    0.2700000000E+02    0.6421922087E-01    0.1737032117E+00    0.2141702452E-01
    0.2900000000E+02    0.6780739533E-01    0.1820152292E+00    0.2259119422E-01
    0.3100000000E+02    0.7128970726E-01    0.1899221591E+00    0.2372591978E-01
    0.3300000000E+02    0.7467285794E-01    0.1974512958E+00    0.2482346626E-01
    0.3500000000E+02    0.7796295897E-01    0.2046275524E+00    0.2588592296E-01
    0.3700000000E+02    0.8116559688E-01    0.2114737149E+00    0.2691522030E-01
    0.3900000000E+02    0.8428588932E-01    0.2180106644E+00    0.2791314487E-01
    0.4100000000E+02    0.8732853417E-01    0.2242575720E+00    0.2888135275E-01
    0.4300000000E+02    0.9029785257E-01    0.2302320701E+00    0.2982138135E-01
    0.4500000000E+02    0.9319782664E-01    0.2359504037E+00    0.3073465999E-01
    0.4700000000E+02    0.9603213280E-01    0.2414275638E+00    0.3162251941E-01
    0.4900000000E+02    0.9880417113E-01    0.2466774064E+00    0.3248620018E-01
    0.1000000000E+02    0.2816544026E-01    0.8150813995E-01    0.9429209434E-02
    0.3000000000E+02    0.6956135064E-01    0.1860175651E+00    0.2316334162E-01
    0.5000000000E+02    0.1001678333E+00    0.2492211294E+00    0.3290933849E-01
    0.7000000000E+02    0.1248261903E+00    0.2908185926E+00    0.4034675774E-01
    0.9000000000E+02    0.1457492023E+00    0.3197602418E+00    0.4631056579E-01
    0.1100000000E+03    0.1641092772E+00    0.3406916431E+00    0.5126640630E-01
    0.1300000000E+03    0.1805942356E+00    0.3562587051E+00    0.5549633699E-01
    0.1500000000E+03    0.1956389861E+00    0.3680757979E+00    0.5918222717E-01
    0.1700000000E+03    0.2095348170E+00    0.3771817132E+00    0.6244722964E-01
    0.1900000000E+03    0.2224859649E+00    0.3842738085E+00    0.6537809085E-01
    0.2100000000E+03    0.2346410886E+00    0.3898366924E+00    0.6803792785E-01
    0.2300000000E+03    0.2461118265E+00    0.3942169394E+00    0.7047392920E-01
    0.2500000000E+03    0.2569842734E+00    0.3976684827E+00    0.7272219808E-01
    0.2700000000E+03    0.2673263650E+00    0.4003812642E+00    0.7481090981E-01
    0.2900000000E+03    0.2771927933E+00    0.4024999160E+00    0.7676243492E-01
    0.3100000000E+03    0.2866283742E+00    0.4041362906E+00    0.7859480546E-01
    0.3300000000E+03    0.2956704135E+00    0.4053780723E+00    0.8032275169E-01
    0.3500000000E+03    0.3043504060E+00    0.4062948278E+00    0.8195845046E-01
    0.3700000000E+03    0.3126952799E+00    0.4069423371E+00    0.8351207540E-01
    0.3900000000E+03    0.3207283237E+00    0.4073657498E+00    0.8499220821E-01
    0.4100000000E+03    0.3284698871E+00    0.4076019191E+00    0.8640615071E-01
    0.4300000000E+03    0.3359379196E+00    0.4076811537E+00    0.8776016481E-01
    0.4500000000E+03    0.3431483878E+00    0.4076285483E+00    0.8905965930E-01
    0.4700000000E+03    0.3501156042E+00    0.4074650067E+00    0.9030933689E-01
    0.4900000000E+03    0.3568524879E+00    0.4072080368E+00    0.9151331119E-01
    0.1000000000E+03    0.1551988420E+00    0.3310299483E+00    0.4889381814E-01
    0.3000000000E+03    0.2819619546E+00    0.4033724222E+00    0.7769252640E-01
    0.5000000000E+03    0.3601382636E+00    0.4070492148E+00    0.9209930750E-01
    0.7000000000E+03    0.4161436327E+00    0.4015332390E+00    0.1021069016E+00
    0.9000000000E+03    0.4581182933E+00    0.3947134190E+00    0.1099364199E+00
    0.1100000000E+04    0.4904058021E+00    0.3882780729E+00    0.1164455455E+00
    0.1300000000E+04    0.5157452876E+00    0.3825704904E+00    0.1220588941E+00
    0.1500000000E+04    0.5359783635E+00    0.3775832975E+00    0.1270194648E+00
    0.1700000000E+04    0.5523846137E+00    0.3732222133E+00    0.1314802458E+00
    0.1900000000E+04    0.5658733800E+00    0.3693831808E+00    0.1355442984E+00
    0.2100000000E+04    0.5771029933E+00    0.3659740555E+00    0.1392846437E+00
    0.2300000000E+04    0.5865580397E+00    0.3629187834E+00    0.1427550797E+00
    0.2500000000E+04    0.5946007160E+00    0.3601562073E+00    0.1459964955E+00
    0.2700000000E+04    0.6015056230E+00    0.3576375503E+00    0.1490407677E+00
    0.2900000000E+04    0.6074837306E+00    0.3553239049E+00    0.1519132759E+00
    0.3100000000E+04    0.6126991362E+00    0.3531841022E+00    0.1546345901E+00
    0.3300000000E+04    0.6172809533E+00    0.3511930120E+00    0.1572216376E+00
    0.3500000000E+04    0.6213318604E+00    0.3493302205E+00    0.1596885321E+00
    0.3700000000E+04    0.6249343276E+00    0.3475790139E+00    0.1620471778E+00
    0.3900000000E+04    0.6281552086E+00    0.3459255977E+00    0.1643077170E+00
    0.4100000000E+04    0.6310491648E+00    0.3443584964E+00    0.1664788688E+00
    0.4300000000E+04    0.6336612482E+00    0.3428680903E+00    0.1685681893E+00
    0.4500000000E+04    0.6360288686E+00    0.3414462556E+00    0.1705822740E+00
    0.4700000000E+04    0.6381833071E+00    0.3400860832E+00    0.1725269176E+00
    0.4900000000E+04    0.6401508912E+00    0.3387816573E+00    0.1744072412E+00
    0.1000000000E+04    0.4752752270E+00    0.3914124255E+00    0.1133235434E+00
    0.3000000000E+04    0.6101779952E+00    0.3542339682E+00    0.1532916999E+00
    0.5000000000E+04    0.6410717162E+00    0.3381487284E+00    0.1753247250E+00
    0.7000000000E+04    0.6536279350E+00    0.3274824917E+00    0.1911781578E+00
    0.9000000000E+04    0.6602482420E+00    0.3192488884E+00    0.2037295614E+00
    0.1100000000E+05    0.6642870465E+00    0.3124437590E+00    0.2141869580E+00
    0.1300000000E+05    0.6669905115E+00    0.3066004769E+00    0.2231836599E+00
    0.1500000000E+05    0.6689197364E+00    0.3014587940E+00    0.2310969150E+00
    0.1700000000E+05    0.6703622887E+00    0.2968561867E+00    0.2381711687E+00
    0.1900000000E+05    0.6714799652E+00    0.2926831685E+00    0.2445746094E+00
    0.2100000000E+05    0.6723704496E+00    0.2888618861E+00    0.2504282936E+00
    0.2300000000E+05    0.6730960638E+00    0.2853346956E+00    0.2558224747E+00
    0.2500000000E+05    0.6736983723E+00    0.2820575533E+00    0.2608263686E+00
    0.2700000000E+05    0.6742061244E+00    0.2789959495E+00    0.2654943037E+00
    0.2900000000E+05    0.6746398210E+00    0.2761222808E+00    0.2698697591E+00
    0.3100000000E+05    0.6750144635E+00    0.2734140834E+00    0.2739881092E+00
    0.3300000000E+05    0.6753412755E+00    0.2708528064E+00    0.2778785455E+00
    0.3500000000E+05    0.6756288180E+00    0.2684229351E+00    0.2815654560E+00
    0.3700000000E+05    0.6758837317E+00    0.2661113509E+00    0.2850694371E+00
    0.3900000000E+05    0.6761112456E+00    0.2639068534E+00    0.2884080507E+00
    0.4100000000E+05    0.6763155322E+00    0.2617997973E+00    0.2915963990E+00
    0.4300000000E+05    0.6764999602E+00    0.2597818128E+00    0.2946475692E+00
    0.4500000000E+05    0.6766672794E+00    0.2578455866E+00    0.2975729805E+00
    0.4700000000E+05    0.6768197556E+00    0.2559846887E+00    0.3003826596E+00
    0.4900000000E+05    0.6769592727E+00    0.2541934334E+00    0.3030854605E+00
    0.1000000000E+05    0.6624881164E+00    0.3157038400E+00    0.2091721989E+00
