     Pressure (Pa)     22mC5-400 (mol/kg)     2mC6-400 (mol/kg)     3mC6-400 (mol/kg)
    0.1000000000E+01    0.5254198843E-02    0.6330529387E-02    0.1055728470E-02
    0.3000000000E+01    0.1534266415E-01    0.1842323824E-01    0.3109976749E-02
    0.5000000000E+01    0.2491521999E-01    0.2981341410E-01    0.5091692704E-02
    0.7000000000E+01    0.3401887203E-01    0.4056058705E-01    0.7005061567E-02
    0.9000000000E+01    0.4269491159E-01    0.5071754576E-01    0.8853945514E-02
    0.1100000000E+02    0.5097976083E-01    0.6033128999E-01    0.1064191450E-01
    0.1300000000E+02    0.5890567248E-01    0.6944382323E-01    0.1237227361E-01
    0.1500000000E+02    0.6650131235E-01    0.7809281625E-01    0.1404808742E-01
    0.1700000000E+02    0.7379224688E-01    0.8631216571E-01    0.1567220166E-01
    0.1900000000E+02    0.8080135335E-01    0.9413246696E-01    0.1724726256E-01
    0.2100000000E+02    0.8754916654E-01    0.1015814162E+00    0.1877573425E-01
    0.2300000000E+02    0.9405417318E-01    0.1086841540E+00    0.2025991427E-01
    0.2500000000E+02    0.1003330630E+00    0.1154635606E+00    0.2170194754E-01
    0.2700000000E+02    0.1064009437E+00    0.1219405097E+00    0.2310383900E-01
    0.2900000000E+02    0.1122715260E+00    0.1281340890E+00    0.2446746492E-01
    0.3100000000E+02    0.1179572826E+00    0.1340617912E+00    0.2579458316E-01
    0.3300000000E+02    0.1234695868E+00    0.1397396804E+00    0.2708684251E-01
    0.3500000000E+02    0.1288188321E+00    0.1451825387E+00    0.2834579105E-01
    0.3700000000E+02    0.1340145370E+00    0.1504039932E+00    0.2957288387E-01
    0.3900000000E+02    0.1390654363E+00    0.1554166296E+00    0.3076948997E-01
    0.4100000000E+02    0.1439795611E+00    0.1602320909E+00    0.3193689864E-01
    0.4300000000E+02    0.1487643098E+00    0.1648611662E+00    0.3307632524E-01
    0.4500000000E+02    0.1534265096E+00    0.1693138687E+00    0.3418891646E-01
    0.4700000000E+02    0.1579724720E+00    0.1735995051E+00    0.3527575521E-01
    0.4900000000E+02    0.1624080411E+00    0.1777267380E+00    0.3633786499E-01
    0.1000000000E+02    0.4688412882E-01    0.5558958571E-01    0.9755331899E-02
    0.3000000000E+02    0.1151367724E+00    0.1311301390E+00    0.2513548200E-01
    0.5000000000E+02    0.1645861374E+00    0.1797334979E+00    0.3685995114E-01
    0.7000000000E+02    0.2034805317E+00    0.2132487599E+00    0.4621291930E-01
    0.9000000000E+02    0.2356423813E+00    0.2374627719E+00    0.5392902723E-01
    0.1100000000E+03    0.2631148545E+00    0.2555578806E+00    0.6046092099E-01
    0.1300000000E+03    0.2871074474E+00    0.2694326588E+00    0.6610385241E-01
    0.1500000000E+03    0.3083937478E+00    0.2802895110E+00    0.7105931151E-01
    0.1700000000E+03    0.3274996261E+00    0.2889256794E+00    0.7546994834E-01
    0.1900000000E+03    0.3448005799E+00    0.2958893606E+00    0.7943988069E-01
    0.2100000000E+03    0.3605757600E+00    0.3015688384E+00    0.8304707984E-01
    0.2300000000E+03    0.3750397216E+00    0.3062459845E+00    0.8635123246E-01
    0.2500000000E+03    0.3883619988E+00    0.3101297196E+00    0.8939890364E-01
    0.2700000000E+03    0.4006796764E+00    0.3133776765E+00    0.9222702825E-01
    0.2900000000E+03    0.4121057542E+00    0.3161106416E+00    0.9486533293E-01
    0.3100000000E+03    0.4227348906E+00    0.3184224290E+00    0.9733805438E-01
    0.3300000000E+03    0.4326474576E+00    0.3203867813E+00    0.9966518287E-01
    0.3500000000E+03    0.4419124772E+00    0.3220622874E+00    0.1018633782E+00
    0.3700000000E+03    0.4505897967E+00    0.3234959457E+00    0.1039466553E+00
    0.3900000000E+03    0.4587317341E+00    0.3247257870E+00    0.1059269049E+00
    0.4100000000E+03    0.4663843460E+00    0.3257828305E+00    0.1078142938E+00
    0.4300000000E+03    0.4735884217E+00    0.3266925617E+00    0.1096175770E+00
    0.4500000000E+03    0.4803802744E+00    0.3274760599E+00    0.1113443426E+00
    0.4700000000E+03    0.4867923806E+00    0.3281508691E+00    0.1130012072E+00
    0.4900000000E+03    0.4928539019E+00    0.3287316749E+00    0.1145939722E+00
    0.1000000000E+03    0.2498757982E+00    0.2471353841E+00    0.5732179494E-01
    0.3000000000E+03    0.4175146208E+00    0.3173141686E+00    0.9612105470E-01
    0.5000000000E+03    0.4957615078E+00    0.3289907678E+00    0.1153679391E+00
    0.7000000000E+03    0.5406964969E+00    0.3313972082E+00    0.1284551099E+00
    0.9000000000E+03    0.5692623758E+00    0.3312518659E+00    0.1385235861E+00
    0.1100000000E+04    0.5887421020E+00    0.3301925552E+00    0.1467874986E+00
    0.1300000000E+04    0.6027408731E+00    0.3287585332E+00    0.1538428176E+00
    0.1500000000E+04    0.6132180800E+00    0.3271652775E+00    0.1600270883E+00
    0.1700000000E+04    0.6213170364E+00    0.3255109417E+00    0.1655506867E+00
    0.1900000000E+04    0.6277437910E+00    0.3238443257E+00    0.1705540273E+00
    0.2100000000E+04    0.6329550733E+00    0.3221910343E+00    0.1751357741E+00
    0.2300000000E+04    0.6372579764E+00    0.3205648287E+00    0.1793680820E+00
    0.2500000000E+04    0.6408658348E+00    0.3189730381E+00    0.1833054323E+00
    0.2700000000E+04    0.6439310429E+00    0.3174193387E+00    0.1869900487E+00
    0.2900000000E+04    0.6465651186E+00    0.3159052669E+00    0.1904553733E+00
    0.3100000000E+04    0.6488513988E+00    0.3144310829E+00    0.1937283820E+00
    0.3300000000E+04    0.6508533210E+00    0.3129962818E+00    0.1968311788E+00
    0.3500000000E+04    0.6526199694E+00    0.3115999049E+00    0.1997821224E+00
    0.3700000000E+04    0.6541898791E+00    0.3102407330E+00    0.2025966419E+00
    0.3900000000E+04    0.6555936999E+00    0.3089174084E+00    0.2052878407E+00
    0.4100000000E+04    0.6568560976E+00    0.3076285131E+00    0.2078669494E+00
    0.4300000000E+04    0.6579971344E+00    0.3063726176E+00    0.2103436738E+00
    0.4500000000E+04    0.6590332865E+00    0.3051483127E+00    0.2127264639E+00
    0.4700000000E+04    0.6599782049E+00    0.3039542286E+00    0.2150227260E+00
    0.4900000000E+04    0.6608432914E+00    0.3027890466E+00    0.2172389911E+00
