     Pressure (Pa)     22mC5-400 (mol/kg)     2mC6-400 (mol/kg)     3mC6-400 (mol/kg)
    0.1000000000E+01    0.7355547588E-02    0.3173340402E-02    0.1059792568E-02
    0.3000000000E+01    0.2147466761E-01    0.9281614585E-02    0.3145387571E-02
    0.5000000000E+01    0.3486221477E-01    0.1509415676E-01    0.5186975236E-02
    0.7000000000E+01    0.4758041751E-01    0.2063485563E-01    0.7186066542E-02
    0.9000000000E+01    0.5968447319E-01    0.2592492714E-01    0.9144102688E-02
    0.1100000000E+02    0.7122351148E-01    0.3098328553E-01    0.1106245910E-01
    0.1300000000E+02    0.8224140464E-01    0.3582685422E-01    0.1294244919E-01
    0.1500000000E+02    0.9277745200E-01    0.4047082749E-01    0.1478532781E-01
    0.1700000000E+02    0.1028669610E+00    0.4492889179E-01    0.1659229451E-01
    0.1900000000E+02    0.1125417419E+00    0.4921341378E-01    0.1836449660E-01
    0.2100000000E+02    0.1218305320E+00    0.5333560067E-01    0.2010303196E-01
    0.2300000000E+02    0.1307593585E+00    0.5730563759E-01    0.2180895170E-01
    0.2500000000E+02    0.1393518527E+00    0.6113280572E-01    0.2348326265E-01
    0.2700000000E+02    0.1476295209E+00    0.6482558415E-01    0.2512692968E-01
    0.2900000000E+02    0.1556119795E+00    0.6839173817E-01    0.2674087788E-01
    0.3100000000E+02    0.1633171602E+00    0.7183839596E-01    0.2832599464E-01
    0.3300000000E+02    0.1707614885E+00    0.7517211543E-01    0.2988313150E-01
    0.3500000000E+02    0.1779600405E+00    0.7839894268E-01    0.3141310601E-01
    0.3700000000E+02    0.1849266802E+00    0.8152446334E-01    0.3291670344E-01
    0.3900000000E+02    0.1916741808E+00    0.8455384762E-01    0.3439467829E-01
    0.4100000000E+02    0.1982143311E+00    0.8749189014E-01    0.3584775590E-01
    0.4300000000E+02    0.2045580306E+00    0.9034304516E-01    0.3727663376E-01
    0.4500000000E+02    0.2107153730E+00    0.9311145777E-01    0.3868198293E-01
    0.4700000000E+02    0.2166957207E+00    0.9580099167E-01    0.4006444924E-01
    0.4900000000E+02    0.2225077713E+00    0.9841525390E-01    0.4142465448E-01
    0.1000000000E+02    0.6552176285E-01    0.2848196938E-01    0.1010815736E-01
    0.3000000000E+02    0.1594981696E+00    0.7012958158E-01    0.2753698615E-01
    0.5000000000E+02    0.2253532363E+00    0.9969522066E-01    0.4209659722E-01
    0.7000000000E+02    0.2751217380E+00    0.1220565684E+00    0.5450134521E-01
    0.9000000000E+02    0.3145781347E+00    0.1396715013E+00    0.6524245415E-01
