pressure,muc,muc_err,molkg,molkg_err,_
0.01,0.0000030357,0.0000034700,0.0000005263,0.0000006016,
0.05,0.0000114286,0.0000057810,0.0000019813,0.0000010022,
0.1,0.0000203571,0.0000056193,0.0000035293,0.0000009742,
0.5,0.0001185714,0.0000234012,0.0000205564,0.0000040570,
1,0.0002160714,0.0000180443,0.0000374598,0.0000031283,
5,0.0011651786,0.0001001662,0.0002020041,0.0000173656,
10,0.0023189286,0.0002384257,0.0004020269,0.0000413353,
50,0.0115508929,0.0004524075,0.0020025495,0.0000784328,
1e2,0.0226428571,0.0008423472,0.0039255356,0.0001460356,
5e2,0.1103576786,0.0030260690,0.0191324354,0.0005246220,
1e3,0.2196816071,0.0041499205,0.0380856521,0.0007194614,
5e3,0.9842567857,0.0294641812,0.1706381432,0.0051081316,
1e4,1.6977557143,0.0537547624,0.2943356723,0.0093193290,
5e4,3.2387839286,0.0306253628,0.5614998890,0.0053094427,
1e5,3.5970932143,0.0116400929,0.6236190759,0.0020180139,
5e5,3.9076225000,0.0068641647,0.6774547634,0.0011900231,
1e6,3.9449844643,0.0058699987,0.6839321140,0.0010176670,
5e6,3.9539946429,0.0029499078,0.6854941861,0.0005114182,
1e7,3.9627985714,0.0035814345,0.6870205013,0.0006209044,
5e7,3.9931610714,0.0011729761,0.6922843721,0.0002033559,
