# pressure,muc,muc_err,molkg,molkg_err,_
1.000000000000000021e-02,2.865107139999999858e-02,9.400151000000000253e-04,4.967164799999999880e-03,1.629680999999999957e-04,nan
5.000000000000000278e-02,1.462323214000000038e-01,3.548247599999999804e-03,2.535193269999999957e-02,6.151508000000000193e-04,nan
1.000000000000000056e-01,2.944755357000000129e-01,1.578569120000000020e-02,5.105248889999999817e-02,2.736725900000000055e-03,nan
5.000000000000000000e-01,1.322452321399999908e+00,4.571923170000000147e-02,2.292702594999999899e-01,7.926229099999999514e-03,nan
1.000000000000000000e+00,2.183580000000000076e+00,3.616953650000000187e-02,3.785618165999999896e-01,6.270622299999999670e-03,nan
5.000000000000000000e+00,3.523624285699999970e+00,4.298528179999999699e-02,6.108819510999999869e-01,7.452251099999999615e-03,nan
1.000000000000000000e+01,3.760584107100000129e+00,1.033628150000000072e-02,6.519630841000000343e-01,1.791975300000000007e-03,nan
5.000000000000000000e+01,3.950839642900000115e+00,6.778282400000000193e-03,6.849472116999999471e-01,1.175133899999999954e-03,nan
1.000000000000000000e+02,3.973405714300000113e+00,2.475211299999999833e-03,6.888594352000000365e-01,4.291211999999999869e-04,nan
5.000000000000000000e+02,3.995431607100000004e+00,2.171324399999999787e-03,6.926780093000000083e-01,3.764371000000000080e-04,nan
1.000000000000000000e+03,3.997120535700000143e+00,1.336565399999999982e-03,6.929708145999999847e-01,2.317169999999999907e-04,nan
5.000000000000000000e+03,3.999511964299999889e+00,3.691279999999999800e-04,6.933854106000000295e-01,6.399479999999999925e-05,nan
1.000000000000000000e+04,3.999916607099999855e+00,1.059152999999999988e-04,6.934555624999999557e-01,1.836229999999999866e-05,nan
5.000000000000000000e+04,3.999923214299999863e+00,1.461811000000000089e-04,6.934567080000000328e-01,2.534300000000000113e-05,nan
1.000000000000000000e+05,3.999823035699999974e+00,2.851762000000000090e-04,6.934393402999999845e-01,4.944030000000000164e-05,nan
5.000000000000000000e+05,3.999890892899999884e+00,2.005091999999999877e-04,6.934511045000000262e-01,3.476180000000000318e-05,nan
1.000000000000000000e+06,3.999875357100000084e+00,1.387483000000000011e-04,6.934484110999999951e-01,2.405440000000000131e-05,nan
5.000000000000000000e+06,3.999730357099999800e+00,2.240703000000000085e-04,6.934232728000000456e-01,3.884650000000000153e-05,nan
1.000000000000000000e+07,4.000063392899999570e+00,8.420558000000000296e-04,6.934810103999999864e-01,1.459851000000000128e-04,nan
5.000000000000000000e+07,4.002564999999999706e+00,5.456839800000000060e-03,6.939147077999999746e-01,9.460386999999999789e-04,nan
1.000000000000000000e+08,4.064778035699999847e+00,7.662403299999999418e-02,7.047004265999999850e-01,1.328411739999999994e-02,nan
