pressure,muc,muc_err,molkg,molkg_err,_
0.01,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
0.05,0.0000012500,0.0000028905,0.0000002167,0.0000005011,
0.1,0.0000007143,0.0000009274,0.0000001238,0.0000001608,
0.5,0.0000037500,0.0000041028,0.0000006501,0.0000007113,
1,0.0000082143,0.0000024031,0.0000014241,0.0000004166,
5,0.0000430357,0.0000098646,0.0000074610,0.0000017102,
10,0.0000800000,0.0000173429,0.0000138694,0.0000030067,
50,0.0004150000,0.0000413662,0.0000719475,0.0000071715,
1e2,0.0008283929,0.0000348008,0.0001436164,0.0000060333,
5e2,0.0040937500,0.0001328593,0.0007097232,0.0000230335,
1e3,0.0082103571,0.0002152859,0.0014234091,0.0000373236,
5e3,0.0404880357,0.0005052947,0.0070193097,0.0000876017,
1e4,0.0803701786,0.0016988561,0.0139335773,0.0002945264,
5e4,0.3857900000,0.0117655326,0.0668834498,0.0020397610,
1e5,0.7197517857,0.0092701133,0.1247815713,0.0016071364,
5e5,2.2157764286,0.0325389308,0.3841436311,0.0056411932,
1e6,2.8303357143,0.0113966048,0.4906882412,0.0019758009,
5e6,3.5244160714,0.0099617655,0.6110192210,0.0017270464,
1e7,3.6414716071,0.0160393965,0.6313128472,0.0027807102,
5e7,3.9252639286,0.0066398815,0.6805132139,0.0011511397,

