     Pressure (Pa)     22mC5-400 (mol/kg)     33mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.5283672790E-02    0.5182662258E-03    0.3438550995E-02
    0.3000000000E+01    0.1559306858E-01    0.1524176215E-02    0.1020090334E-01
    0.5000000000E+01    0.2557276306E-01    0.2490982659E-02    0.1681454416E-01
    0.7000000000E+01    0.3523885315E-01    0.3420641313E-02    0.2328441848E-01
    0.9000000000E+01    0.4460639571E-01    0.4314984705E-02    0.2961525345E-01
    0.1100000000E+02    0.5368949013E-01    0.5175731560E-02    0.3581157024E-01
    0.1300000000E+02    0.6250135305E-01    0.6004495374E-02    0.4187769516E-01
    0.1500000000E+02    0.7105438633E-01    0.6802792231E-02    0.4781777005E-01
    0.1700000000E+02    0.7936023884E-01    0.7572047934E-02    0.5363576200E-01
    0.1900000000E+02    0.8742986268E-01    0.8313604522E-02    0.5933547255E-01
    0.2100000000E+02    0.9527356454E-01    0.9028726229E-02    0.6492054618E-01
    0.2300000000E+02    0.1029010525E+00    0.9718604953E-02    0.7039447838E-01
    0.2500000000E+02    0.1103214790E+00    0.1038436526E-01    0.7576062319E-01
    0.2700000000E+02    0.1175434799E+00    0.1102706901E-01    0.8102220031E-01
    0.2900000000E+02    0.1245752105E+00    0.1164771954E-01    0.8618230176E-01
    0.3100000000E+02    0.1314243787E+00    0.1224726562E-01    0.9124389816E-01
    0.3300000000E+02    0.1380982751E+00    0.1282660501E-01    0.9620984462E-01
    0.3500000000E+02    0.1446038012E+00    0.1338658777E-01    0.1010828863E+00
    0.3700000000E+02    0.1509474949E+00    0.1392801934E-01    0.1058656639E+00
    0.3900000000E+02    0.1571355540E+00    0.1445166336E-01    0.1105607180E+00
    0.4100000000E+02    0.1631738586E+00    0.1495824430E-01    0.1151704944E+00
    0.4300000000E+02    0.1690679908E+00    0.1544844987E-01    0.1196973483E+00
    0.4500000000E+02    0.1748232539E+00    0.1592293325E-01    0.1241435483E+00
    0.4700000000E+02    0.1804446891E+00    0.1638231525E-01    0.1285112805E+00
    0.4900000000E+02    0.1859370920E+00    0.1682718618E-01    0.1328026522E+00
    0.1000000000E+02    0.4918265304E-01    0.4749454485E-02    0.3272995178E-01
    0.3000000000E+02    0.1280221498E+00    0.1195007337E-01    0.8872523201E-01
    0.5000000000E+02    0.1886363414E+00    0.1704435657E-01    0.1349203407E+00
    0.7000000000E+02    0.2368475794E+00    0.2074884506E-01    0.1737230050E+00
    0.9000000000E+02    0.2762082865E+00    0.2349874371E-01    0.2068084461E+00
    0.1100000000E+03    0.3090131518E+00    0.2557167639E-01    0.2353786573E+00
    0.1300000000E+03    0.3368138612E+00    0.2715184250E-01    0.2603187777E+00
    0.1500000000E+03    0.3606997390E+00    0.2836546517E-01    0.2822952616E+00
    0.1700000000E+03    0.3814597183E+00    0.2930141049E-01    0.3018196495E+00
    0.1900000000E+03    0.3996803658E+00    0.3002370114E-01    0.3192912312E+00
    0.2100000000E+03    0.4158076431E+00    0.3057938696E-01    0.3350263287E+00
    0.2300000000E+03    0.4301871885E+00    0.3100364857E-01    0.3492788558E+00
    0.2500000000E+03    0.4430913883E+00    0.3132319543E-01    0.3622550420E+00
    0.2700000000E+03    0.4547380533E+00    0.3155858126E-01    0.3741241703E+00
    0.2900000000E+03    0.4653036052E+00    0.3172581432E-01    0.3850265313E+00
    0.3100000000E+03    0.4749325791E+00    0.3183749797E-01    0.3950794046E+00
    0.3300000000E+03    0.4837445976E+00    0.3190365175E-01    0.4043816139E+00
    0.3500000000E+03    0.4918395733E+00    0.3193231135E-01    0.4130170387E+00
    0.3700000000E+03    0.4993016471E+00    0.3192997290E-01    0.4210573520E+00
    0.3900000000E+03    0.5062022111E+00    0.3190192603E-01    0.4285641754E+00
    0.4100000000E+03    0.5126022539E+00    0.3185250638E-01    0.4355907920E+00
    0.4300000000E+03    0.5185542040E+00    0.3178528901E-01    0.4421835194E+00
