     Pressure (Pa)     22mC5-400 (mol/kg)     33mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.3181281417E-02    0.1273240793E-03    0.2013652380E-01
    0.3000000000E+01    0.9452871188E-02    0.3624148128E-03    0.5704712801E-01
    0.5000000000E+01    0.1560607012E-01    0.5748059310E-03    0.9006600371E-01
    0.7000000000E+01    0.2164424977E-01    0.7678264608E-03    0.1197784089E+00
    0.9000000000E+01    0.2757065436E-01    0.9441595764E-03    0.1466578217E+00
    0.1100000000E+02    0.3338840677E-01    0.1105992482E-02    0.1710914122E+00
    0.1300000000E+02    0.3910051410E-01    0.1255126563E-02    0.1933988529E+00
    0.1500000000E+02    0.4470987302E-01    0.1393059525E-02    0.2138464148E+00
    0.1700000000E+02    0.5021927476E-01    0.1521047476E-02    0.2326576725E+00
    0.1900000000E+02    0.5563140990E-01    0.1640152407E-02    0.2500217335E+00
    0.2100000000E+02    0.6094887280E-01    0.1751278924E-02    0.2660996340E+00
    0.2300000000E+02    0.6617416594E-01    0.1855202945E-02    0.2810293624E+00
    0.2500000000E+02    0.7130970389E-01    0.1952594346E-02    0.2949298408E+00
    0.2700000000E+02    0.7635781715E-01    0.2044034976E-02    0.3079041082E+00
    0.2900000000E+02    0.8132075577E-01    0.2130033113E-02    0.3200418874E+00
    0.3100000000E+02    0.8620069284E-01    0.2211035154E-02    0.3314216691E+00
    0.3300000000E+02    0.9099972767E-01    0.2287435126E-02    0.3421124164E+00
    0.3500000000E+02    0.9571988897E-01    0.2359582489E-02    0.3521749683E+00
    0.3700000000E+02    0.1003631377E+00    0.2427788568E-02    0.3616632022E+00
    0.3900000000E+02    0.1049313701E+00    0.2492331894E-02    0.3706250017E+00
    0.4100000000E+02    0.1094264199E+00    0.2553462653E-02    0.3791030683E+00
    0.4300000000E+02    0.1138500615E+00    0.2611406426E-02    0.3871356038E+00
    0.4500000000E+02    0.1182040116E+00    0.2666367337E-02    0.3947568880E+00
    0.4700000000E+02    0.1224899324E+00    0.2718530725E-02    0.4019977697E+00
    0.4900000000E+02    0.1267094328E+00    0.2768065410E-02    0.4088860855E+00
    0.1000000000E+02    0.3049292150E-01    0.1026768003E-02    0.1591589677E+00
    0.3000000000E+02    0.8377096660E-01    0.2171132890E-02    0.3258220122E+00
