     Pressure (Pa)     22mC5-400 (mol/kg)     33mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.6331375623E-02    0.3883703989E-03    0.3439080308E-02
    0.3000000000E+01    0.1863320969E-01    0.1140307259E-02    0.1020555350E-01
    0.5000000000E+01    0.3047674042E-01    0.1860752002E-02    0.1682715636E-01
    0.7000000000E+01    0.4188766164E-01    0.2551478329E-02    0.2330856093E-01
    0.9000000000E+01    0.5288977055E-01    0.3214131717E-02    0.2965423974E-01
    0.1100000000E+02    0.6350513926E-01    0.3850240742E-02    0.3586847632E-01
    0.1300000000E+02    0.7375426826E-01    0.4461227213E-02    0.4195537513E-01
    0.1500000000E+02    0.8365622370E-01    0.5048415280E-02    0.4791887080E-01
    0.1700000000E+02    0.9322876064E-01    0.5613039618E-02    0.5376273686E-01
    0.1900000000E+02    0.1024884338E+00    0.6156252809E-02    0.5949059391E-01
    0.2100000000E+02    0.1114506975E+00    0.6679132004E-02    0.6510591726E-01
    0.2300000000E+02    0.1201299953E+00    0.7182684945E-02    0.7061204423E-01
    0.2500000000E+02    0.1285398417E+00    0.7667855426E-02    0.7601218088E-01
    0.2700000000E+02    0.1366928955E+00    0.8135528244E-02    0.8130940842E-01
    0.2900000000E+02    0.1446010267E+00    0.8586533698E-02    0.8650668927E-01
    0.3100000000E+02    0.1522753770E+00    0.9021651685E-02    0.9160687269E-01
    0.3300000000E+02    0.1597264150E+00    0.9441615432E-02    0.9661270019E-01
    0.3500000000E+02    0.1669639864E+00    0.9847114905E-02    0.1015268105E+00
    0.3700000000E+02    0.1739973596E+00    0.1023879992E-01    0.1063517446E+00
    0.3900000000E+02    0.1808352676E+00    0.1061728299E-01    0.1110899496E+00
    0.4100000000E+02    0.1874859466E+00    0.1098314195E-01    0.1157437840E+00
    0.4300000000E+02    0.1939571702E+00    0.1133692234E-01    0.1203155208E+00
    0.4500000000E+02    0.2002562822E+00    0.1167913959E-01    0.1248073516E+00
    0.4700000000E+02    0.2063902258E+00    0.1201028109E-01    0.1292213906E+00
    0.4900000000E+02    0.2123655706E+00    0.1233080801E-01    0.1335596774E+00
    0.1000000000E+02    0.5824448100E-01    0.3535413021E-02    0.3277752769E-01
    0.3000000000E+02    0.1484667550E+00    0.8806031746E-02    0.8906874435E-01
    0.5000000000E+02    0.2152957254E+00    0.1248722839E-01    0.1357010317E+00
    0.7000000000E+02    0.2669212313E+00    0.1515301479E-01    0.1749955618E+00
    0.9000000000E+02    0.3080804268E+00    0.1713536050E-01    0.2085822973E+00
    0.1100000000E+03    0.3417093366E+00    0.1863877298E-01    0.2376397586E+00
    0.1300000000E+03    0.3697285170E+00    0.1979562041E-01    0.2630414163E+00
    0.1500000000E+03    0.3934497265E+00    0.2069505858E-01    0.2854485554E+00
    0.1700000000E+03    0.4138010895E+00    0.2139914012E-01    0.3053711401E+00
    0.1900000000E+03    0.4314588249E+00    0.2195225766E-01    0.3232088484E+00
    0.2100000000E+03    0.4469279323E+00    0.2238692083E-01    0.3392794283E+00
    0.2300000000E+03    0.4605935697E+00    0.2272742025E-01    0.3538387235E+00
    0.2500000000E+03    0.4727548753E+00    0.2299222482E-01    0.3670950928E+00
    0.2700000000E+03    0.4836478803E+00    0.2319559285E-01    0.3792199723E+00
    0.2900000000E+03    0.4934614259E+00    0.2334868103E-01    0.3903557354E+00
    0.3100000000E+03    0.5023484665E+00    0.2346032370E-01    0.4006216225E+00
    0.3300000000E+03    0.5104342541E+00    0.2353759092E-01    0.4101182745E+00
    0.3500000000E+03    0.5178223696E+00    0.2358619472E-01    0.4189312375E+00
    0.3700000000E+03    0.5245992356E+00    0.2361078955E-01    0.4271337026E+00
    0.3900000000E+03    0.5308375417E+00    0.2361519728E-01    0.4347886689E+00
    0.4100000000E+03    0.5365988771E+00    0.2360257807E-01    0.4419506655E+00
    0.4300000000E+03    0.5419357777E+00    0.2357556138E-01    0.4486671362E+00
    0.4500000000E+03    0.5468933349E+00    0.2353634770E-01    0.4549795593E+00
    0.4700000000E+03    0.5515104712E+00    0.2348678808E-01    0.4609243620E+00
    0.4900000000E+03    0.5558209627E+00    0.2342844702E-01    0.4665336703E+00
    0.1000000000E+03    0.3256982970E+00    0.1793739289E-01    0.2236167295E+00
    0.3000000000E+03    0.4980123612E+00    0.2340920519E-01    0.3955907328E+00
    0.5000000000E+03    0.5578705706E+00    0.2339640654E-01    0.4692215321E+00
    0.7000000000E+03    0.5882502996E+00    0.2252905695E-01    0.5108037318E+00
    0.9000000000E+03    0.6065921103E+00    0.2152910966E-01    0.5377932662E+00
    0.1100000000E+04    0.6188539185E+00    0.2056602038E-01    0.5568524878E+00
    0.1300000000E+04    0.6276228935E+00    0.1968112042E-01    0.5710965941E+00
    0.1500000000E+04    0.6342024455E+00    0.1887940082E-01    0.5821850140E+00
    0.1700000000E+04    0.6393200097E+00    0.1815504098E-01    0.5910863307E+00
    0.1900000000E+04    0.6434132899E+00    0.1749950505E-01    0.5984056062E+00
    0.2100000000E+04    0.6467613236E+00    0.1690423722E-01    0.6045411906E+00
    0.2300000000E+04    0.6495503440E+00    0.1636151197E-01    0.6097665529E+00
    0.2500000000E+04    0.6519093698E+00    0.1586462396E-01    0.6142759579E+00
    0.2700000000E+04    0.6539305928E+00    0.1540784445E-01    0.6182113872E+00
    0.2900000000E+04    0.6556816327E+00    0.1498630481E-01    0.6216791365E+00
    0.3100000000E+04    0.6572132066E+00    0.1459586814E-01    0.6247604413E+00
    0.3300000000E+04    0.6585640963E+00    0.1423301083E-01    0.6275185039E+00
    0.3500000000E+04    0.6597644615E+00    0.1389472034E-01    0.6300032701E+00
    0.3700000000E+04    0.6608381086E+00    0.1357840974E-01    0.6322547583E+00
    0.3900000000E+04    0.6618040789E+00    0.1328184722E-01    0.6343054274E+00
    0.4100000000E+04    0.6626777833E+00    0.1300309823E-01    0.6361818957E+00
    0.4300000000E+04    0.6634718277E+00    0.1274047804E-01    0.6379062080E+00
    0.4500000000E+04    0.6641966231E+00    0.1249251289E-01    0.6394967855E+00
    0.4700000000E+04    0.6648608431E+00    0.1225790793E-01    0.6409691467E+00
    0.4900000000E+04    0.6654717717E+00    0.1203552077E-01    0.6423364627E+00
    0.1000000000E+04    0.6132777288E+00    0.2103899343E-01    0.5480711320E+00
    0.3000000000E+04    0.6564721944E+00    0.1478743192E-01    0.6232637863E+00
    0.5000000000E+04    0.6657592151E+00    0.1192858808E-01    0.6429843109E+00
    0.7000000000E+04    0.6698038294E+00    0.1023771312E-01    0.6524576744E+00
    0.9000000000E+04    0.6720670409E+00    0.9092267131E-02    0.6581284823E+00
    0.1100000000E+05    0.6735131646E+00    0.8251808401E-02    0.6619457930E+00
    0.1300000000E+05    0.6745169774E+00    0.7601862911E-02    0.6647113839E+00
    0.1500000000E+05    0.6752544743E+00    0.7080185775E-02    0.6668187423E+00
    0.1700000000E+05    0.6758192211E+00    0.6649675580E-02    0.6684847944E+00
    0.1900000000E+05    0.6762655510E+00    0.6286675261E-02    0.6698394736E+00
