     Pressure (Pa)     22mC5-400 (mol/kg)     33mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.5284337214E-02    0.3871887499E-03    0.6843892241E-02
    0.3000000000E+01    0.1559880109E-01    0.1129993628E-02    0.2011231013E-01
    0.5000000000E+01    0.2558803670E-01    0.1832954893E-02    0.3284976618E-01
    0.7000000000E+01    0.3526758306E-01    0.2498591374E-02    0.4508774730E-01
    0.9000000000E+01    0.4465199810E-01    0.3129228238E-02    0.5685529423E-01
    0.1100000000E+02    0.5375493482E-01    0.3727014796E-02    0.6817923468E-01
    0.1300000000E+02    0.6258921037E-01    0.4293940387E-02    0.7908439033E-01
    0.1500000000E+02    0.7116686906E-01    0.4831848587E-02    0.8959376100E-01
    0.1700000000E+02    0.7949923963E-01    0.5342449941E-02    0.9972868883E-01
    0.1900000000E+02    0.8759698762E-01    0.5827333396E-02    0.1095090051E+00
    0.2100000000E+02    0.9547016317E-01    0.6287976591E-02    0.1189531618E+00
    0.2300000000E+02    0.1031282448E+00    0.6725755125E-02    0.1280783494E+00
    0.2500000000E+02    0.1105801795E+00    0.7141950927E-02    0.1369006029E+00
    0.2700000000E+02    0.1178344195E+00    0.7537759827E-02    0.1454348977E+00
    0.2900000000E+02    0.1248989559E+00    0.7914298413E-02    0.1536952354E+00
    0.3100000000E+02    0.1317813499E+00    0.8272610252E-02    0.1616947219E+00
    0.3300000000E+02    0.1384887613E+00    0.8613671541E-02    0.1694456380E+00
    0.3500000000E+02    0.1450279749E+00    0.8938396253E-02    0.1769595035E+00
    0.3700000000E+02    0.1514054247E+00    0.9247640822E-02    0.1842471348E+00
    0.3900000000E+02    0.1576272163E+00    0.9542208417E-02    0.1913186984E+00
    0.4100000000E+02    0.1636991476E+00    0.9822852858E-02    0.1981837588E+00
    0.4300000000E+02    0.1696267284E+00    0.1009028218E-01    0.2048513225E+00
    0.4500000000E+02    0.1754151977E+00    0.1034516191E-01    0.2113298780E+00
    0.4700000000E+02    0.1810695401E+00    0.1058811808E-01    0.2176274327E+00
    0.4900000000E+02    0.1865945018E+00    0.1081973996E-01    0.2237515467E+00
    0.1000000000E+02    0.4923783135E-01    0.3432099896E-02    0.6257111915E-01
    0.3000000000E+02    0.1283624641E+00    0.8095670147E-02    0.1577267989E+00
    0.5000000000E+02    0.1893098860E+00    0.1093147527E-01    0.2267508111E+00
    0.7000000000E+02    0.2378177254E+00    0.1269003272E-01    0.2791723080E+00
    0.9000000000E+02    0.2774169385E+00    0.1378274426E-01    0.3203809465E+00
    0.1100000000E+03    0.3104028654E+00    0.1444913120E-01    0.3536559539E+00
    0.1300000000E+03    0.3383348417E+00    0.1483524549E-01    0.3811079251E+00
    0.1500000000E+03    0.3623111940E+00    0.1503346067E-01    0.4041574091E+00
    0.1700000000E+03    0.3831291951E+00    0.1510394926E-01    0.4237959882E+00
    0.1900000000E+03    0.4013824942E+00    0.1508686471E-01    0.4407370859E+00
    0.2100000000E+03    0.4175228290E+00    0.1500953918E-01    0.4555072840E+00
    0.2300000000E+03    0.4319004506E+00    0.1489088445E-01    0.4685038500E+00
    0.2500000000E+03    0.4447913869E+00    0.1474416229E-01    0.4800322216E+00
    0.2700000000E+03    0.4564163045E+00    0.1457877293E-01    0.4903311524E+00
    0.2900000000E+03    0.4669538562E+00    0.1440143485E-01    0.4995900132E+00
    0.3100000000E+03    0.4765503155E+00    0.1421697835E-01    0.5079609658E+00
    0.3300000000E+03    0.4853266564E+00    0.1402888827E-01    0.5155676994E+00
    0.3500000000E+03    0.4933838403E+00    0.1383968075E-01    0.5225118118E+00
    0.3700000000E+03    0.5008068199E+00    0.1365116843E-01    0.5288775459E+00
    0.3900000000E+03    0.5076676132E+00    0.1346464912E-01    0.5347353549E+00
    0.4100000000E+03    0.5140276900E+00    0.1328104172E-01    0.5401446225E+00
    0.4300000000E+03    0.5199398454E+00    0.1310098486E-01    0.5451557617E+00
    0.4500000000E+03    0.5254496862E+00    0.1292490916E-01    0.5498118530E+00
    0.4700000000E+03    0.5305968187E+00    0.1275309066E-01    0.5541499356E+00
    0.4900000000E+03    0.5354158087E+00    0.1258569036E-01    0.5582020344E+00
    0.1000000000E+03    0.2946258199E+00    0.1415849716E-01    0.3378579059E+00
    0.3000000000E+03    0.4718616378E+00    0.1430985213E-01    0.5038781644E+00
    0.5000000000E+03    0.5377118687E+00    0.1250367337E-01    0.5601296825E+00
    0.7000000000E+03    0.5721022008E+00    0.1108888891E-01    0.5888269128E+00
    0.9000000000E+03    0.5931941536E+00    0.1002462772E-01    0.6063623328E+00
    0.1100000000E+04    0.6074329299E+00    0.9201044542E-02    0.6182432159E+00
    0.1300000000E+04    0.6176829673E+00    0.8543471074E-02    0.6268527724E+00
    0.1500000000E+04    0.6254099559E+00    0.8004281158E-02    0.6333942829E+00
    0.1700000000E+04    0.6314409952E+00    0.7552425899E-02    0.6385425195E+00
    0.1900000000E+04    0.6362778676E+00    0.7166950646E-02    0.6427059392E+00
    0.2100000000E+04    0.6402424901E+00    0.6833226011E-02    0.6461466382E+00
    0.2300000000E+04    0.6435507900E+00    0.6540724518E-02    0.6490407180E+00
    0.2500000000E+04    0.6463529612E+00    0.6281667652E-02    0.6515109953E+00
    0.2700000000E+04    0.6487566821E+00    0.6050174699E-02    0.6536458081E+00
