     Pressure (Pa)     22mC5-400 (mol/kg)     33mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.1063606390E-02    0.2541442358E-03    0.2337489755E-01
    0.3000000000E+01    0.3179192395E-02    0.7213914091E-03    0.6561923992E-01
    0.5000000000E+01    0.5279427416E-02    0.1142550844E-02    0.1027644014E+00
    0.7000000000E+01    0.7364490602E-02    0.1525835318E-02    0.1356825394E+00
    0.9000000000E+01    0.9434558279E-02    0.1877612459E-02    0.1650575638E+00
    0.1100000000E+02    0.1148980401E-01    0.2202888753E-02    0.1914333316E+00
    0.1300000000E+02    0.1353039865E-01    0.2505649956E-02    0.2152477564E+00
    0.1500000000E+02    0.1555651039E-01    0.2789105051E-02    0.2368574116E+00
    0.1700000000E+02    0.1756830482E-01    0.3055864044E-02    0.2565555812E+00
    0.1900000000E+02    0.1956594497E-01    0.3308069535E-02    0.2745857080E+00
    0.2100000000E+02    0.2154959136E-01    0.3547495409E-02    0.2911515519E+00
    0.2300000000E+02    0.2351940206E-01    0.3775621806E-02    0.3064249610E+00
    0.2500000000E+02    0.2547553272E-01    0.3993692717E-02    0.3205518850E+00
    0.2700000000E+02    0.2741813662E-01    0.4202760699E-02    0.3336570786E+00
    0.2900000000E+02    0.2934736474E-01    0.4403721923E-02    0.3458478150E+00
    0.3100000000E+02    0.3126336575E-01    0.4597343896E-02    0.3572168451E+00
    0.3300000000E+02    0.3316628611E-01    0.4784287556E-02    0.3678447760E+00
    0.3500000000E+02    0.3505627006E-01    0.4965125038E-02    0.3778019956E+00
    0.3700000000E+02    0.3693345972E-01    0.5140354039E-02    0.3871502431E+00
    0.3900000000E+02    0.3879799507E-01    0.5310409523E-02    0.3959438983E+00
    0.4100000000E+02    0.4065001402E-01    0.5475673323E-02    0.4042310471E+00
    0.4300000000E+02    0.4248965247E-01    0.5636482045E-02    0.4120543663E+00
    0.4500000000E+02    0.4431704428E-01    0.5793133632E-02    0.4194518645E+00
    0.4700000000E+02    0.4613232138E-01    0.5945892828E-02    0.4264575028E+00
    0.4900000000E+02    0.4793561376E-01    0.6094995755E-02    0.4331017207E+00
    0.1000000000E+02    0.1046402315E-01    0.2043293421E-02    0.1785908283E+00
    0.3000000000E+02    0.3030700943E-01    0.4501406736E-02    0.3516297453E+00
    0.5000000000E+02    0.4883280578E-01    0.6168243039E-02    0.4362969571E+00
    0.7000000000E+02    0.6617775559E-01    0.7482497238E-02    0.4865962766E+00
    0.9000000000E+02    0.8245968003E-01    0.8578760588E-02    0.5199593030E+00
    0.1100000000E+03    0.9778091776E-01    0.9515446483E-02    0.5437269503E+00
    0.1300000000E+03    0.1122307877E+00    0.1032478142E-01    0.5615298195E+00
    0.1500000000E+03    0.1258875980E+00    0.1102777779E-01    0.5753701981E+00
    0.1700000000E+03    0.1388202961E+00    0.1163973450E-01    0.5864433055E+00
    0.1900000000E+03    0.1510898314E+00    0.1217259577E-01    0.5955069227E+00
    0.2100000000E+03    0.1627502875E+00    0.1263610165E-01    0.6030648653E+00
    0.2300000000E+03    0.1738498280E+00    0.1303841594E-01    0.6094652277E+00
    0.2500000000E+03    0.1844314907E+00    0.1338650445E-01    0.6149562795E+00
    0.2700000000E+03    0.1945338570E+00    0.1368638282E-01    0.6197198870E+00
    0.2900000000E+03    0.2041916199E+00    0.1394329057E-01    0.6238923437E+00
    0.3100000000E+03    0.2134360666E+00    0.1416181999E-01    0.6275778183E+00
    0.3300000000E+03    0.2222954920E+00    0.1434601563E-01    0.6308573036E+00
    0.3500000000E+03    0.2307955520E+00    0.1449945356E-01    0.6337947297E+00
    0.3700000000E+03    0.2389595695E+00    0.1462530580E-01    0.6364412379E+00
    0.3900000000E+03    0.2468087969E+00    0.1472639375E-01    0.6388382310E+00
    0.4100000000E+03    0.2543626457E+00    0.1480523302E-01    0.6410195889E+00
    0.4300000000E+03    0.2616388844E+00    0.1486407129E-01    0.6430133052E+00
    0.4500000000E+03    0.2686538127E+00    0.1490492081E-01    0.6448427151E+00
    0.4700000000E+03    0.2754224131E+00    0.1492958614E-01    0.6465274263E+00
    0.4900000000E+03    0.2819584842E+00    0.1493968822E-01    0.6480840365E+00
