pressure,muc,muc_err,molkg,molkg_err,_
0.01,0.0000916071,0.0000042643,0.0000158817,0.0000007393,
0.05,0.0004750000,0.0000177352,0.0000823496,0.0000030747,
0.1,0.0009498214,0.0000511415,0.0001646682,0.0000088663,
0.5,0.0051403571,0.0001592844,0.0008911709,0.0000276147,
1,0.0104630357,0.0001640631,0.0018139504,0.0000284432,
5,0.0545555357,0.0008429495,0.0094581571,0.0001461401,
10,0.1087189286,0.0012323437,0.0188483294,0.0002136484,
50,0.5038537500,0.0056117673,0.0873518675,0.0009728981,
1e2,0.9120269643,0.0066195510,0.1581158393,0.0011476150,
5e2,2.4368275000,0.0162009405,0.4224667039,0.0028087166,
1e3,3.0328112500,0.0124698103,0.5257909196,0.0021618599,
5e3,3.7695017857,0.0101651453,0.6535091198,0.0017623059,
1e4,3.8894932143,0.0056453076,0.6743117344,0.0009787129,
5e4,4.0195692857,0.0047127145,0.6968626984,0.0008170315,
1e5,4.0874664286,0.0219146485,0.7086338566,0.0037992879,
5e5,4.5243407143,0.0491437238,0.7843736615,0.0085199248,
1e6,4.6528650000,0.1534273370,0.8066555963,0.0265993146,
5e6,4.9142716071,0.0782782739,0.8519750076,0.0135709091,
1e7,5.1032976786,0.1020992537,0.8847459860,0.0177006929,
5e7,6.6294601786,0.0523143100,1.1493329709,0.0090696014,
1e8,6.9624639286,0.0197856945,1.2070650002,0.0034301965,
