pressure,muc,muc_err,molkg,molkg_err,_
0.1,0.0000050000,0.0000043357,0.0000008668,0.0000007517,
0.5,0.0000239286,0.0000059382,0.0000041484,0.0000010295,
1,0.0000462500,0.0000083097,0.0000080182,0.0000014406,
5,0.0002351786,0.0000072517,0.0000407723,0.0000012572,
10,0.0004885714,0.0000233223,0.0000847024,0.0000040433,
50,0.0025267857,0.0000642615,0.0004380625,0.0000111409,
1e2,0.0051625000,0.0000774727,0.0008950097,0.0000134312,
5e2,0.0266423214,0.0003180960,0.0046189128,0.0000551475,
1e3,0.0534571429,0.0008389497,0.0092677315,0.0001454466,
5e3,0.2546562500,0.0035772833,0.0441491187,0.0006201847,
1e4,0.4811880357,0.0059194070,0.0834223692,0.0010262328,
5e4,1.6159575000,0.0102239316,0.2801545200,0.0017724975,
1e5,2.2720846429,0.0229377629,0.3939056458,0.0039766627,
5e5,3.4191194643,0.0081076113,0.5927642109,0.0014055963,
1e6,3.6660400000,0.0069782377,0.6355722081,0.0012097997,
5e6,3.9008419643,0.0040195105,0.6762792389,0.0006968525,
1e7,3.9389573214,0.0035695036,0.6828872032,0.0006188359,
5e7,4.0802323214,0.0089620570,0.7073796975,0.0015537295,

