pressure,muc,muc_err,molkg,molkg_err,_
0.01,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
0.05,0.0000005357,0.0000009914,0.0000000929,0.0000001719,
0.1,0.0000012500,0.0000009914,0.0000002167,0.0000001719,
0.5,0.0000089286,0.0000031352,0.0000015479,0.0000005435,
1,0.0000171429,0.0000043215,0.0000029720,0.0000007492,
5,0.0000757143,0.0000103508,0.0000131264,0.0000017945,
10,0.0001478571,0.0000173252,0.0000256336,0.0000030036,
50,0.0007242857,0.0000309117,0.0001255676,0.0000053591,
1e2,0.0014798214,0.0000279826,0.0002565529,0.0000048513,
5e2,0.0077476786,0.0001782929,0.0013431957,0.0000309102,
1e3,0.0157117857,0.0004470469,0.0027239131,0.0000775034,
5e3,0.0786008929,0.0010158482,0.0136268407,0.0001761151,
1e4,0.1559323214,0.0031101135,0.0270335975,0.0005391926,
5e4,0.6714373214,0.0044329798,0.1164054132,0.0007685346,
1e5,1.1356476786,0.0040000048,0.1968844046,0.0006934709,
5e5,2.5731867857,0.0183748988,0.4461069730,0.0031856104,
1e6,3.0693671429,0.0092617153,0.5321285236,0.0016056805,
5e6,3.6889235714,0.0082856740,0.6395394758,0.0014364666,
1e7,3.8017021429,0.0055201404,0.6590916154,0.0009570130,
5e7,3.9953392857,0.0052214197,0.6926620037,0.0009052245,
1e8,4.1817155357,0.0277813382,0.7249735892,0.0048163813,
