1.566803919903740627e-02	6.800831018338557854e-01	3.045384741670434280e-09	8.155916890881251824e-01
1.566804993125962484e-02	6.800829668577659248e-01	3.045398318035978554e-09	8.155916073283591139e-01
1.566805568559436271e-02	6.800829045469188872e-01	3.045404425575406700e-09	8.155915727208603583e-01
1.566807252951649826e-02	6.800826940930182474e-01	3.045425573978844431e-09	8.155914451834404000e-01
1.566807132248182119e-02	6.800827110489461313e-01	3.045423869014820123e-09	8.155914555664872667e-01
1.566804357887287280e-02	6.800830512362437963e-01	3.045389756211441380e-09	8.155916597226193776e-01
1.566800171711470527e-02	6.800835673896181710e-01	3.045338078352944309e-09	8.155919676158196463e-01
1.566805135429231652e-02	6.800829515511382928e-01	3.045399812046602445e-09	8.155915989786125531e-01
1.566805509311672978e-02	6.800829206429620521e-01	3.045402711808996152e-09	8.155915841017636891e-01
1.566800487756387500e-02	6.800835257474955320e-01	3.045342231547671841e-09	8.155919432278866399e-01
1.566799561268811605e-02	6.800836383680141095e-01	3.045331015915791861e-09	8.155920091813070316e-01
1.566799453458873892e-02	6.800836594698882465e-01	3.045328756807314990e-09	8.155920241642101720e-01
1.566799304480473790e-02	6.800836710756903436e-01	3.045327662019437168e-09	8.155920303278806349e-01
1.566806435034378414e-02	6.800827954735978453e-01	3.045415393933726011e-09	8.155915064609324805e-01
1.566804423731770965e-02	6.800830485134703451e-01	3.045389980614694746e-09	8.155916588987938143e-01
1.566806327502369076e-02	6.800828103987193174e-01	3.045413895292278286e-09	8.155915155436803676e-01
1.566799786977806849e-02	6.800836093994152565e-01	3.045333933366269199e-09	8.155919915542834131e-01
1.566799879126241565e-02	6.800836081018341028e-01	3.045333905414890419e-09	8.155919938406996916e-01
1.566799510944972759e-02	6.800836425420694331e-01	3.045330610276930036e-09	8.155920112265582222e-01
1.566804471221940401e-02	6.800830324389237624e-01	3.045391710520811043e-09	8.155916473404899447e-01
1.566807284362398828e-02	6.800826871594523038e-01	3.045426310401098845e-09	8.155914404102820869e-01
1.566799286504057601e-02	6.800836684240523233e-01	3.045328003007901317e-09	8.155920274099819345e-01
1.566799328041464101e-02	6.800836683740507649e-01	3.045327962420451943e-09	8.155920279938587703e-01
1.566804082913731549e-02	6.800830809081046535e-01	3.045386832668228343e-09	8.155916765326939322e-01
1.566803898133713874e-02	6.800831061267481603e-01	3.045384317527336183e-09	8.155916911695335614e-01
1.566805503896492868e-02	6.800829090248857733e-01	3.045404044613092034e-09	8.155915737731636028e-01
1.566799678649363065e-02	6.800836187078629358e-01	3.045333005186224324e-09	8.155919968909060014e-01
1.566798869173898628e-02	6.800837207619683245e-01	3.045322752874436119e-09	8.155920584711132681e-01
1.566798799260211983e-02	6.800837339776965029e-01	3.045321391033605369e-09	8.155920669653728972e-01
1.566798908222339151e-02	6.800837259082208597e-01	3.045322072927260980e-09	8.155920648872730938e-01
1.566800138328634448e-02	6.800835674446551460e-01	3.045338121945370035e-09	8.155919666973637794e-01
1.566799191363213786e-02	6.800836811874279020e-01	3.045326707765151849e-09	8.155920353116149490e-01
1.566800020099209934e-02	6.800835874492224820e-01	3.045336038450487527e-09	8.155919802730732249e-01
1.566807374354533752e-02	6.800826783883351379e-01	3.045427143686286535e-09	8.155914361044558358e-01
1.566807551162264708e-02	6.800826790871453698e-01	3.045426731834034791e-09	8.155914424107438832e-01
1.566800222569090031e-02	6.800835623827495846e-01	3.045338547886011839e-09	8.155919649657545900e-01
1.566797483487393158e-02	6.800838419096902898e-01	3.045311431466619829e-09	8.155921168250939157e-01
1.566800870176255148e-02	6.800834034749447810e-01	3.045355635403602939e-09	8.155918501700125667e-01
1.566803758969112503e-02	6.800830549995061647e-01	3.045390540605338106e-09	8.155916415700171784e-01
1.566804894185647515e-02	6.800829871732398946e-01	3.045396149325357140e-09	8.155916216426738474e-01
