     Pressure (Pa)     22mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.1063876697E-02    0.2977277308E-01
    0.3000000000E+01    0.3181603876E-02    0.8219170275E-01
    0.5000000000E+01    0.5286067540E-02    0.1268641526E+00
    0.7000000000E+01    0.7377392037E-02    0.1653894602E+00
    0.9000000000E+01    0.9455700160E-02    0.1989550416E+00
    0.1100000000E+02    0.1152111318E-01    0.2284609854E+00
    0.1300000000E+02    0.1357375086E-01    0.2546020040E+00
    0.1500000000E+02    0.1561373148E-01    0.2779228489E+00
    0.1700000000E+02    0.1764117187E-01    0.2988567024E+00
    0.1900000000E+02    0.1965618742E-01    0.3177523493E+00
    0.2100000000E+02    0.2165889212E-01    0.3348937761E+00
    0.2300000000E+02    0.2364939855E-01    0.3505145512E+00
    0.2500000000E+02    0.2562781794E-01    0.3648085385E+00
    0.2700000000E+02    0.2759426015E-01    0.3779379901E+00
    0.2900000000E+02    0.2954883374E-01    0.3900397373E+00
    0.3100000000E+02    0.3149164594E-01    0.4012299815E+00
    0.3300000000E+02    0.3342280269E-01    0.4116080408E+00
    0.3500000000E+02    0.3534240867E-01    0.4212593089E+00
    0.3700000000E+02    0.3725056732E-01    0.4302576131E+00
    0.3900000000E+02    0.3914738083E-01    0.4386671077E+00
    0.4100000000E+02    0.4103295018E-01    0.4465438087E+00
    0.4300000000E+02    0.4290737516E-01    0.4539368444E+00
    0.4500000000E+02    0.4477075439E-01    0.4608894822E+00
    0.4700000000E+02    0.4662318531E-01    0.4674399778E+00
    0.4900000000E+02    0.4846476422E-01    0.4736222799E+00
    0.1000000000E+02    0.1049001104E-01    0.2141679858E+00
    0.3000000000E+02    0.3052170336E-01    0.3957422322E+00
    0.5000000000E+02    0.4938151397E-01    0.4765849368E+00
    0.7000000000E+02    0.6716944995E-01    0.5223423538E+00
    0.9000000000E+02    0.8397445088E-01    0.5517965352E+00
    0.1100000000E+03    0.9987587889E-01    0.5723520636E+00
    0.1300000000E+03    0.1149447742E+00    0.5875181879E+00
    0.1500000000E+03    0.1292449181E+00    0.5991727200E+00
    0.1700000000E+03    0.1428337373E+00    0.6084114488E+00
    0.1900000000E+03    0.1557630757E+00    0.6159168962E+00
    0.2100000000E+03    0.1680798573E+00    0.6221363890E+00
    0.2300000000E+03    0.1798266561E+00    0.6273753566E+00
    0.2500000000E+03    0.1910421888E+00    0.6318494797E+00
    0.2700000000E+03    0.2017617421E+00    0.6357154124E+00
    0.2900000000E+03    0.2120175441E+00    0.6390896919E+00
    0.3100000000E+03    0.2218390892E+00    0.6420608151E+00
    0.3300000000E+03    0.2312534216E+00    0.6446971996E+00
    0.3500000000E+03    0.2402853846E+00    0.6470525775E+00
    0.3700000000E+03    0.2489578401E+00    0.6491697383E+00
    0.3900000000E+03    0.2572918626E+00    0.6510831824E+00
    0.4100000000E+03    0.2653069099E+00    0.6528210381E+00
    0.4300000000E+03    0.2730209760E+00    0.6544064692E+00
    0.4500000000E+03    0.2804507256E+00    0.6558587257E+00
    0.4700000000E+03    0.2876116151E+00    0.6571939381E+00
    0.4900000000E+03    0.2945179998E+00    0.6584257255E+00
    0.1000000000E+03    0.9203348975E-01    0.5629134036E+00
    0.3000000000E+03    0.2169808542E+00    0.6406209743E+00
    0.5000000000E+03    0.2978799618E+00    0.6590065223E+00
    0.7000000000E+03    0.3545492544E+00    0.6672642087E+00
    0.9000000000E+03    0.3964660729E+00    0.6719521990E+00
    0.1100000000E+04    0.4287337768E+00    0.6749674806E+00
    0.1300000000E+04    0.4543443648E+00    0.6770645535E+00
    0.1500000000E+04    0.4751681821E+00    0.6786035667E+00
    0.1700000000E+04    0.4924345906E+00    0.6797783305E+00
    0.1900000000E+04    0.5069849471E+00    0.6807024327E+00
    0.2100000000E+04    0.5194145217E+00    0.6814468463E+00
    0.2300000000E+04    0.5301563633E+00    0.6820581871E+00
    0.2500000000E+04    0.5395330521E+00    0.6825683243E+00
    0.2700000000E+04    0.5477898242E+00    0.6829997742E+00
    0.2900000000E+04    0.5551164495E+00    0.6833688886E+00
    0.3100000000E+04    0.5616620798E+00    0.6836878236E+00
    0.3300000000E+04    0.5675455685E+00    0.6839657990E+00
    0.3500000000E+04    0.5728627952E+00    0.6842099316E+00
    0.3700000000E+04    0.5776919635E+00    0.6844257993E+00
    0.3900000000E+04    0.5820974964E+00    0.6846178339E+00
    0.4100000000E+04    0.5861329454E+00    0.6847895995E+00
    0.4300000000E+04    0.5898431916E+00    0.6849439937E+00
    0.4500000000E+04    0.5932661336E+00    0.6850833952E+00
    0.4700000000E+04    0.5964339949E+00    0.6852097746E+00
    0.4900000000E+04    0.5993743486E+00    0.6853247776E+00
    0.1000000000E+04    0.4135847283E+00    0.6736080368E+00
    0.3000000000E+04    0.5584788482E+00    0.6835339949E+00
    0.5000000000E+04    0.6007667580E+00    0.6853784543E+00
    0.7000000000E+04    0.6209988911E+00    0.6860980759E+00
    0.9000000000E+04    0.6328815241E+00    0.6864615053E+00
    0.1100000000E+05    0.6407081358E+00    0.6866715784E+00
    0.1300000000E+05    0.6462573819E+00    0.6868034543E+00
    0.1500000000E+05    0.6503997334E+00    0.6868908915E+00
    0.1700000000E+05    0.6536117375E+00    0.6869510902E+00
    0.1900000000E+05    0.6561763089E+00    0.6869936354E+00
    0.2100000000E+05    0.6582720613E+00    0.6870242400E+00
    0.2300000000E+05    0.6600173466E+00    0.6870464912E+00
    0.2500000000E+05    0.6614937100E+00    0.6870627383E+00
    0.2700000000E+05    0.6627591767E+00    0.6870745733E+00
    0.2900000000E+05    0.6638561685E+00    0.6870831060E+00
    0.3100000000E+05    0.6648164226E+00    0.6870891295E+00
    0.3300000000E+05    0.6656641596E+00    0.6870932218E+00
    0.3500000000E+05    0.6664181863E+00    0.6870958120E+00
    0.3700000000E+05    0.6670933300E+00    0.6870972238E+00
    0.3900000000E+05    0.6677014394E+00    0.6870977042E+00
    0.4100000000E+05    0.6682520973E+00    0.6870974445E+00
    0.4300000000E+05    0.6687531387E+00    0.6870965941E+00
    0.4500000000E+05    0.6692110319E+00    0.6870952707E+00
    0.4700000000E+05    0.6696311648E+00    0.6870935682E+00
    0.4900000000E+05    0.6700180613E+00    0.6870915617E+00
    0.1000000000E+05    0.6371593944E+00    0.6865795444E+00
    0.3000000000E+05    0.6643517265E+00    0.6870863912E+00
    0.5000000000E+05    0.6702002654E+00    0.6870904638E+00
    0.7000000000E+05    0.6727788031E+00    0.6870624033E+00
    0.9000000000E+05    0.6742389608E+00    0.6870328862E+00
    0.1100000000E+06    0.6751822769E+00    0.6870062326E+00
    0.1300000000E+06    0.6758437533E+00    0.6869828058E+00
    0.1500000000E+06    0.6763343466E+00    0.6869622385E+00
    0.1700000000E+06    0.6767133604E+00    0.6869440767E+00
    0.1900000000E+06    0.6770154090E+00    0.6869279178E+00
    0.2100000000E+06    0.6772620751E+00    0.6869134315E+00
    0.2300000000E+06    0.6774675261E+00    0.6869003520E+00
    0.2500000000E+06    0.6776414532E+00    0.6868884660E+00
    0.2700000000E+06    0.6777907142E+00    0.6868776012E+00
    0.2900000000E+06    0.6779203008E+00    0.6868676176E+00
    0.3100000000E+06    0.6780339348E+00    0.6868584005E+00
    0.3300000000E+06    0.6781344486E+00    0.6868498545E+00
    0.3500000000E+06    0.6782240373E+00    0.6868419004E+00
    0.3700000000E+06    0.6783044284E+00    0.6868344713E+00
