     Pressure (Pa)     22mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.8418898081E-02    0.6847035853E-02
    0.3000000000E+01    0.2464636689E-01    0.2013938150E-01
    0.5000000000E+01    0.4010806901E-01    0.3292177876E-01
    0.7000000000E+01    0.5485696064E-01    0.4522302077E-01
    0.9000000000E+01    0.6894122511E-01    0.5706977302E-01
    0.1100000000E+02    0.8240479872E-01    0.6848676634E-01
    0.1300000000E+02    0.9528782858E-01    0.7949696922E-01
    0.1500000000E+02    0.1076270725E+00    0.9012174205E-01
    0.1700000000E+02    0.1194562493E+00    0.1003809754E+00
    0.1900000000E+02    0.1308063464E+00    0.1102932145E+00
    0.2100000000E+02    0.1417058910E+00    0.1198757706E+00
    0.2300000000E+02    0.1521811894E+00    0.1291448227E+00
    0.2500000000E+02    0.1622565393E+00    0.1381155078E+00
    0.2700000000E+02    0.1719544173E+00    0.1468020042E+00
    0.2900000000E+02    0.1812956470E+00    0.1552176055E+00
    0.3100000000E+02    0.1902995480E+00    0.1633747892E+00
    0.3300000000E+02    0.1989840691E+00    0.1712852780E+00
    0.3500000000E+02    0.2073659080E+00    0.1789600961E+00
    0.3700000000E+02    0.2154606183E+00    0.1864096205E+00
    0.3900000000E+02    0.2232827060E+00    0.1936436278E+00
    0.4100000000E+02    0.2308457158E+00    0.2006713370E+00
    0.4300000000E+02    0.2381623103E+00    0.2075014486E+00
    0.4500000000E+02    0.2452443395E+00    0.2141421807E+00
    0.4700000000E+02    0.2521029061E+00    0.2206013020E+00
    0.4900000000E+02    0.2587484228E+00    0.2268861618E+00
    0.1000000000E+02    0.7574800521E-01    0.6283051460E-01
    0.3000000000E+02    0.1858386112E+00    0.1593277499E+00
    0.5000000000E+02    0.2619943657E+00    0.2299654327E+00
    0.7000000000E+02    0.3178106434E+00    0.2839100836E+00
    0.9000000000E+02    0.3604760389E+00    0.3264536545E+00
    0.1100000000E+03    0.3941485885E+00    0.3608650415E+00
    0.1300000000E+03    0.4214005291E+00    0.3892724915E+00
    0.1500000000E+03    0.4439084890E+00    0.4131212057E+00
    0.1700000000E+03    0.4628120708E+00    0.4334270094E+00
    0.1900000000E+03    0.4789129244E+00    0.4509247879E+00
    0.2100000000E+03    0.4927913773E+00    0.4661593281E+00
    0.2300000000E+03    0.5048778830E+00    0.4795430518E+00
    0.2500000000E+03    0.5154984697E+00    0.4913939145E+00
    0.2700000000E+03    0.5249045958E+00    0.5019609872E+00
    0.2900000000E+03    0.5332933171E+00    0.5114421528E+00
    0.3100000000E+03    0.5408212440E+00    0.5199966131E+00
    0.3300000000E+03    0.5476144121E+00    0.5277539000E+00
    0.3500000000E+03    0.5537753961E+00    0.5348204799E+00
    0.3700000000E+03    0.5593885264E+00    0.5412846682E+00
    0.3900000000E+03    0.5645237725E+00    0.5472203401E+00
    0.4100000000E+03    0.5692396750E+00    0.5526897653E+00
    0.4300000000E+03    0.5735855881E+00    0.5577458013E+00
    0.4500000000E+03    0.5776034129E+00    0.5624336069E+00
    0.4700000000E+03    0.5813289537E+00    0.5667919943E+00
    0.4900000000E+03    0.5847929875E+00    0.5708545067E+00
    0.1000000000E+03    0.3782488253E+00    0.3445228298E+00
    0.3000000000E+03    0.5371563804E+00    0.5158265170E+00
    0.5000000000E+03    0.5864353961E+00    0.5727840675E+00
    0.7000000000E+03    0.6104384743E+00    0.6012350525E+00
    0.9000000000E+03    0.6246435435E+00    0.6182964162E+00
    0.1100000000E+04    0.6340332657E+00    0.6296666543E+00
    0.1300000000E+04    0.6407014389E+00    0.6377862046E+00
    0.1500000000E+04    0.6456816100E+00    0.6438746951E+00
    0.1700000000E+04    0.6495427782E+00    0.6486094598E+00
    0.1900000000E+04    0.6526240332E+00    0.6523967906E+00
    0.2100000000E+04    0.6551400241E+00    0.6554951819E+00
    0.2300000000E+04    0.6572332480E+00    0.6580769338E+00
    0.2500000000E+04    0.6590020167E+00    0.6602613134E+00
    0.2700000000E+04    0.6605163514E+00    0.6621335012E+00
    0.2900000000E+04    0.6618274758E+00    0.6637559562E+00
    0.3100000000E+04    0.6629737276E+00    0.6651755181E+00
    0.3300000000E+04    0.6639843707E+00    0.6664280026E+00
    0.3500000000E+04    0.6648821302E+00    0.6675412645E+00
    0.3700000000E+04    0.6656849217E+00    0.6685372926E+00
