     Pressure (Pa)     22mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.2124432753E-02    0.2659277690E-01
    0.3000000000E+01    0.6333601493E-02    0.7404381957E-01
    0.5000000000E+01    0.1049066066E-01    0.1151309093E+00
    0.7000000000E+01    0.1459657242E-01    0.1510540614E+00
    0.9000000000E+01    0.1865227536E-01    0.1827294207E+00
    0.1100000000E+02    0.2265868526E-01    0.2108685141E+00
    0.1300000000E+02    0.2661669575E-01    0.2360323555E+00
    0.1500000000E+02    0.3052717899E-01    0.2586692453E+00
    0.1700000000E+02    0.3439098631E-01    0.2791417236E+00
    0.1900000000E+02    0.3820894881E-01    0.2977461416E+00
    0.2100000000E+02    0.4198187799E-01    0.3147271077E+00
    0.2300000000E+02    0.4571056630E-01    0.3302883079E+00
    0.2500000000E+02    0.4939578770E-01    0.3446007200E+00
    0.2700000000E+02    0.5303829819E-01    0.3578089261E+00
    0.2900000000E+02    0.5663883636E-01    0.3700360166E+00
    0.3100000000E+02    0.6019812385E-01    0.3813874409E+00
    0.3300000000E+02    0.6371686585E-01    0.3919540581E+00
    0.3500000000E+02    0.6719575158E-01    0.4018145766E+00
    0.3700000000E+02    0.7063545470E-01    0.4110375189E+00
    0.3900000000E+02    0.7403663379E-01    0.4196828184E+00
    0.4100000000E+02    0.7739993274E-01    0.4278031240E+00
    0.4300000000E+02    0.8072598118E-01    0.4354448742E+00
    0.4500000000E+02    0.8401539485E-01    0.4426491865E+00
    0.4700000000E+02    0.8726877600E-01    0.4494525988E+00
    0.4900000000E+02    0.9048671374E-01    0.4558876890E+00
    0.1000000000E+02    0.2066158557E-01    0.1972029162E+00
    0.3000000000E+02    0.5842359198E-01    0.3758151976E+00
    0.5000000000E+02    0.9208257193E-01    0.4589763416E+00
    0.7000000000E+02    0.1222730493E+00    0.5070805520E+00
    0.9000000000E+02    0.1495051110E+00    0.5384433610E+00
    0.1100000000E+03    0.1741934869E+00    0.5605127329E+00
    0.1300000000E+03    0.1966788387E+00    0.5768884741E+00
    0.1500000000E+03    0.2172435890E+00    0.5895233715E+00
    0.1700000000E+03    0.2361238573E+00    0.5995685439E+00
    0.1900000000E+03    0.2535185763E+00    0.6077465837E+00
    0.2100000000E+03    0.2695965354E+00    0.6145340205E+00
    0.2300000000E+03    0.2845018824E+00    0.6202578643E+00
    0.2500000000E+03    0.2983584616E+00    0.6251499967E+00
    0.2700000000E+03    0.3112732681E+00    0.6293794269E+00
    0.2900000000E+03    0.3233392183E+00    0.6330722545E+00
    0.3100000000E+03    0.3346373924E+00    0.6363244787E+00
    0.3300000000E+03    0.3452388612E+00    0.6392104774E+00
    0.3500000000E+03    0.3552061843E+00    0.6417887718E+00
    0.3700000000E+03    0.3645946472E+00    0.6441060398E+00
    0.3900000000E+03    0.3734532893E+00    0.6461999689E+00
    0.4100000000E+03    0.3818257612E+00    0.6481013220E+00
    0.4300000000E+03    0.3897510455E+00    0.6498354589E+00
    0.4500000000E+03    0.3972640648E+00    0.6514234727E+00
    0.4700000000E+03    0.4043961965E+00    0.6528830513E+00
    0.4900000000E+03    0.4111757118E+00    0.6542291384E+00
    0.1000000000E+03    0.1621444400E+00    0.5503606748E+00
    0.3000000000E+03    0.3290796198E+00    0.6347483646E+00
    0.5000000000E+03    0.4144413171E+00    0.6548636707E+00
    0.7000000000E+03    0.4662973835E+00    0.6638716156E+00
    0.9000000000E+03    0.5011464949E+00    0.6689724048E+00
    0.1100000000E+04    0.5261808524E+00    0.6722497752E+00
    0.1300000000E+04    0.5450375329E+00    0.6745301374E+00
    0.1500000000E+04    0.5597537159E+00    0.6762064878E+00
    0.1700000000E+04    0.5715593327E+00    0.6774895222E+00
    0.1900000000E+04    0.5812409247E+00    0.6785023065E+00
    0.2100000000E+04    0.5893249557E+00    0.6793215137E+00
    0.2300000000E+04    0.5961771181E+00    0.6799973845E+00
    0.2500000000E+04    0.6020593610E+00    0.6805642024E+00
    0.2700000000E+04    0.6071642498E+00    0.6810461559E+00
    0.2900000000E+04    0.6116365163E+00    0.6814607946E+00
    0.3100000000E+04    0.6155870463E+00    0.6818211574E+00
    0.3300000000E+04    0.6191022287E+00    0.6821371319E+00
    0.3500000000E+04    0.6222503683E+00    0.6824163508E+00
    0.3700000000E+04    0.6250861835E+00    0.6826647986E+00
    0.3900000000E+04    0.6276540250E+00    0.6828872330E+00
    0.4100000000E+04    0.6299902215E+00    0.6830874833E+00
    0.4300000000E+04    0.6321248148E+00    0.6832686658E+00
    0.4500000000E+04    0.6340828643E+00    0.6834333421E+00
    0.4700000000E+04    0.6358854388E+00    0.6835836368E+00
    0.4900000000E+04    0.6375503808E+00    0.6837213268E+00
    0.1000000000E+04    0.5146114816E+00    0.6707722585E+00
    0.3000000000E+04    0.6136711114E+00    0.6816470809E+00
    0.5000000000E+04    0.6383360823E+00    0.6837859224E+00
    0.7000000000E+04    0.6495567879E+00    0.6846801581E+00
    0.9000000000E+04    0.6559784347E+00    0.6851654169E+00
