     Pressure (Pa)     22mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.7377943285E-02    0.1021961003E-01
    0.3000000000E+01    0.2166362912E-01    0.2977253981E-01
    0.5000000000E+01    0.3535498524E-01    0.4822675190E-01
    0.7000000000E+01    0.4848834652E-01    0.6567232270E-01
    0.9000000000E+01    0.6109714512E-01    0.8218974418E-01
    0.1100000000E+02    0.7321219469E-01    0.9785116560E-01
    0.1300000000E+02    0.8486194181E-01    0.1127214471E+00
    0.1500000000E+02    0.9607268900E-01    0.1268590575E+00
    0.1700000000E+02    0.1068687930E+00    0.1403168427E+00
    0.1900000000E+02    0.1172728414E+00    0.1531426856E+00
    0.2100000000E+02    0.1273058104E+00    0.1653800757E+00
    0.2300000000E+02    0.1369872060E+00    0.1770686012E+00
    0.2500000000E+02    0.1463351907E+00    0.1882443772E+00
    0.2700000000E+02    0.1553666971E+00    0.1989404185E+00
    0.2900000000E+02    0.1640975301E+00    0.2091869650E+00
    0.3100000000E+02    0.1725424596E+00    0.2190117672E+00
    0.3300000000E+02    0.1807153036E+00    0.2284403376E+00
    0.3500000000E+02    0.1886290039E+00    0.2374961715E+00
    0.3700000000E+02    0.1962956941E+00    0.2462009428E+00
    0.3900000000E+02    0.2037267621E+00    0.2545746765E+00
    0.4100000000E+02    0.2109329063E+00    0.2626359036E+00
    0.4300000000E+02    0.2179241870E+00    0.2704017970E+00
    0.4500000000E+02    0.2247100736E+00    0.2778882940E+00
    0.4700000000E+02    0.2312994867E+00    0.2851102056E+00
    0.4900000000E+02    0.2377008381E+00    0.2920813139E+00
    0.1000000000E+02    0.6721455789E-01    0.9012324151E-01
    0.3000000000E+02    0.1683548477E+00    0.2141504398E+00
    0.5000000000E+02    0.2408334888E+00    0.2954768643E+00
    0.7000000000E+02    0.2953222847E+00    0.3529154243E+00
    0.9000000000E+02    0.3377799181E+00    0.3956428830E+00
    0.1100000000E+03    0.3717951419E+00    0.4286691541E+00
    0.1300000000E+03    0.3996584583E+00    0.4549612253E+00
    0.1500000000E+03    0.4229004945E+00    0.4763881416E+00
    0.1700000000E+03    0.4425829834E+00    0.4941858684E+00
    0.1900000000E+03    0.4594655439E+00    0.5092044087E+00
    0.2100000000E+03    0.4741060035E+00    0.5220475507E+00
    0.2300000000E+03    0.4869232327E+00    0.5331559964E+00
    0.2500000000E+03    0.4982378772E+00    0.5428589414E+00
    0.2700000000E+03    0.5082995563E+00    0.5514072427E+00
    0.2900000000E+03    0.5173054973E+00    0.5589954132E+00
    0.3100000000E+03    0.5254135960E+00    0.5657765993E+00
    0.3300000000E+03    0.5327517559E+00    0.5718730223E+00
    0.3500000000E+03    0.5394246866E+00    0.5773834091E+00
    0.3700000000E+03    0.5455189333E+00    0.5823883787E+00
    0.3900000000E+03    0.5511066522E+00    0.5869544114E+00
    0.4100000000E+03    0.5562484814E+00    0.5911368186E+00
    0.4300000000E+03    0.5609957511E+00    0.5949819932E+00
    0.4500000000E+03    0.5653922036E+00    0.5985291376E+00
    0.4700000000E+03    0.5694753453E+00    0.6018116051E+00
    0.4900000000E+03    0.5732775201E+00    0.6048579511E+00
    0.1000000000E+03    0.3556772065E+00    0.4131497550E+00
    0.3000000000E+03    0.5214631699E+00    0.5624786146E+00
    0.5000000000E+03    0.5750821554E+00    0.6063003988E+00
    0.7000000000E+03    0.6015968002E+00    0.6272407007E+00
    0.9000000000E+03    0.6174135303E+00    0.6395099045E+00
    0.1100000000E+04    0.6279204179E+00    0.6475697114E+00
    0.1300000000E+04    0.6354072607E+00    0.6532690239E+00
    0.1500000000E+04    0.6410126877E+00    0.6575122660E+00
    0.1700000000E+04    0.6453668205E+00    0.6607941651E+00
    0.1900000000E+04    0.6488466401E+00    0.6634081349E+00
    0.2100000000E+04    0.6516915069E+00    0.6655392165E+00
    0.2300000000E+04    0.6540607097E+00    0.6673098817E+00
    0.2500000000E+04    0.6560643652E+00    0.6688044177E+00
    0.2700000000E+04    0.6577810330E+00    0.6700827319E+00
    0.2900000000E+04    0.6592682651E+00    0.6711885721E+00
    0.3100000000E+04    0.6605691878E+00    0.6721546307E+00
    0.3300000000E+04    0.6617167553E+00    0.6730058292E+00
    0.3500000000E+04    0.6627365822E+00    0.6737614978E+00
    0.3700000000E+04    0.6636488787E+00    0.6744368598E+00
