     Pressure (Pa)     22mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.0000000000E+00    0.3292228249E-01
    0.3000000000E+01    0.0000000000E+00    0.9012576621E-01
    0.5000000000E+01    0.0000000000E+00    0.1381255495E+00
    0.7000000000E+01    0.0000000000E+00    0.1789779505E+00
    0.9000000000E+01    0.0000000000E+00    0.2141691745E+00
    0.1100000000E+02    0.0000000000E+00    0.2448000861E+00
    0.1300000000E+02    0.0000000000E+00    0.2717034949E+00
    0.1500000000E+02    0.0000000000E+00    0.2955210617E+00
    0.1700000000E+02    0.0000000000E+00    0.3167551632E+00
    0.1900000000E+02    0.0000000000E+00    0.3358047400E+00
    0.2100000000E+02    0.0000000000E+00    0.3529906140E+00
    0.2300000000E+02    0.0000000000E+00    0.3685737172E+00
    0.2500000000E+02    0.0000000000E+00    0.3827684435E+00
    0.2700000000E+02    0.0000000000E+00    0.3957525814E+00
    0.2900000000E+02    0.0000000000E+00    0.4076748064E+00
    0.3100000000E+02    0.0000000000E+00    0.4186604058E+00
    0.3300000000E+02    0.0000000000E+00    0.4288157036E+00
    0.3500000000E+02    0.0000000000E+00    0.4382315179E+00
    0.3700000000E+02    0.0000000000E+00    0.4469858874E+00
    0.3900000000E+02    0.0000000000E+00    0.4551462436E+00
    0.4100000000E+02    0.0000000000E+00    0.4627711532E+00
    0.4300000000E+02    0.0000000000E+00    0.4699117288E+00
    0.4500000000E+02    0.0000000000E+00    0.4766127781E+00
    0.4700000000E+02    0.0000000000E+00    0.4829137471E+00
    0.4900000000E+02    0.0000000000E+00    0.4888494985E+00
    0.1000000000E+02    0.0000000000E+00    0.2299973884E+00
    0.3000000000E+02    0.0000000000E+00    0.4132776391E+00
    0.5000000000E+02    0.0000000000E+00    0.4916902205E+00
    0.7000000000E+02    0.0000000000E+00    0.5352597593E+00
    0.9000000000E+02    0.0000000000E+00    0.5630166103E+00
    0.1100000000E+03    0.0000000000E+00    0.5822670541E+00
    0.1300000000E+03    0.0000000000E+00    0.5964169149E+00
    0.1500000000E+03    0.0000000000E+00    0.6072679071E+00
    0.1700000000E+03    0.0000000000E+00    0.6158625486E+00
    0.1900000000E+03    0.0000000000E+00    0.6228459330E+00
    0.2100000000E+03    0.0000000000E+00    0.6286386320E+00
    0.2300000000E+03    0.0000000000E+00    0.6335265560E+00
    0.2500000000E+03    0.0000000000E+00    0.6377108559E+00
    0.2700000000E+03    0.0000000000E+00    0.6413371649E+00
    0.2900000000E+03    0.0000000000E+00    0.6445135158E+00
    0.3100000000E+03    0.0000000000E+00    0.6473217401E+00
    0.3300000000E+03    0.0000000000E+00    0.6498249572E+00
    0.3500000000E+03    0.0000000000E+00    0.6520726339E+00
    0.3700000000E+03    0.0000000000E+00    0.6541040860E+00
    0.3900000000E+03    0.0000000000E+00    0.6559509553E+00
    0.4100000000E+03    0.0000000000E+00    0.6576389949E+00
    0.4300000000E+03    0.0000000000E+00    0.6591893778E+00
    0.4500000000E+03    0.0000000000E+00    0.6606196723E+00
    0.4700000000E+03    0.0000000000E+00    0.6619445775E+00
    0.4900000000E+03    0.0000000000E+00    0.6631764859E+00
    0.1000000000E+03    0.0000000000E+00    0.5734389886E+00
    0.3000000000E+03    0.0000000000E+00    0.6459593288E+00
    0.5000000000E+03    0.0000000000E+00    0.6637609175E+00
    0.7000000000E+03    0.0000000000E+00    0.6724450751E+00
    0.9000000000E+03    0.0000000000E+00    0.6779536066E+00
    0.1100000000E+04    0.0000000000E+00    0.6819836708E+00
    0.1300000000E+04    0.0000000000E+00    0.6852037745E+00
    0.1500000000E+04    0.0000000000E+00    0.6879305813E+00
    0.1700000000E+04    0.0000000000E+00    0.6903334881E+00
    0.1900000000E+04    0.0000000000E+00    0.6925113325E+00
    0.2100000000E+04    0.0000000000E+00    0.6945256766E+00
    0.2300000000E+04    0.0000000000E+00    0.6964168756E+00
    0.2500000000E+04    0.0000000000E+00    0.6982124926E+00
    0.2700000000E+04    0.0000000000E+00    0.6999320022E+00
    0.2900000000E+04    0.0000000000E+00    0.7015895600E+00
    0.3100000000E+04    0.0000000000E+00    0.7031957077E+00
    0.3300000000E+04    0.0000000000E+00    0.7047584608E+00
    0.3500000000E+04    0.0000000000E+00    0.7062840268E+00
