     Pressure (Pa)     22mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.6333759541E-02    0.1355889248E-01
    0.3000000000E+01    0.1865364250E-01    0.3913126466E-01
    0.5000000000E+01    0.3053083167E-01    0.6283164221E-01
    0.7000000000E+01    0.4198876875E-01    0.8485832772E-01
    0.9000000000E+01    0.5304926904E-01    0.1053825698E+00
    0.1100000000E+02    0.6373266013E-01    0.1245530247E+00
    0.1300000000E+02    0.7405790654E-01    0.1424993629E+00
    0.1500000000E+02    0.8404272213E-01    0.1593352065E+00
    0.1700000000E+02    0.9370367152E-01    0.1751605376E+00
    0.1900000000E+02    0.1030562618E+00    0.1900636851E+00
    0.2100000000E+02    0.1121150255E+00    0.2041229749E+00
    0.2300000000E+02    0.1208935962E+00    0.2174081066E+00
    0.2500000000E+02    0.1294047768E+00    0.2299813094E+00
    0.2700000000E+02    0.1376606019E+00    0.2418983169E+00
    0.2900000000E+02    0.1456723944E+00    0.2532091929E+00
    0.3100000000E+02    0.1534508176E+00    0.2639590347E+00
    0.3300000000E+02    0.1610059226E+00    0.2741885740E+00
    0.3500000000E+02    0.1683471912E+00    0.2839346927E+00
    0.3700000000E+02    0.1754835761E+00    0.2932308672E+00
    0.3900000000E+02    0.1824235370E+00    0.3021075527E+00
    0.4100000000E+02    0.1891750741E+00    0.3105925164E+00
    0.4300000000E+02    0.1957457592E+00    0.3187111277E+00
    0.4500000000E+02    0.2021427635E+00    0.3264866115E+00
    0.4700000000E+02    0.2083728840E+00    0.3339402703E+00
    0.4900000000E+02    0.2144425679E+00    0.3410916788E+00
    0.1000000000E+02    0.5843688738E-01    0.1151285086E+00
    0.3000000000E+02    0.1495901351E+00    0.2586516014E+00
    0.5000000000E+02    0.2174191706E+00    0.3445597267E+00
    0.7000000000E+02    0.2698613336E+00    0.4017461279E+00
    0.9000000000E+02    0.3116193325E+00    0.4425513792E+00
    0.1100000000E+03    0.3456566294E+00    0.4731320318E+00
    0.1300000000E+03    0.3739334481E+00    0.4969030019E+00
    0.1500000000E+03    0.3977981912E+00    0.5159108256E+00
    0.1700000000E+03    0.4182088661E+00    0.5314566507E+00
    0.1900000000E+03    0.4358648366E+00    0.5444072720E+00
    0.2100000000E+03    0.4512885913E+00    0.5553624161E+00
    0.2300000000E+03    0.4648783359E+00    0.5647502430E+00
    0.2500000000E+03    0.4769428732E+00    0.5728846017E+00
    0.2700000000E+03    0.4877253606E+00    0.5800007914E+00
    0.2900000000E+03    0.4974198736E+00    0.5862786889E+00
    0.3100000000E+03    0.5061831956E+00    0.5918581580E+00
    0.3300000000E+03    0.5141433645E+00    0.5968495897E+00
    0.3500000000E+03    0.5214059721E+00    0.6013412764E+00
    0.3700000000E+03    0.5280588766E+00    0.6054046784E+00
    0.3900000000E+03    0.5341757753E+00    0.6090982520E+00
    0.4100000000E+03    0.5398189475E+00    0.6124702791E+00
    0.4300000000E+03    0.5450413830E+00    0.6155609882E+00
    0.4500000000E+03    0.5498884524E+00    0.6184041662E+00
    0.4700000000E+03    0.5543992284E+00    0.6210283984E+00
    0.4900000000E+03    0.5586075427E+00    0.6234580319E+00
    0.1000000000E+03    0.3294627399E+00    0.4588635609E+00
    0.3000000000E+03    0.5019093403E+00    0.5891482355E+00
    0.5000000000E+03    0.5606076284E+00    0.6246065136E+00
    0.7000000000E+03    0.5901947791E+00    0.6411390163E+00
    0.9000000000E+03    0.6080256436E+00    0.6507048331E+00
    0.1100000000E+04    0.6199465803E+00    0.6569405741E+00
    0.1300000000E+04    0.6284785112E+00    0.6613270273E+00
    0.1500000000E+04    0.6348870108E+00    0.6645804206E+00
    0.1700000000E+04    0.6398772246E+00    0.6670894412E+00
    0.1900000000E+04    0.6438731742E+00    0.6690832542E+00
    0.2100000000E+04    0.6471451605E+00    0.6707057212E+00
    0.2300000000E+04    0.6498736382E+00    0.6720517099E+00
    0.2500000000E+04    0.6521836839E+00    0.6731863139E+00
    0.2700000000E+04    0.6541647260E+00    0.6741556824E+00
    0.2900000000E+04    0.6558824012E+00    0.6749934444E+00
    0.3100000000E+04    0.6573859734E+00    0.6757246844E+00
    0.3300000000E+04    0.6587131393E+00    0.6763684940E+00
    0.3500000000E+04    0.6598932356E+00    0.6769396606E+00
    0.3700000000E+04    0.6609494346E+00    0.6774498154E+00
    0.3900000000E+04    0.6619002830E+00    0.6779082328E+00
    0.4100000000E+04    0.6627608011E+00    0.6783223985E+00
    0.4300000000E+04    0.6635432827E+00    0.6786984209E+00
    0.4500000000E+04    0.6642578874E+00    0.6790413338E+00
    0.4700000000E+04    0.6649130843E+00    0.6793553229E+00
    0.4900000000E+04    0.6655159896E+00    0.6796438969E+00
    0.1000000000E+04    0.6145245773E+00    0.6541199575E+00
    0.3000000000E+04    0.6566583667E+00    0.6753710690E+00
    0.5000000000E+04    0.6657997519E+00    0.6797795977E+00
    0.7000000000E+04    0.6697995604E+00    0.6816839821E+00
    0.9000000000E+04    0.6720442566E+00    0.6827453416E+00
    0.1100000000E+05    0.6734815420E+00    0.6834217657E+00
    0.1300000000E+05    0.6744808219E+00    0.6838903956E+00
    0.1500000000E+05    0.6752159436E+00    0.6842341596E+00
    0.1700000000E+05    0.6757794871E+00    0.6844970506E+00
    0.1900000000E+05    0.6762252864E+00    0.6847045737E+00
    0.2100000000E+05    0.6765867818E+00    0.6848725332E+00
    0.2300000000E+05    0.6768858419E+00    0.6850112434E+00
    0.2500000000E+05    0.6771373716E+00    0.6851277216E+00
    0.2700000000E+05    0.6773518795E+00    0.6852269077E+00
    0.2900000000E+05    0.6775369882E+00    0.6853123799E+00
    0.3100000000E+05    0.6776983611E+00    0.6853867932E+00
    0.3300000000E+05    0.6778402941E+00    0.6854521595E+00
    0.3500000000E+05    0.6779661051E+00    0.6855100307E+00
    0.3700000000E+05    0.6780783972E+00    0.6855616232E+00
    0.3900000000E+05    0.6781792415E+00    0.6856079041E+00
    0.4100000000E+05    0.6782703062E+00    0.6856496514E+00
    0.4300000000E+05    0.6783529505E+00    0.6856874987E+00
    0.4500000000E+05    0.6784282925E+00    0.6857219666E+00
    0.4700000000E+05    0.6784972608E+00    0.6857534873E+00
    0.4900000000E+05    0.6785606328E+00    0.6857824222E+00
    0.1000000000E+05    0.6728338877E+00    0.6831172920E+00
    0.3000000000E+05    0.6776203464E+00    0.6853508306E+00
    0.5000000000E+05    0.6785904291E+00    0.6857960171E+00
    0.7000000000E+05    0.6790084693E+00    0.6859859642E+00
    0.9000000000E+05    0.6792416167E+00    0.6860910517E+00
    0.1100000000E+06    0.6793904538E+00    0.6861576668E+00
    0.1300000000E+06    0.6794937788E+00    0.6862036174E+00
    0.1500000000E+06    0.6795697386E+00    0.6862371989E+00
    0.1700000000E+06    0.6796279580E+00    0.6862627948E+00
    0.1900000000E+06    0.6796740185E+00    0.6862829388E+00
    0.2100000000E+06    0.6797113803E+00    0.6862991968E+00
    0.2300000000E+06    0.6797423032E+00    0.6863125882E+00
    0.2500000000E+06    0.6797683256E+00    0.6863238053E+00
    0.2700000000E+06    0.6797905316E+00    0.6863333344E+00
    0.2900000000E+06    0.6798097068E+00    0.6863415274E+00
    0.3100000000E+06    0.6798264349E+00    0.6863486446E+00
    0.3300000000E+06    0.6798411585E+00    0.6863548833E+00
    0.3500000000E+06    0.6798542192E+00    0.6863603953E+00
    0.3700000000E+06    0.6798658854E+00    0.6863652994E+00
    0.3900000000E+06    0.6798763701E+00    0.6863696901E+00
    0.4100000000E+06    0.6798858453E+00    0.6863736431E+00
    0.4300000000E+06    0.6798944509E+00    0.6863772202E+00
    0.4500000000E+06    0.6799023022E+00    0.6863804719E+00
    0.4700000000E+06    0.6799094948E+00    0.6863834403E+00
    0.4900000000E+06    0.6799161088E+00    0.6863861603E+00
    0.1000000000E+06    0.6793234237E+00    0.6861277207E+00
    0.3000000000E+06    0.6798183463E+00    0.6863452069E+00
    0.5000000000E+06    0.6799192203E+00    0.6863874367E+00
    0.7000000000E+06    0.6799630284E+00    0.6864051325E+00
    0.9000000000E+06    0.6799876375E+00    0.6864147722E+00
    0.1100000000E+07    0.6800034521E+00    0.6864207973E+00
    0.1300000000E+07    0.6800144987E+00    0.6864248989E+00
    0.1500000000E+07    0.6800226666E+00    0.6864278592E+00
    0.1700000000E+07    0.6800289609E+00    0.6864300885E+00
    0.1900000000E+07    0.6800339663E+00    0.6864318227E+00
    0.2100000000E+07    0.6800380464E+00    0.6864332066E+00
    0.2300000000E+07    0.6800414391E+00    0.6864343340E+00
    0.2500000000E+07    0.6800443071E+00    0.6864352681E+00
    0.2700000000E+07    0.6800467650E+00    0.6864360532E+00
    0.2900000000E+07    0.6800488963E+00    0.6864367211E+00
    0.3100000000E+07    0.6800507632E+00    0.6864372953E+00
    0.3300000000E+07    0.6800524127E+00    0.6864377935E+00
    0.3500000000E+07    0.6800538815E+00    0.6864382292E+00
    0.3700000000E+07    0.6800551983E+00    0.6864386130E+00
    0.3900000000E+07    0.6800563861E+00    0.6864389531E+00
    0.4100000000E+07    0.6800574632E+00    0.6864392563E+00
    0.4300000000E+07    0.6800584448E+00    0.6864395279E+00
    0.4500000000E+07    0.6800593433E+00    0.6864397724E+00
    0.4700000000E+07    0.6800601691E+00    0.6864399934E+00
    0.4900000000E+07    0.6800609309E+00    0.6864401939E+00
    0.1000000000E+07    0.6799963175E+00    0.6864180988E+00
    0.3000000000E+07    0.6800498596E+00    0.6864370187E+00
    0.5000000000E+07    0.6800612902E+00    0.6864402873E+00
    0.7000000000E+07    0.6800664179E+00    0.6864415243E+00
    0.9000000000E+07    0.6800693759E+00    0.6864421332E+00
    0.1100000000E+08    0.6800713207E+00    0.6864424758E+00
    0.1300000000E+08    0.6800727072E+00    0.6864426843E+00
    0.1500000000E+08    0.6800737514E+00    0.6864428174E+00
    0.1700000000E+08    0.6800745698E+00    0.6864429048E+00
    0.1900000000E+08    0.6800752309E+00    0.6864429631E+00
    0.2100000000E+08    0.6800757777E+00    0.6864430018E+00
    0.2300000000E+08    0.6800762387E+00    0.6864430271E+00
    0.2500000000E+08    0.6800766334E+00    0.6864430429E+00
    0.2700000000E+08    0.6800769759E+00    0.6864430519E+00
    0.2900000000E+08    0.6800772764E+00    0.6864430559E+00
    0.3100000000E+08    0.6800775426E+00    0.6864430561E+00
    0.3300000000E+08    0.6800777803E+00    0.6864430536E+00
    0.3500000000E+08    0.6800779941E+00    0.6864430490E+00
    0.3700000000E+08    0.6800781877E+00    0.6864430427E+00
    0.3900000000E+08    0.6800783639E+00    0.6864430353E+00
    0.4100000000E+08    0.6800785253E+00    0.6864430270E+00
    0.4300000000E+08    0.6800786736E+00    0.6864430180E+00
    0.4500000000E+08    0.6800788105E+00    0.6864430084E+00
    0.4700000000E+08    0.6800789374E+00    0.6864429986E+00
    0.4900000000E+08    0.6800790554E+00    0.6864429884E+00
    0.1000000000E+08    0.6800704382E+00    0.6864423269E+00
    0.3000000000E+08    0.6800774134E+00    0.6864430564E+00
    0.5000000000E+08    0.6800791114E+00    0.6864429833E+00
    0.7000000000E+08    0.6800799377E+00    0.6864428803E+00
    0.9000000000E+08    0.6800804446E+00    0.6864427880E+00
    0.1100000000E+09    0.6800807952E+00    0.6864427089E+00
    0.1300000000E+09    0.6800810559E+00    0.6864426408E+00
    0.1500000000E+09    0.6800812597E+00    0.6864425817E+00
    0.1700000000E+09    0.6800814247E+00    0.6864425296E+00
    0.1900000000E+09    0.6800815620E+00    0.6864424833E+00
    0.2100000000E+09    0.6800816787E+00    0.6864424418E+00
    0.2300000000E+09    0.6800817795E+00    0.6864424042E+00
    0.2500000000E+09    0.6800818677E+00    0.6864423699E+00
    0.2700000000E+09    0.6800819459E+00    0.6864423385E+00
    0.2900000000E+09    0.6800820159E+00    0.6864423095E+00
    0.3100000000E+09    0.6800820790E+00    0.6864422826E+00
    0.3300000000E+09    0.6800821364E+00    0.6864422575E+00
    0.3500000000E+09    0.6800821888E+00    0.6864422341E+00
    0.3700000000E+09    0.6800822370E+00    0.6864422121E+00
    0.3900000000E+09    0.6800822816E+00    0.6864421915E+00
    0.4100000000E+09    0.6800823229E+00    0.6864421720E+00
    0.4300000000E+09    0.6800823614E+00    0.6864421535E+00
    0.4500000000E+09    0.6800823975E+00    0.6864421360E+00
    0.4700000000E+09    0.6800824313E+00    0.6864421193E+00
    0.4900000000E+09    0.6800824630E+00    0.6864421034E+00
    0.1000000000E+09    0.6800806341E+00    0.6864427469E+00
