     Pressure (Pa)     22mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.9456638881E-02    0.3440669389E-02
    0.3000000000E+01    0.2760222414E-01    0.1021953378E-01
    0.5000000000E+01    0.4479164183E-01    0.1686512610E-01
    0.7000000000E+01    0.6109852948E-01    0.2338134106E-01
    0.9000000000E+01    0.7658915244E-01    0.2977192284E-01
    0.1100000000E+02    0.9132330389E-01    0.3604047225E-01
    0.1300000000E+02    0.1053550763E+00    0.4219045361E-01
    0.1500000000E+02    0.1187335247E+00    0.4822520115E-01
    0.1700000000E+02    0.1315032403E+00    0.5414792509E-01
    0.1900000000E+02    0.1437048462E+00    0.5996171737E-01
    0.2100000000E+02    0.1553754299E+00    0.6566955706E-01
    0.2300000000E+02    0.1665489193E+00    0.7127431549E-01
    0.2500000000E+02    0.1772564121E+00    0.7677876106E-01
    0.2700000000E+02    0.1875264653E+00    0.8218556384E-01
    0.2900000000E+02    0.1973853493E+00    0.8749729990E-01
    0.3100000000E+02    0.2068572719E+00    0.9271645543E-01
    0.3300000000E+02    0.2159645773E+00    0.9784543060E-01
    0.3500000000E+02    0.2247279221E+00    0.1028865433E+00
    0.3700000000E+02    0.2331664311E+00    0.1078420326E+00
    0.3900000000E+02    0.2412978374E+00    0.1127140620E+00
    0.4100000000E+02    0.2491386061E+00    0.1175047230E+00
    0.4300000000E+02    0.2567040462E+00    0.1222160373E+00
    0.4500000000E+02    0.2640084099E+00    0.1268499606E+00
    0.4700000000E+02    0.2710649826E+00    0.1314083844E+00
    0.4900000000E+02    0.2778861630E+00    0.1358931394E+00
    0.1000000000E+02    0.8404728097E-01    0.3292123195E-01
    0.3000000000E+02    0.2021682427E+00    0.9011829825E-01
    0.5000000000E+02    0.2812121314E+00    0.1381084470E+00
    0.7000000000E+02    0.3378181921E+00    0.1789494798E+00
    0.9000000000E+02    0.3803530361E+00    0.2141283176E+00
    0.1100000000E+03    0.4134834662E+00    0.2447462077E+00
    0.1300000000E+03    0.4400180136E+00    0.2716361800E+00
    0.1500000000E+03    0.4617481314E+00    0.2954400295E+00
    0.1700000000E+03    0.4798703775E+00    0.3166602190E+00
    0.1900000000E+03    0.4952144235E+00    0.3356957456E+00
    0.2100000000E+03    0.5083736605E+00    0.3528674697E+00
    0.2300000000E+03    0.5197837215E+00    0.3684363503E+00
    0.2500000000E+03    0.5297716409E+00    0.3826168007E+00
    0.2700000000E+03    0.5385877099E+00    0.3955866233E+00
    0.2900000000E+03    0.5464267399E+00    0.4074945037E+00
    0.3100000000E+03    0.5534426282E+00    0.4184657370E+00
    0.3300000000E+03    0.5597585625E+00    0.4286066532E+00
    0.3500000000E+03    0.5654743175E+00    0.4380080744E+00
    0.3700000000E+03    0.5706715646E+00    0.4467480430E+00
    0.3900000000E+03    0.5754177997E+00    0.4548939929E+00
    0.4100000000E+03    0.5797692910E+00    0.4625044930E+00
    0.4300000000E+03    0.5837733200E+00    0.4696306574E+00
    0.4500000000E+03    0.5874699073E+00    0.4763172951E+00
    0.4700000000E+03    0.5908931544E+00    0.4826038529E+00
    0.4900000000E+03    0.5940722993E+00    0.4885251944E+00
    0.1000000000E+03    0.3978874581E+00    0.2299500838E+00
    0.3000000000E+03    0.5500292548E+00    0.4130901557E+00
    0.5000000000E+03    0.5955783499E+00    0.4913587122E+00
    0.7000000000E+03    0.6174948103E+00    0.5347843207E+00
    0.9000000000E+03    0.6303826822E+00    0.5623975881E+00
    0.1100000000E+04    0.6388682513E+00    0.5815047670E+00
    0.1300000000E+04    0.6448781724E+00    0.5955116320E+00
    0.1500000000E+04    0.6493579591E+00    0.6062198561E+00
    0.1700000000E+04    0.6528260065E+00    0.6146719267E+00
    0.1900000000E+04    0.6555902981E+00    0.6215129144E+00
    0.2100000000E+04    0.6578453268E+00    0.6271633738E+00
    0.2300000000E+04    0.6597199617E+00    0.6319092023E+00
    0.2500000000E+04    0.6613029729E+00    0.6359515406E+00
    0.2700000000E+04    0.6626575025E+00    0.6394360140E+00
    0.2900000000E+04    0.6638296906E+00    0.6424706489E+00
    0.3100000000E+04    0.6648540369E+00    0.6451372718E+00
    0.3300000000E+04    0.6657568542E+00    0.6474989978E+00
    0.3500000000E+04    0.6665585605E+00    0.6496052901E+00
    0.3700000000E+04    0.6672752422E+00    0.6514954618E+00
    0.3900000000E+04    0.6679197454E+00    0.6532011521E+00
    0.4100000000E+04    0.6685024521E+00    0.6547481120E+00
    0.4300000000E+04    0.6690318443E+00    0.6561575128E+00
    0.4500000000E+04    0.6695149196E+00    0.6574469211E+00
    0.4700000000E+04    0.6699575024E+00    0.6586310346E+00
    0.4900000000E+04    0.6703644796E+00    0.6597222447E+00
    0.1000000000E+04    0.6350216070E+00    0.5727482974E+00
    0.3000000000E+04    0.6643585388E+00    0.6438456472E+00
    0.5000000000E+04    0.6705559325E+00    0.6602363620E+00
    0.7000000000E+04    0.6732480304E+00    0.6675189308E+00
    0.9000000000E+04    0.6747532553E+00    0.6716344934E+00
    0.1100000000E+05    0.6757147799E+00    0.6742799222E+00
    0.1300000000E+05    0.6763821499E+00    0.6761235538E+00
    0.1500000000E+05    0.6768724563E+00    0.6774819290E+00
    0.1700000000E+05    0.6772479220E+00    0.6785243443E+00
    0.1900000000E+05    0.6775446711E+00    0.6793495493E+00
    0.2100000000E+05    0.6777851136E+00    0.6800190259E+00
    0.2300000000E+05    0.6779838900E+00    0.6805730533E+00
    0.2500000000E+05    0.6781509695E+00    0.6810391226E+00
    0.2700000000E+05    0.6782933755E+00    0.6814366387E+00
    0.2900000000E+05    0.6784161993E+00    0.6817796894E+00
