     Pressure (Pa)     22mC5-400 (mol/kg)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.1062135824E-02    0.1118995132E-02    0.1021962967E-01
    0.3000000000E+01    0.3166084773E-02    0.3335594092E-02    0.2977271141E-01
    0.5000000000E+01    0.5243366044E-02    0.5524123004E-02    0.4822721481E-01
    0.7000000000E+01    0.7294483391E-02    0.7685111955E-02    0.6567320426E-01
    0.9000000000E+01    0.9319927961E-02    0.9819077765E-02    0.8219116078E-01
    0.1100000000E+02    0.1132017868E-01    0.1192652440E-01    0.9785322365E-01
    0.1300000000E+02    0.1329570265E-01    0.1400794338E-01    0.1127242438E+00
    0.1500000000E+02    0.1524695548E-01    0.1606381413E-01    0.1268626819E+00
    0.1700000000E+02    0.1717438166E-01    0.1809460440E-01    0.1403213759E+00
    0.1900000000E+02    0.1907841490E-01    0.2010077056E-01    0.1531482020E+00
    0.2100000000E+02    0.2095947843E-01    0.2208275800E-01    0.1653866430E+00
    0.2300000000E+02    0.2281798536E-01    0.2404100141E-01    0.1770762813E+00
    0.2500000000E+02    0.2465433892E-01    0.2597592513E-01    0.1882532265E+00
    0.2700000000E+02    0.2646893282E-01    0.2788794344E-01    0.1989504884E+00
    0.2900000000E+02    0.2826215146E-01    0.2977746089E-01    0.2091983022E+00
    0.3100000000E+02    0.3003437027E-01    0.3164487251E-01    0.2190244143E+00
    0.3300000000E+02    0.3178595592E-01    0.3349056419E-01    0.2284543332E+00
    0.3500000000E+02    0.3351726661E-01    0.3531491285E-01    0.2375115505E+00
    0.3700000000E+02    0.3522865228E-01    0.3711828675E-01    0.2462177367E+00
    0.3900000000E+02    0.3692045487E-01    0.3890104572E-01    0.2545929139E+00
    0.4100000000E+02    0.3859300854E-01    0.4066354143E-01    0.2626556101E+00
    0.4300000000E+02    0.4024663990E-01    0.4240611755E-01    0.2704229954E+00
    0.4500000000E+02    0.4188166820E-01    0.4412911007E-01    0.2779110048E+00
    0.4700000000E+02    0.4349840555E-01    0.4583284743E-01    0.2851344469E+00
    0.4900000000E+02    0.4509715712E-01    0.4751765078E-01    0.2921071018E+00
    0.1000000000E+02    0.1032317309E-01    0.1087608497E-01    0.9012496613E-01
    0.3000000000E+02    0.2915086272E-01    0.3071390560E-01    0.2141624270E+00
    0.5000000000E+02    0.4588988176E-01    0.4835305061E-01    0.2955034309E+00
    0.7000000000E+02    0.6086948110E-01    0.6414000393E-01    0.3529579997E+00
    0.9000000000E+02    0.7435316577E-01    0.7835207314E-01    0.3957015456E+00
    0.1100000000E+03    0.8655432489E-01    0.9121383351E-01    0.4287433400E+00
    0.1300000000E+03    0.9764760509E-01    0.1029090940E+00    0.4550500772E+00
    0.1500000000E+03    0.1077773212E+00    0.1135897465E+00    0.4764906872E+00
    0.1700000000E+03    0.1170637668E+00    0.1233824053E+00    0.4943011136E+00
