     Pressure (Pa)     22mC5-400 (mol/kg)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.5280597570E-02    0.7417749868E-03    0.3440673714E-02
    0.3000000000E+01    0.1556609790E-01    0.2186632538E-02    0.1021957088E-01
    0.5000000000E+01    0.2549972380E-01    0.3582105567E-02    0.1686522441E-01
    0.7000000000E+01    0.3509922745E-01    0.4930684781E-02    0.2338152509E-01
    0.9000000000E+01    0.4438118667E-01    0.6234696144E-02    0.2977221366E-01
    0.1100000000E+02    0.5336110042E-01    0.7496314275E-02    0.3604088796E-01
    0.1300000000E+02    0.6205347519E-01    0.8717574562E-02    0.4219100969E-01
    0.1500000000E+02    0.7047190316E-01    0.9900384129E-02    0.4822591080E-01
    0.1700000000E+02    0.7862913313E-01    0.1104653178E-01    0.5414879953E-01
    0.1900000000E+02    0.8653713494E-01    0.1215769705E-01    0.5996276607E-01
    0.2100000000E+02    0.9420715805E-01    0.1323545841E-01    0.6567078795E-01
    0.2300000000E+02    0.1016497849E+00    0.1428130075E-01    0.7127573516E-01
    0.2500000000E+02    0.1088749798E+00    0.1529662222E-01    0.7678037492E-01
    0.2700000000E+02    0.1158921332E+00    0.1628274049E-01    0.8218737626E-01
    0.2900000000E+02    0.1227101023E+00    0.1724089844E-01    0.8749931435E-01
    0.3100000000E+02    0.1293372490E+00    0.1817226939E-01    0.9271867455E-01
    0.3300000000E+02    0.1357814731E+00    0.1907796190E-01    0.9784785635E-01
    0.3500000000E+02    0.1420502447E+00    0.1995902421E-01    0.1028891770E+00
    0.3700000000E+02    0.1481506324E+00    0.2081644823E-01    0.1078448750E+00
    0.3900000000E+02    0.1540893302E+00    0.2165117333E-01    0.1127171136E+00
    0.4100000000E+02    0.1598726820E+00    0.2246408973E-01    0.1175079834E+00
    0.4300000000E+02    0.1655067039E+00    0.2325604170E-01    0.1222195062E+00
    0.4500000000E+02    0.1709971056E+00    0.2402783048E-01    0.1268536371E+00
    0.4700000000E+02    0.1763493092E+00    0.2478021698E-01    0.1314122675E+00
    0.4900000000E+02    0.1815684672E+00    0.2551392431E-01    0.1358972277E+00
    0.1000000000E+02    0.4890797027E-01    0.6870674023E-02    0.3292158312E-01
    0.3000000000E+02    0.1260470243E+00    0.1770986154E-01    0.9012041474E-01
    0.5000000000E+02    0.1841296947E+00    0.2587398948E-01    0.1381126374E+00
    0.7000000000E+02    0.2294408367E+00    0.3224500863E-01    0.1789556030E+00
    0.9000000000E+02    0.2657753786E+00    0.3735551782E-01    0.2141361256E+00
    0.1100000000E+03    0.2955602645E+00    0.4154616341E-01    0.2447554493E+00
    0.1300000000E+03    0.3204199020E+00    0.4504497236E-01    0.2716466310E+00
    0.1500000000E+03    0.3414825566E+00    0.4801034267E-01    0.2954514986E+00
    0.1700000000E+03    0.3595563337E+00    0.5055573716E-01    0.3166725455E+00
    0.1900000000E+03    0.3752352173E+00    0.5276456372E-01    0.3357087955E+00
    0.2100000000E+03    0.3889655824E+00    0.5469950965E-01    0.3528811313E+00
    0.2300000000E+03    0.4010893649E+00    0.5640860034E-01    0.3684505301E+00
    0.2500000000E+03    0.4118729179E+00    0.5792924957E-01    0.3826314203E+00
    0.2700000000E+03    0.4215268022E+00    0.5929103730E-01    0.3956016165E+00
    0.2900000000E+03    0.4302196670E+00    0.6051765826E-01    0.4075098146E+00
    0.3100000000E+03    0.4380881839E+00    0.6162831647E-01    0.4184813180E+00
    0.3300000000E+03    0.4452442827E+00    0.6263874113E-01    0.4286224636E+00
    0.3500000000E+03    0.4517805076E+00    0.6356193866E-01    0.4380240794E+00
    0.3700000000E+03    0.4577740401E+00    0.6440875748E-01    0.4467642125E+00
    0.3900000000E+03    0.4632897593E+00    0.6518831788E-01    0.4549103011E+00
    0.4100000000E+03    0.4683825997E+00    0.6590834294E-01    0.4625209173E+00
    0.4300000000E+03    0.4730993856E+00    0.6657541635E-01    0.4696471783E+00
    0.4500000000E+03    0.4774802750E+00    0.6719518504E-01    0.4763338955E+00
    0.4700000000E+03    0.4815599048E+00    0.6777252012E-01    0.4826205180E+00
    0.4900000000E+03    0.4853683083E+00    0.6831164573E-01    0.4885419111E+00
    0.1000000000E+03    0.2813706313E+00    0.3954955500E-01    0.2299586386E+00
    0.3000000000E+03    0.4342494638E+00    0.6108642807E-01    0.4131056072E+00
    0.5000000000E+03    0.4871791119E+00    0.6856804912E-01    0.4913754503E+00
    0.7000000000E+03    0.5140239366E+00    0.7237503189E-01    0.5348010890E+00
    0.9000000000E+03    0.5302519406E+00    0.7468387588E-01    0.5624140269E+00
    0.1100000000E+04    0.5411201181E+00    0.7623514473E-01    0.5815207718E+00
    0.1300000000E+04    0.5489066214E+00    0.7735012654E-01    0.5955271847E+00
    0.1500000000E+04    0.5547588401E+00    0.7819081683E-01    0.6062349703E+00
    0.1700000000E+04    0.5593175044E+00    0.7884777699E-01    0.6146866271E+00
    0.1900000000E+04    0.5629685313E+00    0.7937561241E-01    0.6215272287E+00
    0.2100000000E+04    0.5659582350E+00    0.7980921319E-01    0.6271773294E+00
    0.2300000000E+04    0.5684512134E+00    0.8017191967E-01    0.6319228249E+00
    0.2500000000E+04    0.5705616377E+00    0.8047993903E-01    0.6359648539E+00
    0.2700000000E+04    0.5723711881E+00    0.8074487873E-01    0.6394490393E+00
    0.2900000000E+04    0.5739398430E+00    0.8097527136E-01    0.6424834057E+00
    0.3100000000E+04    0.5753126370E+00    0.8117753048E-01    0.6451497774E+00
    0.3300000000E+04    0.5765240413E+00    0.8135657053E-01    0.6475112681E+00
    0.3500000000E+04    0.5776008893E+00    0.8151622116E-01    0.6496173394E+00
    0.3700000000E+04    0.5785643803E+00    0.8165951118E-01    0.6515073029E+00
    0.3900000000E+04    0.5794314845E+00    0.8178886774E-01    0.6532127969E+00
    0.4100000000E+04    0.5802159473E+00    0.8190625887E-01    0.6547595711E+00
    0.4300000000E+04    0.5809290203E+00    0.8201329728E-01    0.6561687960E+00
    0.4500000000E+04    0.5815800023E+00    0.8211131719E-01    0.6574580373E+00
    0.4700000000E+04    0.5821766453E+00    0.8220143207E-01    0.6586419921E+00
    0.4900000000E+04    0.5827254632E+00    0.8228457852E-01    0.6597330511E+00
    0.1000000000E+04    0.5361752027E+00    0.7552871594E-01    0.5727645249E+00
    0.3000000000E+04    0.5746483604E+00    0.8107958096E-01    0.6438582763E+00
    0.5000000000E+04    0.5829836944E+00    0.8232379141E-01    0.6602470954E+00
    0.7000000000E+04    0.5866168123E+00    0.8288344639E-01    0.6675284896E+00
    0.9000000000E+04    0.5886471367E+00    0.8320584674E-01    0.6716432313E+00
    0.1100000000E+05    0.5899415293E+00    0.8341755286E-01    0.6742880434E+00
    0.1300000000E+05    0.5908375177E+00    0.8356838949E-01    0.6761311886E+00
    0.1500000000E+05    0.5914937453E+00    0.8368202776E-01    0.6774891667E+00
    0.1700000000E+05    0.5919945806E+00    0.8377118968E-01    0.6785312495E+00
    0.1900000000E+05    0.5923890137E+00    0.8384333973E-01    0.6793561703E+00
    0.2100000000E+05    0.5927074320E+00    0.8390315578E-01    0.6800254002E+00
    0.2300000000E+05    0.5929696792E+00    0.8395372379E-01    0.6805792107E+00
