     Pressure (Pa)     22mC5-400 (mol/kg)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.4234493578E-02    0.1858830024E-03    0.1686537938E-01
    0.3000000000E+01    0.1254031233E-01    0.5504928067E-03    0.4822717095E-01
    0.5000000000E+01    0.2063547132E-01    0.9058634557E-03    0.7678355883E-01
    0.7000000000E+01    0.2852788544E-01    0.1252341977E-02    0.1028948862E+00
    0.9000000000E+01    0.3622507796E-01    0.1590258231E-02    0.1268623153E+00
    0.1100000000E+02    0.4373420446E-01    0.1919925958E-02    0.1489394974E+00
    0.1300000000E+02    0.5106207505E-01    0.2241643754E-02    0.1693415871E+00
    0.1500000000E+02    0.5821517492E-01    0.2555695971E-02    0.1882522783E+00
    0.1700000000E+02    0.6519968353E-01    0.2862353557E-02    0.2058293520E+00
    0.1900000000E+02    0.7202149241E-01    0.3161874838E-02    0.2222090901E+00
    0.2100000000E+02    0.7868622172E-01    0.3454506243E-02    0.2375098163E+00
    0.2300000000E+02    0.8519923572E-01    0.3740482982E-02    0.2518347602E+00
    0.2500000000E+02    0.9156565714E-01    0.4020029677E-02    0.2652743897E+00
    0.2700000000E+02    0.9779038066E-01    0.4293360952E-02    0.2779083239E+00
    0.2900000000E+02    0.1038780854E+00    0.4560681980E-02    0.2898069120E+00
    0.3100000000E+02    0.1098332468E+00    0.4822189004E-02    0.3010325445E+00
    0.3300000000E+02    0.1156601474E+00    0.5078069810E-02    0.3116407474E+00
    0.3500000000E+02    0.1213628872E+00    0.5328504184E-02    0.3216811014E+00
    0.3700000000E+02    0.1269453933E+00    0.5573664330E-02    0.3311980165E+00
    0.3900000000E+02    0.1324114290E+00    0.5813715266E-02    0.3402313894E+00
    0.4100000000E+02    0.1377646020E+00    0.6048815197E-02    0.3488171623E+00
    0.4300000000E+02    0.1430083726E+00    0.6279115860E-02    0.3569878010E+00
    0.4500000000E+02    0.1481460611E+00    0.6504762854E-02    0.3647727058E+00
    0.4700000000E+02    0.1531808547E+00    0.6725895947E-02    0.3721985642E+00
    0.4900000000E+02    0.1581158143E+00    0.6942649361E-02    0.3792896574E+00
    0.1000000000E+02    0.4000271598E-01    0.1756104154E-02    0.1381229285E+00
    0.3000000000E+02    0.1068719620E+00    0.4692150313E-02    0.2955002280E+00
    0.5000000000E+02    0.1605467798E+00    0.7049424185E-02    0.3827166628E+00
    0.7000000000E+02    0.2045820453E+00    0.8983809759E-02    0.4381397494E+00
    0.9000000000E+02    0.2413608191E+00    0.1059981435E-01    0.4764744127E+00
    0.1100000000E+03    0.2725404303E+00    0.1197012466E-01    0.5045682755E+00
    0.1300000000E+03    0.2993092002E+00    0.1314686188E-01    0.5260413301E+00
    0.1500000000E+03    0.3225413879E+00    0.1416837513E-01    0.5429871972E+00
    0.1700000000E+03    0.3428945161E+00    0.1506350871E-01    0.5567009248E+00
    0.1900000000E+03    0.3608726162E+00    0.1585437532E-01    0.5680266021E+00
    0.2100000000E+03    0.3768685478E+00    0.1655821172E-01    0.5775379356E+00
    0.2300000000E+03    0.3911930483E+00    0.1718865262E-01    0.5856384873E+00
    0.2500000000E+03    0.4040951263E+00    0.1775662504E-01    0.5926203974E+00
    0.2700000000E+03    0.4157766645E+00    0.1827098869E-01    0.5987003557E+00
    0.2900000000E+03    0.4264030650E+00    0.1873900292E-01    0.6040424826E+00
    0.3100000000E+03    0.4361111336E+00    0.1916667248E-01    0.6087733597E+00
    0.3300000000E+03    0.4450150038E+00    0.1955900735E-01    0.6129921818E+00
